movie title,Run Time,Rating,User Rating,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,year,path
Be More Chill,not-released,no-rating,0,"['Comedy', 'Musical', 'Sci-Fi']","Jeremy Heere is just an average teenager. That is, until he finds out about ""The Squip"" - a tiny supercomputer that promises to bring him everything he desires most: a date with Christine, an invite to the raddest party of the year and a chance to survive life in his suburban New... Read all","['drugs', 'party', 'teenager', 'based on musical', 'young adult', 'new jersey', 'anxiety', 'bully', 'pill', 'high school']",Joe Iconis,"['Ned Vizzini', 'Joe Iconis', 'Joe Tracz', 'Ned Vizzini', 'United States']",Joe Tracz,,/title/tt8804832/
Lobster Man from Mars,not-released,5.3,641,"['Comedy', 'Horror', 'Sci-Fi']","A movie mogul in search of a tax shelter screens a space parody about a young woman, a mad scientist and a space monster.","['cult film', 'sci fi parody', 'sci fi spoof', 'psychotronic film', '1980s', 'film student', 'film producer', 'goofball', 'parody', 'geyser']",Stanley Sheff,"['Stanley Sheff', 'Tommy Sledge', 'Deborah Foreman', 'S.D. Nemeth', 'Anthony Hickox']",Bob Greenberg,-1989,/title/tt0097768/
Incident at Montauk,1 hour,2.8,214,"['Horror', 'Mystery', 'Sci-Fi']","A man witnesses a UFO and discovers it may be linked to a secret government project in Montauk, Long Island.","['found footage', 'montauk', 'alien', 'mind control', 'conspiracy', 'unidentified flying object', 'independent film']",Owen Mulligan,"['J.T. Holden', 'Owen Mulligan', 'Michael Ian Sugrue', 'Owen Mulligan', 'Owen Mulligan']",Owen Mulligan,-2019,/title/tt8717296/
The Electric Man,not-released,3.4,218,['Sci-Fi'],"When Trace McNeil experiences a 12,000 volt shock, his life becomes a psychedelic blur of reality and fantasy in this science fiction drama.",[],B. Luciano Barsuglia,"['Jed Rowen', 'James Di Giacomo', 'Tom Sizemore', 'B. Luciano Barsuglia', 'B. Luciano Barsuglia']",B. Luciano Barsuglia,-2022,/title/tt12973010/
Evil Spawn,1 hour 10 minutes,3.9,716,"['Horror', 'Sci-Fi']",A scientist is using Microbes in experiments but dies before the work is finished. An aging actress injects herself the serum and the bacterium transforms her into a hideous bug alien resulting in an attrition problem among her detractors.,"['hollywood california', 'murder of a nude woman', 'alien', 'female full frontal nudity', 'nude swimming', 'actress', 'female protagonist', 'metamorphosis', 'monster', 'mad scientist']",Kenneth J. Hall,"['Fred Olen Ray', 'Kenneth J. Hall', 'Ted Newsom', 'Bobbie Bresee', 'Drew Godderis']",Ted Newsom,-1987,/title/tt0092992/
Omega Doom,not-released,4,3.1K,"['Drama', 'Sci-Fi', 'Thriller']","After Earth is taken over by an army of robots, the small number of humans left are forced into hiding. In the nuclear winter, only droids walk the face of the Earth, in fear of the rumored human resurgence, and in search of a hidden cache of weapons. One robot, his evil circuits... Read all","['robot', 'nuclear winter', 'wasteland', 'double cross', 'mission', 'purpose', 'ruins', 'deserted town', 'drinking water', 'water']",Albert Pyun,"['Ed Naha', 'Rutger Hauer', 'Shannon Whirry', 'Norbert Weisser', 'Albert Pyun']",Albert Pyun,-1996,/title/tt0117238/
The Vampire Bat,1 hour 5 minutes,5.7,2.6K,"['Drama', 'Horror', 'Mystery']","When corpses drained of blood begin to show up in a European village, vampirism is suspected to be responsible.","['hypochondria', 'vampire', 'monster movie', 'mad villager', 'angry mob', 'laboratory', 'mad doctor', 'police inspector', 'serial killer', 'murder investigation']",Frank R. Strayer,"['Lionel Atwill', 'Fay Wray', 'Melvyn Douglas', 'Frank R. Strayer', 'Edward T. Lowe Jr.']",Edward T. Lowe Jr.,-1933,/title/tt0024727/
The Wild Blue Yonder,1 hour 20 minutes,6.1,3.7K,['Sci-Fi'],"An alien narrates the story of his dying planet, his and his people's visits to Earth and Earth's man-made demise, while human astronauts attempt to find an alternate planet for surviving humans to live on.","['astronaut', 'alien', 'wormhole', 'science', 'global change', 'environmental', 'weightlessness', 'voice over narration', 'underwater scene', 'spaceship']",Werner Herzog,"['Brad Dourif', 'Donald Williams', 'Ellen Baker', 'Werner Herzog', 'Werner Herzog']",Werner Herzog,-2005,/title/tt0443693/
Tom et Lola,not-released,6.4,286,['Sci-Fi'],"Their immune systems tragically damaged at birth, TOM AND LOLA are two beautiful children forever isolated in plastic bubbles. But neither cold urethane nor chillier hospital technicians can keep down the beguiling spirit of these indomitable siblings. Nor can anything stop their... Read all","['boy frontal nudity', 'hospital', 'hairless girl', 'escape', 'curiosity', 'penguin', 'isolation', 'boy', 'girl', 'underage nudity']",Bertrand Arthuys,"['Christian de Chalonge', 'Muriel Téodori', 'Cécile Magnet', 'Marc Berman', 'Catherine Frot']",Bertrand Arthuys,-1990,/title/tt0098488/
The Last Boy,not-released,5.5,12K,"['Fantasy', 'Mystery', 'Sci-Fi']","With the world's end imminent, a dying mother sends her young son on a journey to the place which grants wishes. The film's inspired by the works of 13th century Sufi mystic and poet, Rumi.","['mother', 'timeframe 13th century']",Perry Bhandal,"['Luke Goss', 'Flynn Allen', 'Peter Guinness', 'Perry Bhandal', 'Perry Bhandal']",Perry Bhandal,-2019,/title/tt4157728/
ThanksKilling 3,"$112,000 (estimated)",2.8,1.1K,"['Comedy', 'Horror', 'Sci-Fi']","Fowl-mouthed villain Turkie carves through the likes of a rapping grandma, a mindless puppet, a wig-wearing inventor, a bisexual space worm, and their equally ridiculous friends on his quest to recover the last copy of ""ThanksKilling 2"".","['slasher', 'sexploitation', 'sequel', 'supernatural serial killer', 'supernatural horror', 'two word title']",Jordan Downey,"['Mike Will Downey', 'Kevin Stewart', 'Daniel Usaj', 'Joe Hartzler', 'Preston Altree']",Jordan Downey,-2012,/title/tt2106675/
Stargames,not-released,1.6,461,['Sci-Fi'],"Hunted by an alien tyrant intent on inter-planetary domination, the young prince of a far away space kingdom seeks refuge on Earth. There, he meets Brian, a troubled boy who is more in touch with science fiction than reality. The two of them form a fast friendship and fight for t... Read all",['independent film'],Greydon Clark,"['Greydon Clark', 'Trevor Clark', 'Travis Clark', 'Darby Hinton', 'Greydon Clark']",David Reskin,-1997,/title/tt0132662/
The Creature Wasn't Nice,1 hour 28 minutes,3.5,1.7K,"['Comedy', 'Horror', 'Musical']","When the spaceship Vertigo stops to explore a previously unknown planet, the crew finds an unrecognized dollop of protoplasm and takes it aboard ship to return it to earth for analysis. On board, lifeform expands into an oozing person-eating monster which communicates primarily b... Read all","['yawning', 'reading a magazine', 'mopping a floor', 'slip and fall', 'giant monster', 'countdown', 'american flag', 'psychotronic film', 'sci fi spoof', 'spaceship']",Bruce Kimmel,"['Cindy Williams', 'Bruce Kimmel', 'Leslie Nielsen', 'Bruce Kimmel', 'Bruce Kimmel']",Bruce Kimmel,-1981,/title/tt0082213/
Lifespan,not-released,5.8,364,"['Drama', 'Mystery', 'Sci-Fi']",A doctor trying to develop a serum to lengthen life tries his formula out on the unsuspecting residents of an old-age home.,"['eternal life', 'immortality', 'rope', 'suicide by hanging', 'female nudity', 'female full frontal nudity', 'old age home', 'cell', 'microscope', 'science']",Sandy Whitelaw,"['Alva Ruben', 'Sandy Whitelaw', 'Hiram Keller', 'Tina Aumont', 'Klaus Kinski']",Judith Rascoe,-1975,/title/tt0071756/
Pod,not-released,4.4,3.6K,"['Horror', 'Mystery', 'Sci-Fi']",A family intervention goes horrifically awry within the snowy confines of an isolated lake house.,"['no survivors', 'dead body in a car trunk', 'crying', 'man wears eyeglasses', 'shooting a woman', 'lake', 'house', 'isolated house', 'alcoholism', 'flask']",Mickey Keating,"['Lauren Ashley Carter', 'Dean Cates', 'Brian Morvant', 'Mickey Keating', 'Mickey Keating']",Mickey Keating,(I) (2015),/title/tt3541080/
Puppet Master: Axis Termination,not-released,3.8,577,"['Fantasy', 'Horror', 'Sci-Fi']",In 1942 a soldier and a special division of psychics working for the American military must use the help of Andre Toulon's puppets to infiltrate a secret Nazi headquarters and put an end to the evil experiments being conducted there.,"['evil toy', 'evil doll', 'killer doll', 'evil puppet', 'timeframe 1940s', 'supernatural power', 'eleventh part', 'sequel']",Charles Band,"['Neal Marshall Stevens', 'George Appleby', 'Tonya Kay', 'Kevin Scott Allen', 'Charles Band']",Charles Band,-2017,/title/tt5257554/
Sentinel,not-released,no-rating,0,"['Sci-Fi', 'Thriller']","A squad of soldiers is stranded on an abandoned military base on a near future Earth waiting for the relief or the enemy, whichever comes first.",['military'],Tanel Toom,"['Kate Bosworth', 'Thomas Kretschmann', 'Lucien Laviscount', 'Tanel Toom', 'Malachi Smyth']",Malachi Smyth,(III),/title/tt5153956/
96 Souls,not-released,6,3K,"['Drama', 'Mystery', 'Sci-Fi']","A university research scientist, about to lose funding and status, has a lab accident and discovers he can see people's true intentions -- making his situation even worse.","['odor', 'pseudo science', 'magical thinking', 'spirituality', 'mad scientist', 'scientist', 'research funding', 'homeless person', 'pseudo intellectual', 'science laboratory']",Stanley Jacobs,"['Grinnell Morris', 'Sridhar Maruvada', 'Paul Statman', 'Stanley Jacobs', 'Stanley Jacobs']",Stanley Jacobs,-2016,/title/tt4058012/
The Season of Passage,not-released,no-rating,0,"['Horror', 'Sci-Fi']",none,['based on novel'],See company contact information,"['See producer', 'See preliminary cast']",See writer,,/title/tt14457388/
The Outwaters,not-released,6.2,32,"['Horror', 'Sci-Fi', 'Thriller']",Four travelers encounter menacing phenomena while camping in a remote stretch of the Mojave Desert.,"['found footage', 'camping', 'dimensions', 'unexplained', 'axe', 'time travel', 'murder', 'creatures', 'wormhole', 'female rear nudity']",Robbie Banfitch,"['Robbie Banfitch', 'Angela Basolis', 'Scott Schamell', 'Robbie Banfitch', 'Robbie Banfitch']",Robbie Banfitch,-2022,/title/tt13259610/
Nothing Lasts Forever,1 hour 22 minutes,6.2,883,"['Comedy', 'Drama', 'Fantasy']","An artist fails a test and is required to direct traffic in New York City's Holland Tunnel. He winds up falling in love with a beautiful woman, after he takes a trip to the moon on a Lunar Cruiser.","['tunnel', 'traffic', 'new york city', 'new york', 'artist', 'moon', 'surrealism', 'absurdism', 'cult film', 'shopping mall']",Tom Schiller,"['Zach Galligan', 'Apollonia van Ravenstein', 'Lauren Tom', 'Tom Schiller', 'Tom Schiller']",Tom Schiller,-1984,/title/tt0087817/
Space,1 hour 33 minutes,1.8,363,"['Horror', 'Sci-Fi']","In the year 2050, Dr. Ada Gray and her fellow astronauts aboard The Udo fight for survival after an accident leaves them stranded in deep space.",['fight'],Monte Light,"['Monte Light', 'Len Kabasinski', 'Lara Jean Sullivan', 'Kat Sheridan', 'Monte Light']",Cooper Holmes,(I) (2020),/title/tt8710832/
Septic Man,not-released,4.1,814,"['Horror', 'Sci-Fi']",A sewage worker gets trapped inside a septic tank during a water contamination crisis and undergoes a hideous transformation.,"['downward spiral', 'canuxploitation']",Jesse Thomas Cook,"['Jason David Brown', 'Molly Dunsworth', 'Julian Richings', 'Jesse Thomas Cook', 'Tony Burgess']",Tony Burgess,-2013,/title/tt2574666/
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,"$2,616,000",6.4,4.6K,"['Comedy', 'Horror', 'Mystery']","Two bumbling American cops hunt for the mysterious Mr. Hyde in London, England.","['shared universe', 'abbott and costello', 'nine word title', 'psychotronic film', 'monster movie', 'universal monsters', 'universal classic monster', 'slapstick', 'journalist', 'riot']",Charles Lamont,"['John Grant', 'Sid Fields', 'Bud Abbott', 'Lou Costello', 'Boris Karloff']",Lee Loeb,-1953,/title/tt0045469/
Untitled Sony/Marvel Project,not-released,no-rating,0,['Sci-Fi'],Plot kept under wraps. Described as a female-centric Marvel film.,"['superhero', 'based on comic', 'based on comic book', 'marvel comics', 'sony spiderverse', 'spin off', 'superheroine', 'franchise']",Olivia Wilde,"['Olivia Wilde', 'Katie Silberman', 'United States', 'English', 'Marvel Entertainment']",Katie Silberman,,/title/tt10954646/
"Invasion, U.S.A.",1 hour 13 minutes,3.4,1.5K,"['Drama', 'Sci-Fi', 'War']",A group of people at a bar witness the unfolding events of a Soviet invasion of the USA.,"['arizona', 'arizona desert', 'jump out of window', 'reference to war of 1812', 'reference to minneapolis minnesota', 'boulder dam', 'hypnotism', 'cocktail lounge', 'world war three', 'anti communist']",Alfred E. Green,"['Franz Schulz', 'Gerald Mohr', 'Peggie Castle', ""Dan O'Herlihy"", 'Alfred E. Green']",Robert Smith,-1952,/title/tt0044750/
