movie title,Run Time,Rating,User Rating,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,year,path
Dark Water,1 hour 41 minutes,6.7,32K,"['Drama', 'Horror', 'Mystery']",A mother and her 6 year old daughter move into a creepy apartment whose every surface is permeated by water.,"['2000s', 'dead body in a water tank', 'slow motion scene', 'talking to oneself', 'child', 'timeframe 2000s', 'water', 'apartment', 'stain', 'water stain']",Hideo Nakata,"['Takashige Ichise', 'Hideo Nakata', 'Hitomi Kuroki', 'Rio Kanno', 'Mirei Oguchi']",Kôji Suzuki,-2005,/title/tt0382628/
Valley of the Dolls,2 hours 3 minutes,6,8.7K,"['Drama', 'Music', 'Romance']",Film version of Jacqueline Susann's best-selling novel chronicling the rise and fall of three young women in show business.,"['show business', 'manhattan new york city', 'pill popping', 'price of fame', 'drug addiction', 'melodrama', 'based on novel', 'camp', 'actress', 'porn actress']",Mark Robson,"['Helen Deutsch', 'Dorothy Kingsley', 'Barbara Parkins', 'Patty Duke', 'Paul Burke']",Jacqueline Susann,-1967,/title/tt0062430/
Billionaire Boys Club,1 hour 48 minutes,5.6,13K,"['Biography', 'Drama', 'Thriller']",A group of wealthy boys in Los Angeles during the early 1980s establish a 'get-rich-quick' scam that turns deadly.,"['remake', 'andy warhol character', 'money', 'fake money', 'money problems', 'timeframe 1980s', 'murder', 'three word title', 'based on true story', 'gender in title']",James Cox,"['Captain Mauzner', 'Ansel Elgort', 'Kevin Spacey', 'Taron Egerton', 'James Cox']",James Cox,-2018,/title/tt5179598/
Boy Erased,1 hour 55 minutes,6.9,38K,"['Biography', 'Drama']",The son of a Baptist preacher unwillingly participates in a church-supported gay conversion program after being forcibly outed to his parents.,"['conversion therapy', 'lgbt interest', 'gay conversion', 'gay conversion therapy', 'gay teenager', 'father son relationship', 'being outed', 'gay character', 'homosexual', 'coming out']",Joel Edgerton,"['Joel Edgerton', 'Lucas Hedges', 'Nicole Kidman', 'Joel Edgerton', 'Joel Edgerton']",Garrard Conley,-2018,/title/tt7008872/
Nick and Norah's Infinite Playlist,"$10,000,000 (estimated)",6.6,92K,"['Comedy', 'Drama', 'Music']","High school student Nick O'Leary, member of the Queercore band The Jerk Offs, meets college-bound Norah Silverberg when she asks him to be her boyfriend for five minutes.","['search', 'night life', 'big city life', 'usa', 'new york', 'falling in love', 'night', 'band', 'gay', 'gay friend']",Peter Sollett,"['Rachel Cohn', 'David Levithan', 'Michael Cera', 'Kat Dennings', 'Aaron Yoo']",Lorene Scafaria,-2008,/title/tt0981227/
Summer of '42,"$1,000,000 (estimated)",7.2,8.1K,"['Drama', 'Romance']","During his summer vacation on Nantucket Island in 1942, a youth eagerly awaiting his first sexual encounter finds himself developing an innocent love for a young woman awaiting news on her soldier husband's fate in WWII.","['summer vacation', 'coming of age', 'world war two', 'war widow', ""soldier's wife"", 'teen angst', 'beach house', 'first sexual experience', 'obsession', 'apostrophe in title']",Robert Mulligan,"[""Jennifer O'Neill"", 'Gary Grimes', 'Jerry Houser', 'Robert Mulligan', 'Herman Raucher']",Herman Raucher,-1971,/title/tt0067803/
The Lazarus Project,1 hour 40 minutes,6.1,18K,"['Drama', 'Mystery', 'Thriller']",A paroled former criminal is drawn into an endeavor that puts life with his family at risk and subsequently finds himself living an inexplicable new life working at a psychiatric facility.,"['ex convict', 'criminal', 'secret', 'dallas texas', 'prison', 'lethal injection', 'robbery', 'texas', 'second chance', 'oregon']",John Glenn,"['Evan Astrowsky', 'Paul Walker', 'Piper Perabo', 'Brooklynn Proulx', 'John Glenn']",John Glenn,-2008,/title/tt0464041/
Wasp Network,2 hours 7 minutes,5.9,10K,"['Crime', 'Drama', 'Thriller']",The story of five Cuban political prisoners who had been imprisoned by the United States since the late 1990s on charges of espionage and murder.,"['spy', 'cuba', '1990s', 'based on true story', 'written by director', 'communism', 'cigar smoking', 'bare chested male', 'latin american history', 'havana cuba']",Olivier Assayas,"['Fernando Morais', 'Penélope Cruz', 'Edgar Ramírez', 'Gael García Bernal', 'Olivier Assayas']",Olivier Assayas,-2019,/title/tt6760876/
Dreamland,"$320,814",5.8,5.9K,"['Drama', 'Thriller']",A teenager's adventures as a bounty hunter take an unexpected twist.,"['bullet wound', 'dust storm', 'bank robbery', 'shot in the back', 'shot in the leg', 'year 1935', 'drought', 'running', 'hand holding', 'search party']",Miles Joris-Peyrafitte,"['Finn Cole', 'Margot Robbie', 'Travis Fimmel', 'Miles Joris-Peyrafitte', 'Nicolaas Zwart']",Nicolaas Zwart,(I) (2019),/title/tt5294522/
Circle,1 hour 27 minutes,6,55K,"['Drama', 'Horror', 'Mystery']","Held captive and faced with their imminent executions, fifty strangers are forced to choose the one person among them who deserves to live.","['game of death', 'one room movie', 'alien abduction', 'spaceship', 'lesbian', 'pregnant', 'sole survivor', 'sudden death', 'social commentary', 'suicide']",Aaron Hann,"['Aaron Hann', 'Mario Miscione', 'Allegra Masters', 'Aimee McKay', 'Ashley Key']",Mario Miscione,(II) (2015),/title/tt3118452/
Perfect,1 hour 55 minutes,4.6,5.3K,"['Drama', 'Romance']","A female aerobics instructor meets a male reporter doing a story on health clubs, but it isn't love at first sight.","['aerobics', 'workout', 'jock strap', 'courtroom', 'gym', 'fitness', 'based on article', 'rolling stone magazine', 'reference to the vietnam war', 'reference to watergate']",James Bridges,"['James Bridges', 'John Travolta', 'Jamie Lee Curtis', 'Ramey Ellis', 'James Bridges']",Aaron Latham,-1985,/title/tt0089798/
Bad Words,1 hour 29 minutes,6.6,50K,"['Comedy', 'Drama']",A spelling bee loser sets out to exact revenge by finding a loophole and attempting to win as an adult.,"['spelling bee', 'forty something', 'high school dropout', 'spelling', 'two word title', 'directed by star', 'indian american', 'reporter', 'competition', 'children']",Jason Bateman,"['Jason Bateman', 'Kathryn Hahn', 'Allison Janney', 'Jason Bateman', 'Andrew Dodge']",Andrew Dodge,-2013,/title/tt2170299/
Rocky II,"$7,000,000 (estimated)",7.3,206K,"['Drama', 'Sport']","Rocky struggles in family life after his bout with Apollo Creed, while the embarrassed champ insistently goads him to accept a challenge for a rematch.","['rocky balboa character', 'adrian character', 'paulie character', 'rocky balboa jr character', 'mickey goldmill character', 'chasing an animal', 'costume', 'jew', 'book', 'poem']",Sylvester Stallone,"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Sylvester Stallone', 'Sylvester Stallone']",Sylvester Stallone,-1979,/title/tt0079817/
Exposed,1 hour 42 minutes,4.3,15K,"['Crime', 'Drama', 'Mystery']",A police detective investigates the truth behind his partner's death. The mysterious case reveals disturbing police corruption and a dangerous secret involving an unlikely young woman.,"['police detective', 'police partner', 'soldier', 'rape victim', 'abusive father', 'traumatized woman', 'rape', 'deception', 'female protagonist', 'tunnel']",Gee Malik Linton,"['Ana de Armas', 'Keanu Reeves', 'Christopher McDonald', 'Gee Malik Linton', 'Gee Malik Linton']",Gee Malik Linton,(III) (2016),/title/tt4019560/
French Kiss,1 hour 51 minutes,6.6,50K,"['Comedy', 'Drama', 'Romance']",A woman flying to France to confront her straying fiance gets into trouble when the charming crook seated next to her uses her for smuggling.,"['breakup', 'plant cutting', 'frenchman', 'blonde', 'infidelity', 'thief', 'cannes', 'fear of flying', 'smuggling', 'lactose intolerance']",Lawrence Kasdan,"['Meg Ryan', 'Kevin Kline', 'Timothy Hutton', 'Lawrence Kasdan', 'Adam Brooks']",Adam Brooks,-1995,/title/tt0113117/
The Mosquito Coast,1 hour 57 minutes,6.6,29K,"['Adventure', 'Drama', 'Thriller']",An inventor spurns his city life and moves his family into the jungles of Central America to make a utopia.,"['back to nature', 'central america', 'inventor', 'jungle', 'utopia', 'missionary', 'indian village', 'nudity', 'panties', 'upskirt']",Peter Weir,"['Paul Schrader', 'Harrison Ford', 'Helen Mirren', 'River Phoenix', 'Peter Weir']",Paul Theroux,-1986,/title/tt0091557/
Mr. Brooks,"$20,000,000 (estimated)",7.3,150K,"['Crime', 'Drama', 'Thriller']",A well-respected businessman is sometimes controlled by his murder and mayhem-loving alter ego.,"['murder', 'serial killer', 'secret', 'fingerprint', 'amateur photographer', 'spying on couple having sex', 'female detective', 'urinating in fear', 'interrupted sex', 'pubic hair']",Bruce A. Evans,"['Raynold Gideon', 'Kevin Costner', 'Demi Moore', 'William Hurt', 'Bruce A. Evans']",Bruce A. Evans,-2007,/title/tt0780571/
Savage Grace,"$4,600,000 (estimated)",5.7,11K,['Drama'],"A dramatization of the shocking Barbara Daly Baekeland murder case, which happened in a posh London flat on Friday 17 November 1972. The bloody crime caused a stir on both sides of the Atlantic and remains one of the most memorable American Tragedies...","['based on true story', 'murder', 'sex scene', 'incest', 'older man younger woman relationship', 'male nudity', 'male frontal nudity', 'single mother', 'love triangle', 'mother son incest']",Tom Kalin,"['Natalie Robins', 'Steven M.L. Aronson', 'Julianne Moore', 'Eddie Redmayne', 'Stephen Dillane']",Howard A. Rodman,-2007,/title/tt0379976/
Backcountry,1 hour 32 minutes,6,21K,"['Adventure', 'Drama', 'Horror']",An urban couple go camping in the woods and find themselves lost in the territory of a predatory black bear.,"['lost', 'camping', 'bear attack', 'bear', 'survival', 'couple', 'woods', 'injury', 'nature', 'blood']",Adam MacDonald,"['Jeff Roop', 'Missy Peregrym', 'Nicholas Campbell', 'Adam MacDonald', 'Adam MacDonald']",Adam MacDonald,(I) (2014),/title/tt2944198/
Body of Evidence,1 hour 39 minutes,4.5,15K,"['Drama', 'Thriller']",A lawyer defends a woman accused of killing her older lover by having sex with him.,"['erotic thriller', 'female nudity', 'videotaped sex', 'bare breasts', 'sex with a handcuffed woman', 'blonde', 'woman on top', 'seduction', 'anal sex', 'sex scene']",Uli Edel,"['Madonna', 'Willem Dafoe', 'Joe Mantegna', 'Uli Edel', 'Brad Mirman']",Brad Mirman,-1992,/title/tt0106453/
Tin Cup,2 hours 15 minutes,6.4,50K,"['Comedy', 'Drama', 'Romance']",A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his successful rival's girlfriend.,"['golf', 'love', 'rivalry', 'golf tournament', 'golf player', 'nickname', 'kiss', 'texas', 'wager', 'temper']",Ron Shelton,"['Ron Shelton', 'Kevin Costner', 'Rene Russo', 'Don Johnson', 'Ron Shelton']",John Norville,-1996,/title/tt0117918/
The Divorcee,"$340,691 (estimated)",6.7,3.2K,"['Romance', 'Drama']","When a woman discovers that her husband has been unfaithful to her, she decides to respond to his infidelities in kind.","['infidelity', 'party', 'marriage', 'divorce', 'obsession', 'hypocrisy', 'guilt', 'jealousy', 'resort', 'passenger train']",Robert Z. Leonard,"['Nick Grinde', 'Zelda Sears', 'Norma Shearer', 'Robert Montgomery', 'Chester Morris']",Ursula Parrott,-1930,/title/tt0020827/
D2: The Mighty Ducks,"$45,610,410",6,40K,"['Comedy', 'Drama', 'Family']",Can Gordon's team win the Junior Goodwill Games in California in spite of all the set-backs?,"['street hockey', 'second part', 'campfire', 'apology', 'coach', 'ice hockey coach', 'sports comedy', 'ice hockey team', 'scene during end credits', 'military cadence']",Sam Weisman,"['Emilio Estevez', 'Kathryn Erbe', 'Michael Tucker', 'Sam Weisman', 'Steven Brill']",Steven Brill,-1994,/title/tt0109520/
Life in a Year,1 hour 47 minutes,6,8.6K,"['Drama', 'Romance']",The movie follows 17-year-old Daryn who finds out that his girlfriend is dying. He sets out to give her an entire life in the last year she has left.,"['girlfriend', 'blue green hair', 'pink hair']",Mitja Okorn,"['Will Matthews', 'Jaden Smith', 'Cara Delevingne', 'Cuba Gooding Jr.', 'Mitja Okorn']",Jeffrey Addiss,-2020,/title/tt6598238/
Cemetery Junction,1 hour 35 minutes,6.8,23K,"['Comedy', 'Drama']",A 1970s-set comedy centered on three young working class friends in a dreary suburb of Reading.,"['beer', 'aspiration', 'train station', 'stationmaster', 'slow motion scene', 'timeframe 1970s', 'police officer', 'coming of age', 'fight', 'jail']",Ricky Gervais,"['Ricky Gervais', 'Stephen Merchant', 'Christian Cooke', 'Felicity Jones', 'Tom Hughes']",Stephen Merchant,-2010,/title/tt1196204/
The Aftermath,"$1,618,497",6.3,21K,"['Drama', 'Romance', 'War']","Post World War II, a British colonel and his wife are assigned to live in Hamburg during the post-war reconstruction, but tensions arise with the German who previously owned the house.","['hamburg germany', 'river elbe', 'post war germany', 'city in ruins', 'based on novel', 'northern germany', 'occupied germany', 'occupied nation', 'englishwoman abroad', 'dead son']",James Kent,"['Anna Waterhouse', 'Rhidian Brook', 'Keira Knightley', 'Ned Wills', 'Pandora Colin']",Joe Shrapnel,-2019,/title/tt5977276/
Weekend,1 hour 37 minutes,7.6,30K,"['Drama', 'Romance']","After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special.","['nudity', 'fellatio', 'anal sex', 'nightclub', 'intimacy', 'oral sex', 'heteronormativity', 'fear of commitment', 'saying goodbye', 'undressing someone']",Andrew Haigh,"['Tom Cullen', 'Chris New', 'Jonathan Race', 'Andrew Haigh', 'Andrew Haigh']",Andrew Haigh,(II) (2011),/title/tt1714210/
Weekend,1 hour 45 minutes,7,14K,"['Adventure', 'Comedy', 'Drama']",A surreal tale of a married couple going on a road trip to visit the wife's parents with the intention of killing them for the inheritance.,"['cannibalism', 'setting someone on fire', 'killing a pig', 'violence', 'surrealism', 'satire', 'black comedy', 'graphic violence', 'sadism', 'traffic jam']",Jean-Luc Godard,"['Jean-Luc Godard', 'Mireille Darc', 'Jean Yanne', 'Jean-Pierre Kalfon', 'Jean-Luc Godard']",Julio Cortázar,(II) (2011),/title/tt1714210/
Agora,"$70,000,000 (estimated)",7.1,70K,"['Adventure', 'Biography', 'Drama']","A historical drama set in Roman Egypt, concerning a slave who turns to the rising tide of Christianity in the hope of pursuing freedom while falling in love with his mistress, the philosophy and mathematics professor Hypatia of Alexandria.","['roman empire', 'astronomy', '5th century', '4th century', 'ancient egypt', 'slave', 'neoplatonism', 'religious persecution', 'intolerance', 'proselytizing']",Alejandro Amenábar,"['Mateo Gil', 'Rachel Weisz', 'Max Minghella', 'Oscar Isaac', 'Alejandro Amenábar']",Alejandro Amenábar,-2009,/title/tt1186830/
Elle,"€9,000,000 (estimated)",7.1,66K,"['Crime', 'Drama', 'Thriller']",A successful businesswoman gets caught up in a game of cat and mouse as she tracks down the unknown man who raped her.,"['rape', 'video game industry', 'video game company', 'sexual assault', 'rape and revenge', 'pepper spray', 'cat', 'masturbation', 'game development', 'sexual violence']",Paul Verhoeven,"['David Birke', 'Isabelle Huppert', 'Laurent Lafitte', 'Anne Consigny', 'Paul Verhoeven']",Philippe Djian,(I) (2016),/title/tt3716530/
Bicentennial Man,2 hours 12 minutes,6.9,117K,"['Comedy', 'Drama', 'Sci-Fi']",An android endeavors to become human as he gradually acquires emotions.,"['robot', 'hologram', 'freedom', 'breaking a figurine', 'goofball', 'gender in title', 'slapstick comedy', 'columbia tristar', 'disney', 'timeframe 2000s']",Chris Columbus,"['Robert Silverberg', 'Nicholas Kazan', 'Robin Williams', 'Embeth Davidtz', 'Sam Neill']",Isaac Asimov,-1999,/title/tt0182789/
The War with Grandpa,1 hour 34 minutes,5.6,20K,"['Comedy', 'Drama', 'Family']","Upset that he has to share the room he loves with his grandfather, Peter decides to declare war in an attempt to get it back.","['mother son relationship', 'christmas', 'room', 'family conflict', 'family relationships', 'grandfather grandson relationship', 'grandfather grandson conflict', 'brother sister relationship', 'father son relationship', 'father daughter relationship']",Tim Hill,"['Matt Ember', 'Robert Kimmel Smith', 'Robert De Niro', 'Uma Thurman', 'Rob Riggle']",Tom J. Astle,-2020,/title/tt4532038/
The Crucible,2 hours 4 minutes,6.8,38K,"['Drama', 'History']",A Salem resident attempts to frame her ex-lover's wife for being a witch in the middle of the 1692 witchcraft trials.,"['witch hunt', 'salem witch trial', 'salem massachusetts', 'false accusation', 'witch', 'witchcraft', 'hanging', 'belief in god', 'belief in the devil', 'belief in witches']",Nicholas Hytner,"['Daniel Day-Lewis', 'Winona Ryder', 'Paul Scofield', 'Nicholas Hytner', 'Arthur Miller']",Arthur Miller,-1996,/title/tt0115988/
13,"$20,000,000 (estimated)",6,42K,"['Crime', 'Drama', 'Thriller']","A naive young man assumes a dead man's identity and finds himself embroiled in an underground world of power, violence, and chance where men gamble behind closed doors on the lives of other men.","['flashback', ""character repeats someone else's dialogue"", 'light bulb', 'new york city', 'cigarette', 'electrician', 'cell phone', 'ohio', 'chance', 'train']",Géla Babluani,"['Greg Pruss', 'Sam Riley', 'Alice Barrett', 'Gaby Hoffmann', 'Géla Babluani']",Géla Babluani,(I) (2010),/title/tt0798817/
13,"$121,390",7.3,17K,"['Crime', 'Drama', 'Thriller']",A man takes over a dead man's task without realizing the horror it entails.,"['looking at oneself in a mirror', 'payphone', 'game of death', 'punching ticket', 'white picket fence', 'wheelbarrow', 'volkswagen new beetle', 'upright piano', 'u turn', 'train ticket']",Géla Babluani,"['George Babluani', 'Aurélien Recoing', 'Pascal Bongard', 'Géla Babluani', 'Géla Babluani']",Géla Babluani,(I) (2010),/title/tt0798817/
A Simple Plan,2 hours 1 minute,7.5,70K,"['Crime', 'Drama', 'Thriller']","Three blue-collar acquaintances come across millions of dollars in lost cash and make a plan to keep their find from the authorities, but it isn't long before complications and mistrust weave their way into the plan.","['plane wreck', 'screenplay adapted by author', 'found money', 'bag of money', 'neo noir', 'snow', 'based on novel', 'minnesota', 'brother brother relationship', 'united states of america']",Sam Raimi,"['Bill Paxton', 'Billy Bob Thornton', 'Bridget Fonda', 'Sam Raimi', 'Scott B. Smith']",Scott B. Smith,-1998,/title/tt0120324/
The Curious Case of Dolphin Bay,not-released,7.7,12,"['Drama', 'Family']","It follows 15-year old Quinn Perkins, who will be spending the summer working as an intern with her best friend Daniela. Mysterious events start to occur, and they assume that they are being haunted by local legend Everly Fallow.",[],Christine Luby,"['Izabela Rose', 'Jayden McGinlay', 'Allegra Teo', 'Christine Luby', 'Jacob Stock']",Jacob Stock,-2022,/title/tt16420002/
Beach Rats,1 hour 38 minutes,6.4,14K,['Drama'],A Brooklyn teenager spends his days experimenting with drugs and looking online for older men to meet with.,"['male frontal nudity', 'gay kiss', 'gay sex', 'boardwalk', 'cruising', 'new york city', 'ill father', 'friendship', 'mother son relationship', 'coney island brooklyn new york city']",Eliza Hittman,"['Harris Dickinson', 'Madeline Weinstein', 'Kate Hodge', 'Eliza Hittman', 'Eliza Hittman']",Eliza Hittman,-2017,/title/tt6303866/
The Devils,1 hour 51 minutes,7.8,16K,"['Biography', 'Drama', 'History']","In 17th-century France, Father Urbain Grandier seeks to protect the city of Loudun from the corrupt establishment of Cardinal Richelieu. Hysteria occurs within the city when he is accused of witchcraft by a sexually-repressed nun.","['priest', 'france', '17th century', 'mother superior', 'nun', 'psychological horror', 'satire', 'repressed sexuality', 'sex with a priest', 'orgy']",Ken Russell,"['John Whiting', 'Aldous Huxley', 'Vanessa Redgrave', 'Oliver Reed', 'Dudley Sutton']",Ken Russell,-1971,/title/tt0066993/
