movie title,Run Time,Rating,User Rating,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,year,path
Black Rose,not-released,no-rating,0,['Crime'],,[],Sampath Nandi,"['Urvashi Rautela', 'Sampath Nandi', 'Sampath Nandi', 'Urvashi Rautela', 'Sampath Nandi']",Sampath Nandi,-2014,/title/tt3266724/
Blackwater,1 hour 28 minutes,3.3,198,"['Action', 'Adventure', 'Horror']",Four young women tourists are hunted by ruthless woodsmen in the Florida Everglades.,"['drunkenness', 'drunk woman', 'everglades', 'swamp', 'survival', 'wilderness', 'assault', 'suspense']",Bill Rogers,"['R. Douglas Zipperer', 'Wilson Hawthorne', 'Bill Schreiber', 'Georgia Chris', 'Amy Simon']",Bill Schreiber,-2007,/title/tt1104684/
Lumberjack Man,not-released,4.2,1.3K,"['Action', 'Comedy', 'Horror']","As the staff of Good Friends Church Camp prepares for a spring break filled with ""Fun Under the Son"", a demon logger rises from his sap boiler to wreak his vengeance and feast on flapjacks soaked in the blood of his victims.","['topless female nudity', 'murdered with an axe', 'slasher', 'axe wielding maniac', 'backwoods slasher', 'parody', '80s slasher', 'supernatural power', 'supernatural serial murder', 'camp']",Josh Bear,"['Bill Muehl', 'Matt Entin', 'Michael Madsen', 'Ciara Flynn', 'Jarrett King']",Josh Bear,-2015,/title/tt3201722/
Aaj Ka Arjun,not-released,4.6,626,"['Action', 'Crime', 'Drama']","Bhim Singh is an orphan who lives a poor life-style in a small community. He is the guardian to his only sister, Laxmi, who he has educated in the city, she meets Ajit Singh the son of Thakur Bhupendra Singh and both falls in love and gets married with the blessings of Bhim, but ... Read all",[],K.C. Bokadia,"['Jaya Prada', 'Radhika Sarathkumar', 'K.C. Bokadia', 'Amitabh Bachchan', 'Jaya Prada']",Amitabh Bachchan,-1990,/title/tt0098976/
The Hunters,1 hour 48 minutes,6.4,1.5K,"['Action', 'Drama', 'Romance']","In 1952, during the Korean War, two American pilots become bitter enemies over the same woman but must shelf their personal feud when confronted by deadly Chinese MIG fighter jets in battle.","['korean war', 'jet fighter', 'based on novel', 'dysfunctional marriage', 'romantic rivalry', 'male male relationship', 'alcoholism', 'punched in the face', 'cigar', 'beer']",Dick Powell,"['James Salter', 'Robert Mitchum', 'Robert Wagner', 'Richard Egan', 'Dick Powell']",Wendell Mayes,-1958,/title/tt0051750/
The Hunters,1 hour 53 minutes,7,8.6K,"['Crime', 'Thriller']","A Stockholm cop moves back home to his brother near Norway and Finland. He investigates out of control deer poaching. He confiscates rifles with no permits. Everybody, even his brother and local cops, are against him. Things escalate.","['hunt', 'norrbotten sweden', 'northern sweden', 'police procedural', 'corrupt police', 'racism', 'funeral', 'brother brother estrangement', 'violence', 'shot to death']",Kjell Sundvall,"['Björn Carlström', 'Rolf Lassgård', 'Lennart Jähkel', 'Jarmo Mäkinen', 'Kjell Sundvall']",Kjell Sundvall,-1958,/title/tt0051750/
Maneater,not-released,no-rating,0,"['Action', 'Horror', 'Thriller']","After an accident during their vacations on a paradisiac island, a group of friends is stalked by a large shark.",[],Justin Lee,"['Shane West', 'Nicky Whelan', 'Jeff Fahey', 'Justin Lee', 'Justin Lee']",Justin Lee,,/title/tt15262370/
Rakhta Charitra 2,not-released,6.5,2.9K,"['Action', 'Biography', 'Crime']","After avenging the death of his father and brother, a man must now content with another vengeful male.","['murder', 'revenge']",Ram Gopal Varma,"['Shatrughan Sinha', 'Vivek Oberoi', 'Suriya', 'Ram Gopal Varma', 'Prashant Pandey']",Prashant Pandey,-2010,/title/tt1727535/
Adanga Maru,2 hours 25 minutes,7.1,2.4K,"['Action', 'Crime', 'Drama']","A sincere cop suspended from the department for locking horns with a few influential people in the society, starts taking revenge against those who finished off his dear ones.","['revenge', 'rape and revenge']",Karthik Thangavel,"['Viji', 'Jayam Ravi', 'Raashi Khanna', 'Ponvannan', 'Karthik Thangavel']",Karthik Thangavel,-2018,/title/tt8364418/
The Chairman,1 hour 33 minutes,5.5,1.3K,"['Action', 'Drama', 'Thriller']","During the Chinese Cultural Revolution, the US government sends a scientist to China to steal the formula for a new agricultural enzyme developed by the Chinese.","['explosion', 'exploding car', 'exploding truck', 'fire', 'shootout', 'gun battle', 'battlefield', 'battle', 'combat', 'machine gun']",J. Lee Thompson,"['Ben Maddow', 'Gregory Peck', 'Anne Heywood', 'Arthur Hill', 'J. Lee Thompson']",Jay Richard Kennedy,-1969,/title/tt0064148/
World War Four,not-released,2.9,168,"['Action', 'Sci-Fi', 'Thriller']",The Nuclear thriller that predicted the Ukraine war three years before it happened. The most chillingly real nuclear war film of the last ten years.,"['nuclear war', 'total war', 'battle scene', 'documentary style', 'realistic']",A.K. Strom,"['Morgan Bradley', 'Graham Vincent', 'Frederick Dodson', 'A.K. Strom', 'A.K. Strom']",A.K. Strom,-2019,/title/tt6395918/
No Means No,not-released,no-rating,0,"['Action', 'Drama', 'Romance']","No Means No is a cross-genre action-packed, teenage musical love story, a courtroom drama that's more like the thrill of a roller-coaster ride as each twist and turn begins to unravel to reach a conclusion that calls out for justice.",['courtroom drama'],Vikash Verma,"['Vikash Verma', 'Gulshan Grover', 'Sharad S. Kapoor', 'Anna Ador', 'Vikash Verma']",Hitesh Desai,-2022,/title/tt7624920/
River Queen,1 hour 54 minutes,5.9,2.6K,"['Action', 'Adventure', 'Drama']",An intimate story set during the 1860s in which a young Irish woman Sarah and her family find themselves on both sides of the turbulent wars between British and Maori during the British colonization of New Zealand.,"['timeframe 19th century', 'new zealand', 'maori', 'irish', 'colonization', 'voice over narration', 'topless female nudity', 'sex', 'love', 'exotica']",Vincent Ward,"['Toa Fraser', 'Kely Lyons', 'Samantha Morton', 'Kiefer Sutherland', 'Cliff Curtis']",Vincent Ward,-2005,/title/tt0388377/
M.A.S.K.: Mobile Armored Strike Kommand,not-released,no-rating,0,"['Action', 'Sci-Fi']",Matt Tracker leads a team of elite special agents with a fleet of hidden function vehicles against Miles Mayhem and his terrorist organization known as V.E.N.O.M.,"['shared universe', 'soldier', 'robot', 'futuristic car', 'car', 'team', 'hasbro', 'based on toy', 'hasbro cinematic universe']",F. Gary Gray,"['Michael Chabon', 'Cheo Hodari Coker', 'F. Gary Gray', 'Lindsey Beer', 'Michael Chabon']",Lindsey Beer,,/title/tt5663454/
Awarapan,2 hours 6 minutes,7.3,7.3K,"['Action', 'Crime', 'Drama']","A loyal henchman is ordered by his boss to keep an eye on his mistress, and trouble begins when he refuses to kill her.","['redemption', 'atheist', 'love', 'gangster', 'introvert', 'unrequited love', 'loss of loved one', 'hitman', 'dove', 'buddhist monastery']",Mohit Suri,"['Emraan Hashmi', 'Mrinalini Sharma', 'Ashish Vidyarthi', 'Mohit Suri', 'Shagufta Rafique']",Shagufta Rafique,-2007,/title/tt1020937/
30 jours max,1 hour 27 minutes,5.2,1.1K,"['Action', 'Comedy', 'Crime']","Rayane, a clumsy cop, finds that he only has 30 days left. He uses this time to try to become the hero of his police station.",[],Tarek Boudali,"['Pierre Dudan', 'Grégory Boutboul', 'Tarek Boudali', 'Philippe Lacheau', 'Julien Arruti']",Tarek Boudali,-2020,/title/tt11206302/
Hindustan Ki Kasam,2 hours 26 minutes,3.4,605,"['Action', 'Drama']","A pair of twins separated at birth. One grows up as a Hindu in India, while the other is raised a Muslim in Pakistan. They are forced to battle each other during an Indo-Pak war.","['terrorist', 'muslim', 'hindu', 'dual role', 'twins separated at birth', 'airport', 'writer', 'action hero', 'soldier', 'indian flag']",Veeru Devgan,"['Amitabh Bachchan', 'Ajay Devgn', 'Manisha Koirala', 'Veeru Devgan', 'Hriday Dubey']",Hriday Dubey,-1999,/title/tt0207513/
The Walking Dead,1 hour 28 minutes,4.8,831,"['Action', 'Drama', 'War']","1972 Vietnam, a small group of United States Marines relive flashbacks of their contrite lives prior to serving in the military while being left to survive behind enemy lines.","['timeframe 1970s', 'doggystyle sex', 'vietnam', 'black american', '1970s', 'african american', 'u.s. marine corps', 'prisoner of war', 'independent film']",Preston A. Whitmore II,"['Allen Payne', 'Eddie Griffin', 'Joe Morton', 'Preston A. Whitmore II', 'Preston A. Whitmore II']",Preston A. Whitmore II,-1995,/title/tt0114888/
Veeram,2 hours 41 minutes,6.5,8.2K,['Action'],"Vinayagam, an honest man, uses violence to settle disputes. He decides to mend his ways for his lover's sake. Hell breaks loose when he learns about a gang of rowdies following his lover's family.",['brother'],Siva,"['Bhupati Raja', 'Bharathan', 'Ajith Kumar', 'Tamannaah Bhatia', 'Vidharth']",Siva,-2014,/title/tt3320578/
Equalizer 2000,1 hour 25 minutes,4,628,"['Action', 'Adventure', 'Sci-Fi']","A ruthless vehicular gang rules the post-apocalyptic wasteland. That's until a muscled hero named Slade builds the ultimate machine gun - Equalizer 2000, and declares a one man war on the gang's ""piece of garbage"" leader.","['bazooka', 'soldier', 'post holocaust', 'alaska', 'tyrant', 'rebel', 'major', 'colonel', 'commander', 'low budget sci fi movie']",Cirio H. Santiago,"['Frederick Bailey', 'Richard Norton', 'Corinne Wahl', 'Robert Patrick', 'Cirio H. Santiago']",Joe Mari Avellana,-1987,/title/tt0091012/
Meri Jung,not-released,7.2,1.4K,"['Action', 'Drama']",Two top lawyers battle against each other while the whole city witnesses the battle.,"['lawyer', 'murder', 'insanity', 'mother son reunion', 'doctor', 'poison', 'court', 'amnesia', 'catatonia', 'trauma']",Subhash Ghai,"['Anil Kapoor', 'Girish Karnad', 'Nutan', 'Subhash Ghai', 'Javed Akhtar']",Javed Akhtar,-1985,/title/tt0084324/
The Honkers,1 hour 42 minutes,6.1,359,"['Action', 'Comedy', 'Drama']","An over-the-hill rodeo champion is so self-centered that he ignores his wife, son, and best friend.","['oil well', 'brandy', 'pool table', 'beer', 'marijuana', 'son', 'rodeo', 'rodeo cowboy', 'temper', 'new mexico']",Steve Ihnat,"['Stephen Lodge', 'James Coburn', 'Lois Nettleton', 'Slim Pickens', 'Steve Ihnat']",Steve Ihnat,-1972,/title/tt0068711/
Anomalo fortio,not-released,4.8,120,"['Action', 'Crime']","A mutiny aboard a weapon smuggling vessel results in the ship's first officer dead, the captain incapacitated, and the captain's wife vulnerable.","['cargo ship', 'female full frontal nudity', 'mutiny', 'male nudity', 'female stockinged legs', 'female full rear nudity', 'bare breasts', 'female star appears nude', 'attempted rape', 'sex with a married woman']",Kostas Karagiannis,"['Kostas Karagiorgis', 'Nikos Verlekis', 'Deborah Shelton', 'Kostas Karagiannis', 'Yiannis Politis']",Yiannis Politis,-1977,/title/tt0252889/
Sharkenstein,not-released,2.1,659,"['Action', 'Adventure', 'Comedy']","Sixty years after the end of World War II, a small ocean town is plagued by a blood-thirsty creature that was built and reanimated by using the parts of the greatest sea-killers: the Sharkenstein monster.","['shark', 'reference to frankenstein', ""reference to frankenstein's monster"", 'world war two', 'ss officer', 'black and white scene', 'beach', 'calling someone captain obvious', 'brain in a jar', 'nazi flag']",Mark Polonia,"['Greta Volkova', 'Ken Van Sant', 'Titus Himmelberger', 'Mark Polonia', 'J.K. Farlew']",J.K. Farlew,-2016,/title/tt5636234/
Axcellerator,not-released,4.3,1.8K,"['Action', 'Sci-Fi']","When a young car thief stumbles on the invention of the century (and the various government agencies that want to kill him), he and a sassy checkout clerk named Kate have the adventure of a lifetime.",['car'],David Giancola,"['David Giancola', 'Ryan Wesen', ""Mark 'Woody' Keppel"", 'John James', 'David Giancola']",Mike Ford,-2020,/title/tt6143798/
The Death of Batman,not-released,5.5,11,"['Action', 'Drama', 'Thriller']","In this free experimental film that continues his Kryptonian Epic saga, Max Landis presents a second person account of the final night of The Batman's life. Bruce Wayne and Clark Kent go on a journey deep into their own minds to find truth, healing, and hope on the darkest night ... Read all",[],Max Landis,"['Bob Kane', 'Max Landis', 'Jaden Libran', 'Faye Nightingale', 'Max Landis']",Bill Finger,-2021,/title/tt14802300/
The Raven,not-released,no-rating,0,"['Action', 'Sci-Fi', 'Thriller']",A man with incredible powers is sought by the government and military.,"['non comic book superhero', 'psychotronic film']",Ricardo de Montreuil,"['Elgin James', 'Justin Marks', 'Ricardo de Montreuil', 'Michael Gilio', 'Elgin James']",Michael Gilio,(I),/title/tt1694022/
Maharaja,not-released,4,479,"['Action', 'Adventure', 'Comedy']","Fearing his death, Ranbir Singh (Salim Ghouse) decides to kill Kohinoor when he is a child, in vain though. After 20 years Kohinoor (Govinda) returns to claim his rightful place in the kingdom. He has developed advanced powers over matter and animals, which he uses to his advance... Read all","['one word title', 'kiss', 'jungle', 'rescue', 'murder', 'prince', 'attempted murder', 'well', 'good versus evil', 'reporter']",Anil Sharma,"['Manisha Koirala', 'Raj Babbar', 'Anil Sharma', 'Govinda', 'Manisha Koirala']",Govinda,-1998,/title/tt0119596/
HellKat,not-released,2.7,203,"['Action', 'Horror']","A fallen MMA fighter must win a netherworld no-holds-barred death tournament against man, beast and demon to save her soul.","['mixed martial arts', 'woman fights a woman']",Scott Jeffrey,"['Michele Pacitto', 'Jordan Rockwell', 'Adrian Bouchet', 'Marshall Hawkes', 'Sarah T. Cohen']",Rebecca Matthews,-2021,/title/tt8804830/
Naa Peru Surya Na Illu India,2 hours 43 minutes,6.7,7.2K,"['Action', 'Drama']","Following two violent incidents at a club and a police station, a short tempered soldier is challenged to give up anger if he wants to fulfill his dream of serving at the borders.","['soldier', 'indian', 'fight', 'telugu']",Vakkantham Vamsi,"['Vakkantham Vamsi', 'Allu Arjun', 'Sam Nagar', 'Anu Emmanuel', 'Vakkantham Vamsi']",Pradeep RishiRaj,-2018,/title/tt7794524/
Mythica: The Necromancer,not-released,5.4,2.9K,"['Action', 'Adventure', 'Fantasy']",Mallister takes Thane prisoner and forces Marek and her team on a quest.,"['friend', 'magical object', 'good versus evil', 'hostage', 'beetle', 'female protagonist', 'friendship', 'mage', 'necromancy', 'archer']",A. Todd Smith,"['Liska Ostojic', 'Justin Partridge', 'Melanie Stone', 'Adam Johnson', 'Jake Stormoen']",Jason Faller,-2015,/title/tt3608646/
Meagamann,not-released,6.7,623,"['Action', 'Drama', 'Thriller']","An undercover cop is involved in an operation to make a most wanted gangster come out of hiding. Can he succeed amidst suspicion, betrayal and loss?",['betrayal'],Magizh Thirumeni,"['Ashutosh Rana', 'Hansika Motwani', 'Magizh Thirumeni', 'Arya', 'Ashutosh Rana']",Arya,-2014,/title/tt3885724/
Half-Life,not-released,no-rating,0,"['Action', 'Adventure', 'Drama']","An American scientific research facility opens a portal to a hostile alien world, who begin to invade the earth.",['based on video game'],Matthew Armstrong,"['Matthew Armstrong', 'Marc Laidlaw', 'United States', 'English', 'Bad Robot']",Marc Laidlaw,,/title/tt2697688/
Radar Men from the Moon,2 hours 47 minutes,4.6,1.1K,"['Action', 'Family', 'Sci-Fi']","Strategic targets on Earth are being destroyed by an unknown weapon. Government security head Henderson suspects it's an ""atomic ray"" originating from the moon! He assigns Commando Cody, scientist and man of action with a secret flying suit, to investigate. Soon, Cody is battling... Read all","['psychotronic film', 'camp', 'superhero']",Fred C. Brannon,"['George D. Wallace', 'Aline Towne', 'Roy Barcroft', 'Fred C. Brannon', 'Ronald Davidson']",Ronald Davidson,-1952,/title/tt0045064/
The Looking Glass War,"$168,000",5.8,1.2K,"['Action', 'Drama', 'Thriller']","From the John le Carré novel about a British spy, who sends a Polish defector to East Germany, to verify missile sites.","['east germany', 'spy', 'cold war', 'british intelligence', 'political intrigue', 'espionage', 'berlin germany', 'based on novel', 'man hits a woman', 'man punches a woman']",Frank Pierson,"['Frank Pierson', 'Christopher Jones', 'Pia Degermark', 'Ralph Richardson', 'Frank Pierson']",John le Carré,-1970,/title/tt0066001/
Buckskin,not-released,3.2,417,"['Action', 'Western']","Set in 1820, a Texan fur trapper journeys into the mysterious Buckskin woods in the hopes of saving a lost young boy.",['timeframe 1820s'],Brett Bentman,"['Tom Zembrod', 'Robert Keith', 'Blaze Freeman', 'Brett Bentman', 'Brett Bentman']",Brett Bentman,-2021,/title/tt13156200/
Puppet on a Chain,1 hour 38 minutes,5.9,1.1K,"['Action', 'Crime', 'Thriller']",Following a triple professional hit a U.S. agent arrives in Amsterdam to investigate a heroin smuggling ring. He finds a city rife with drugs and a police force unable or unwilling to do much about it. With his incognito female fellow agent the American is soon stirring things up... Read all,"['cia central intelligence agency', 'timeframe 1970s', 'professional hit', 'drugs', 'police', 'heroin', 'subjective camera', ""character's point of view camera shot"", 'long take', 'wristwatch']",Geoffrey Reeve,"['Paul Wheeler', 'Don Sharp', 'Sven-Bertil Taube', 'Barbara Parkins', 'Alexander Knox']",Alistair MacLean,-1970,/title/tt0066258/
Adavi Ramudu,not-released,6.8,107,"['Action', 'Drama', 'Romance']","A forest officer in an undercover operation, raises all the tribal people and the villagers against the smugglers to teach them a lesson and gets them arrested.","['remake', 'poacher', 'jungle']",K. Raghavendra Rao,"['N.T. Rama Rao', 'Jaya Prada', 'Jayasudha', 'K. Raghavendra Rao', 'Jandhyala']",Jandhyala,-1977,/title/tt0257362/
Maharana Pratap: The First Freedom Fighter,not-released,4.3,129,"['Action', 'War']","Maharana Pratap's clashes with Akbar and Man Singh I, which caused the battle of Haldighati.","['battle of haldighati', 'honor', 'historian', 'epic']",Pradeep Kumawat,"['Kuldeep Chaturvedi', 'Payal Kumawat', 'Pradeep Kumawat', 'Narayan Singh Sisodia', 'Kuldeep Chaturvedi']",Narayan Singh Sisodia,-2012,/title/tt2193145/
The Unseen,not-released,5.4,1.2K,"['Action', 'Drama', 'Horror']","A man who abandoned his family now risks everything to find his missing daughter, including exposing the secret that he is becoming invisible.","['search for daughter', 'lesbian', 'disease', 'cell phone', 'wife wife lesbian relationship', 'woman wears a nightshirt', 'psychotronic film', 'set in canada', 'canadian content', 'british columbia canada']",Geoff Redknap,"['Aden Young', 'Camille Sullivan', 'Julia Sarah Stone', 'Geoff Redknap', 'Geoff Redknap']",Geoff Redknap,(I) (2016),/title/tt4667084/
Aaradugula Bullet,not-released,3.5,241,"['Action', 'Drama']","Murthy (Prakash Raj) is well respected in the society in Vijaywada. He is peeved with his son Shiva (Gopichand) and even his family members are unhappy with him, as he roams around listlessly without doing any job and instead getting into unwanted quarrels all the time. Things ge... Read all",[],Gopal B.,"['Nayanthara', 'Prakash Raj', 'Gopal B.', 'Gopichand', 'Nayanthara']",Gopichand,-2021,/title/tt6914500/
Kudrat Ka Kanoon,not-released,5.1,55,"['Action', 'Drama', 'Thriller']","While traveling Dr. Vijay Verma witness some men assaulting a laborer; he intervenes and mercilessly beat them up. A few days later he is approached by the village Sarpanch, Dharamraj and threatened not to take matters further but he ignores this. Then one morning the dead body o... Read all","['murder', 'female protagonist', 'revenge', 'husband wife relationship', 'father daughter relationship', 'mother daughter relationship', 'framed for murder', 'attempted rape', 'attempted suicide', 'strangulation']",K.C. Bokadia,"['Beena Banerjee', 'Ramesh Deo', 'C.S. Dubey', 'K.C. Bokadia', 'S.A. Chandrashekhar']",S.A. Chandrashekhar,-1987,/title/tt0359573/
Ankhen,not-released,7.2,371,"['Action', 'Adventure', 'Drama']","Shortly after independence India faces terrorists attacks in Assam, resulting in many deaths and casualties. A group of concerned citizens then decide to do something to stop this carnage.","['spy', 'spy camera', 'microfilm', 'impostor', 'face mask', 'tiger', 'female spy', 'tough guy', 'tough girl', 'indian intelligence']",Ramanand Sagar,"['Mala Sinha', 'Dharmendra', 'Kumkum', 'Ramanand Sagar', 'Ramanand Sagar']",Ramanand Sagar,-1968,/title/tt0147811/
Tokyo Tribe,1 hour 56 minutes,6.5,3.4K,"['Action', 'Musical']","In an alternate Japan, territorial street gangs form opposing factions collectively known as the Tokyo Tribes. Merra, leader of the Wu-Ronz tribe of Bukuro crosses the line to conquer all of Tokyo. The war begins.","['female nudity', 'nudity', 'groping', 'forced sex', 'japan', 'japanese girl', 'corrupt police', 'tokyo japan', 'based on manga', 'japanese woman']",Sion Sono,"['Sion Sono', 'Ryohei Suzuki', 'Young Dais', 'Nana Seino', 'Sion Sono']",Santa Inoue,-2014,/title/tt2808986/
Extreme Justice,1 hour 36 minutes,5.5,1.3K,"['Action', 'Crime', 'Drama']","A rogue cop joins an elite L.A.P.D. unit who secretly operate as a vigilante death squad, but soon begins to question their methods.","['rogue cop', 'body lands on a car', 'shooting a woman', 'female nudity', 'lapd', 'police brutality', 'police', 'murder', 'vigilante', 'wound']",Mark L. Lester,"['Robert Boris', 'Lou Diamond Phillips', 'Scott Glenn', 'Chelsea Field', 'Mark L. Lester']",Frank Sacks,-1993,/title/tt0106850/
Aaranya Kaandam,2 hours 6 minutes,8.5,4.8K,"['Action', 'Crime', 'Thriller']",A mob boss must deal with a disgruntled mistress and a vanishing bag of cocaine.,"['drug dealing', 'dark comedy', 'blood', 'neo noir', 'violence', 'father son relationship', 'murder', 'male nudity', 'male female relationship', 'independent film']",Thiagarajan Kumararaja,"['Sampath Raj', 'Jackie Shroff', 'Ravi Krishna', 'Thiagarajan Kumararaja', 'Thiagarajan Kumararaja']",Thiagarajan Kumararaja,-2010,/title/tt1496729/
In Full Bloom,not-released,6.2,3.7K,"['Action', 'Crime', 'Drama']","In post-WWII Tokyo, Japan's undefeated Boxing Champion trains for his upcoming bout against the American challenger. Pitted amongst political tensions, the fighters' parallel journeys will test the very limits of human spirit.",['test'],Reza Ghassemi,"['Reza Ghassemi', 'Adam VillaSeñor', 'Tyler Wood', 'Yusuke Ogasawara', 'Hiroyuki Watanabe']",Adam VillaSeñor,(II) (2019),/title/tt4538670/
Hot Water,not-released,4.2,187,"['Action', 'Comedy']",The hilarious misadventures of a cocky jet skier who gets his dream shot to compete on the pro jet ski tour.,['dream'],Larry Rippenkroeger,"['Vanessa Angel', 'Trevor Donovan', 'Max Adler', 'Larry Rippenkroeger', 'Larry Rippenkroeger']",Larry Rippenkroeger,(II) (2021),/title/tt1695783/
End of Loyalty,not-released,no-rating,0,['Action'],"When the head of the crime family is killed by a rival family, his son Grant vows to get retribution. As his grief turns into violence, his best friend Ray, a federal agent, does everything he can to keep Grant from going off the deep end.",[],Hiroshi Katagiri,"['Chris Preyor', 'Michael Paré', 'Vernon Wells', 'Simon Phillips', 'Hiroshi Katagiri']",Hiroshi Katagiri,-2022,/title/tt15811964/
Untitled A Most Violent Year Sequel,not-released,no-rating,0,['Action'],none,"['based on film', 'brooklyn', 'new york', '1991', '1981', 'heating oil', 'gangster', 'corruption', 'politics', 'standard heating oil']",See company contact information,"['See producer', 'See preliminary cast']",See writer,,/title/tt12104152/
In the Shadow of Kilimanjaro,1 hour 37 minutes,5.1,436,"['Action', 'Adventure', 'Drama']","Because of a severe drought in Kenya in 1984, ninety thousand starving baboons go on a murderous rampage, killing humans and animals alike.","['kenya', 'drought', 'baboon', 'hoard', 'environmentalist', 'hunter', 'animal expert', 'natural resources', 'expatriate', 'monkey']",Raju Patel,"['Jeffrey M. Sneller', 'John Rhys-Davies', 'Timothy Bottoms', 'Irene Miracle', 'Raju Patel']",T. Michael Harry,-1985,/title/tt0091264/
Bin Bulaye Baraati,not-released,3.8,279,"['Action', 'Comedy', 'Crime']",Petty robbers on the run from gangsters and police end up in a town where they are mistaken for police officers.,['police'],Chandrakant Singh,"['M. Salim', 'Salim Sheikh', 'Naushaad Abbas', 'Rati Agnihotri', 'Shweta Bhardwaj']",Praful Parekh,-2011,/title/tt1947973/
Remo Williams 2: The Adventure Continues,not-released,6.2,8,"['Action', 'Adventure', 'Comedy']",A hero who doesn't exist must save America from another enemy we never knew we had.,['hero'],Luke S. Goljan,"['Luke S. Goljan', 'Jim Ford', 'Joe Goljan', 'Patrick King', 'Luke S. Goljan']",Joe Goljan,-2017,/title/tt6772978/
Santana,1 hour 46 minutes,3.8,982,"['Action', 'Crime', 'Drama']","Two cops, two brothers. One is out for justice, the other revenge. They may kill each other before capturing the bad guys.","['kill', 'revenge', 'hostage', 'male rear nudity']",Maradona Dias Dos Santos,"['Chris Roland', 'Maradona Dias Dos Santos', 'Paulo Americano', 'Dalton Borralho', 'Terence Bridgett']",Chris Roland,-2020,/title/tt11769162/
Crayon Shin-chan: Burst Serving! Kung Fu Boys - Ramen Rebellion,not-released,6.1,258,"['Animation', 'Action', 'Adventure']","Shin-chan and the Kasukabe Defense Group are planning to perform an absolutely no-stunt Kung Fu challenge on the stage in Aiya Town, also known as the Chinatown of Kasukabe city.","['drug dealer', 'dumpling', 'kung fu', 'martial arts', 'ramen', 'anime']",Wataru Takahashi,"['Akiko Yajima', 'Wataru Takahashi', 'Kimiko Ueno', 'Akiko Yajima', 'Wataru Takahashi']",Kimiko Ueno,-2018,/title/tt7994070/
Silver Dream Racer,not-released,5.4,565,"['Action', 'Drama', 'Sport']",Nick Freeman is a talented motorcycle racer but lacks a decent bike. Then his brother dies and Nick is left the bike he spent the last three years developing. The bike is revolutionary and Nick sees a way to pursue his dream.,"['motorsports sport', 'silverstone', 'world championship', 'father son relationship', 'grief', 'brother in law sister in law relationship', 'american abroad', 'motorcycle crash', 'tragic event', 'trophy']",David Wickes,"['David Wickes', 'David Essex', 'Beau Bridges', 'Cristina Raines', 'David Wickes']",Michael Billington,-1980,/title/tt0081517/
Das Frauenhaus,not-released,4.5,564,"['Action', 'Crime', 'Thriller']","Nightclub owner and erotic dancer Rita Blue uses her place as a front for working undercover as a spy. Motivated by her vehement hatred of men that stems from having been sexually abused as a child, Rita and her seductive female cohorts not only gleefully torture guys as a means ... Read all","['stripper', 'cage', 'female pubic hair', 'killed by knife', 'secret agent', 'interpol', 'police arrest', 'handcuffed', 'pubic hair', 'shoot to kill']",Jesús Franco,"['Martine Fléty', 'Sarah Strasberg', 'Dagmar Bürger', 'Jesús Franco', 'Jesús Franco']",Jesús Franco,-1977,/title/tt0167165/
Dragon Eyes,1 hour 31 minutes,4.4,6K,"['Action', 'Crime', 'Drama']","In St. Jude, drug dealers and corrupt cops have destroyed an urban neighborhood. But newcomer, Hong, has the fighting skills and moral vision to save this town from itself.","['nipple piercing', 'piercing', 'vietnam war veteran', 'body part in title', 'animal in title', 'two word title', 'low budget', 'female nudity', 'fear', 'gang']",John Hyams,"['Cung Le', 'Jean-Claude Van Damme', 'Johnny Holmes', 'John Hyams', 'Tim Tori']",Tim Tori,-2012,/title/tt1735862/
Yamudiki Mogudu,not-released,7.3,327,"['Action', 'Comedy', 'Fantasy']","A man, who wrongfully dies before his time, is reincarnated in the body of a lookalike.","['murder', 'video camera', 'thief', 'thug', 'soul transference', 'chitragupt', 'lord yama', 'afterlife', 'death', 'hell']",Ravi Raja Pinisetty,"['Satyanand', 'Chiranjeevi', 'Vijayshanti', 'Radha', 'Ravi Raja Pinisetty']",Ravi Raja Pinisetty,-1988,/title/tt0246339/
The Legend of Zelda: The Hero of Time,"$4,500 (estimated)",4.5,156,"['Action', 'Adventure', 'Fantasy']","Link, after doubting his relation to the people of the Kokiri Forest leaves to find out his real heritage. But he is dragged into becoming the chosen to defeat the tyrannical Ganondorf and save Hyrule and the imprissoned Princess Zelda.","['the legend of zelda', 'link character', 'princess zelda', 'fan film', 'ganon character', 'sword', 'high fantasy', 'mystical', 'based on video game']",Joel Musch,"['Brad Dillon', 'Joel Musch', 'David Blane', 'Hannah Fierman', 'Adam Boyer']",David Blane,-2009,/title/tt1808555/
High Heels and Low Lifes,1 hour 26 minutes,6.1,3.6K,"['Action', 'Comedy', 'Crime']",A nurse eavesdrops with a friend on a cell phone conversation that describes a bank heist. She and the friend then conspire to blackmail the robbers for two million dollars.,"['girls with guns', 'director cameo', 'blackmail', 'nurse', 'satire', ""diver's watch"", 'attempted murder', 'actress', 'bank robbery']",Mel Smith,"['Georgia Pritchett', 'Kevin McNally', 'Minnie Driver', 'Mary McCormack', 'Mel Smith']",Kim Fuller,-2001,/title/tt0253126/
