movie title,Run Time,Rating,User Rating,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,year,path
Thunder Force,not-released,4.4,41K,"['Action', 'Adventure', 'Comedy']","In a world where supervillains are commonplace, two estranged childhood best friends reunite after one devises a treatment that gives them powers to protect their city.","['jumping through a window', 'mayoral election', 'interracial cooperation', 'interracial friendship', 'invisibility', 'mayoral candidate', 'knock knock joke', 'supervillain', 'estranged friend', 'mother daughter relationship']",Ben Falcone,"['Melissa McCarthy', 'Octavia Spencer', 'Jason Bateman', 'Ben Falcone', 'Ben Falcone']",Ben Falcone,-2021,/title/tt10121392/
King Arthur,"$120,000,000 (estimated)",6.3,167K,"['Action', 'Adventure', 'Drama']",A demystified take on the tale of King Arthur and the Knights of the Round Table.,"['ancient rome', 'queen guinevere character', 'king arthur', 'knight', 'freedom', 'britain', 'knights of the round table', 'saxon', 'sarmatia', 'village']",Antoine Fuqua,"['Clive Owen', 'Stephen Dillane', 'Keira Knightley', 'Antoine Fuqua', 'David Franzoni']",David Franzoni,-2004,/title/tt0349683/
The Italian Job,"$60,000,000 (estimated)",7,364K,"['Action', 'Crime', 'Thriller']","After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally.","['gold', 'cat', 'gold bar', 'scantily clad female', 'cleavage', 'premarital sex', 'death of father', 'blonde', 'nipples visible through clothing', 'woman punches a man']",F. Gary Gray,"['Donna Powers', 'Wayne Powers', 'Donald Sutherland', 'Mark Wahlberg', 'Edward Norton']",Troy Kennedy-Martin,-2003,/title/tt0317740/
The Wolverine,"$120,000,000 (estimated)",6.7,459K,"['Action', 'Sci-Fi']","Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants.","['japan', 'canadian abroad', 'logan character', 'wolverine character', 'atomic bomb', 'tokyo japan', 'regeneration', 'self healing', 'healing power', 'spin off']",James Mangold,"['Scott Frank', 'Hugh Jackman', 'Will Yun Lee', 'Tao Okamoto', 'James Mangold']",Mark Bomback,-2013,/title/tt1430132/
Fallen,"$25,232,289",7,82K,"['Action', 'Crime', 'Drama']","Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution, the killings start again, and they are very similar to Reese's style.","['serial killer', 'detective', 'demonic possession', 'neo noir', 'azazel', 'murder', 'murder of a police officer', 'good versus evil', 'demon', 'murder investigation']",Gregory Hoblit,"['Denzel Washington', 'John Goodman', 'Donald Sutherland', 'Gregory Hoblit', 'Nicholas Kazan']",Nicholas Kazan,-1998,/title/tt0119099/
Blue Beetle,not-released,no-rating,0,"['Action', 'Adventure', 'Sci-Fi']",A Mexican teenager finds an alien beetle that gives him superpowered armor.,"['dc comics', 'based on comic book', 'based on comic', 'superhero', 'hero', 'villain', 'power', 'superpower', 'alien', 'armor']",Angel Manuel Soto,"['Susan Sarandon', 'Raoul Max Trujillo', 'Harvey Guillén', 'Angel Manuel Soto', 'Gareth Dunnet-Alcocer']",Gareth Dunnet-Alcocer,-2023,/title/tt9362930/
Noah,"$125,000,000 (estimated)",5.8,254K,"['Action', 'Adventure', 'Drama']",Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.,"['old testament', 'supernatural power', 'family relationships', 'father son conflict', 'dysfunctional family', 'father son relationship', 'based on biblical story', 'ark', 'religion', 'bible story']",Darren Aronofsky,"['Ari Handel', 'Russell Crowe', 'Jennifer Connelly', 'Anthony Hopkins', 'Darren Aronofsky']",Darren Aronofsky,-2014,/title/tt1959490/
The Huntsman: Winter's War,1 hour 54 minutes,6.1,109K,"['Action', 'Adventure', 'Drama']","Eric and fellow warrior Sara, raised as members of ice Queen Freya's army, try to conceal their forbidden love as they fight to survive the wicked intentions of both Freya and her sister Ravenna.","['fairy tale', 'based on fairy tale', 'dark fantasy', 'second part', 'sequel', 'male objectification', 'ravenna character', 'regina mills character', 'the huntsman character', 'season in title']",Cedric Nicolas-Troyan,"['Craig Mazin', 'Evan Daugherty', 'Chris Hemsworth', 'Jessica Chastain', 'Charlize Theron']",Evan Spiliotopoulos,-2016,/title/tt2381991/
The Ridiculous 6,1 hour 59 minutes,4.8,49K,"['Action', 'Adventure', 'Comedy']","An outlaw who was raised by Native Americans discovers that he has five half-brothers. Together the men go on a mission to find their wayward, deadbeat dad.","['baseball', 'bank robbery', 'white raised as indian', 'apache', 'half brothers', 'native american stereotype', 'lincoln assassination', 'general custer', 'third nipple', 'decapitation']",Frank Coraci,"['Adam Sandler', 'Adam Sandler', 'Terry Crews', 'Jorge Garcia', 'Frank Coraci']",Tim Herlihy,-2015,/title/tt2479478/
The Dirty Dozen,"$5,400,000 (estimated)",7.7,72K,"['Action', 'Adventure', 'War']","During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.","['commando mission', 'redemption', 'criminal', 'fight in a restroom', 'secret mission', 'suicide mission', 'behind enemy lines', 'commando unit', 'commando', 'world war two']",Robert Aldrich,"['Lukas Heller', 'E.M. Nathanson', 'Lee Marvin', 'Ernest Borgnine', 'Charles Bronson']",Nunnally Johnson,-1967,/title/tt0061578/
Westworld,"$1,250,000 (estimated)",6.9,57K,"['Action', 'Sci-Fi', 'Thriller']","A robot malfunction creates havoc and terror for unsuspecting vacationers at a futuristic, adult-themed amusement park.","['computer', 'vacation', 'evil robot', 'future', 'hovercraft', 'fembot', 'subterranean', 'snake bite', 'fake commercial', 'western town']",Michael Crichton,"['Yul Brynner', 'Richard Benjamin', 'James Brolin', 'Michael Crichton', 'Michael Crichton']",Michael Crichton,-1973,/title/tt0070909/
Cloak & Dagger,1 hour 41 minutes,6.5,7.5K,"['Action', 'Adventure', 'Crime']",A young boy and his imaginary friend end up on the run while in possession of a top-secret spy gadget.,"['child protagonist', 'prostitute', 'kiss', 'attempted child murder', 'slimehouse', 'hitchcockian', 'based on short story', 'child in jeopardy', 'child murders an adult', 'spy']",Richard Franklin,"['Cornell Woolrich', 'Nancy Dowd', 'Henry Thomas', 'Dabney Coleman', 'Michael Murphy']",Tom Holland,-1984,/title/tt0087065/
My Spy,"$10,200,000",6.3,30K,"['Action', 'Comedy']","A hardened CIA operative finds himself at the mercy of a precocious 9-year-old girl, having been sent undercover to surveil her family.","['cia agent', 'singing in a car', '9 year old girl', '9 year old', 'single mother', 'young widow', 'surveillance', 'berlin germany', 'paris france', 'chicago illinois']",Peter Segal,"['Jon Hoeber', 'Dave Bautista', 'Chloe Coleman', 'Parisa Fitz-Henley', 'Peter Segal']",Erich Hoeber,-2020,/title/tt8242084/
Enemy of the State,"$90,000,000 (estimated)",7.3,242K,"['Action', 'Thriller']",A lawyer becomes targeted by a corrupt politician and his N.S.A. goons when he accidentally receives key evidence to a politically motivated crime.,"['on the run', 'nsa', 'surveillance', 'political cover up', 'conspiracy', 'national security agency', 'political corruption', 'distrust of government', 'government corruption', 'congressman']",Tony Scott,"['Will Smith', 'Gene Hackman', 'Jon Voight', 'Tony Scott', 'David Marconi']",David Marconi,-1998,/title/tt0120660/
Bad Boys II,"$130,000,000 (estimated)",6.6,248K,"['Action', 'Comedy', 'Crime']",Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.,"['cuba', 'police', 'miami florida', 'sequel', 'anti hero', 'puerto rico', 'buddy movie', 'buddy comedy', 'camp', 'motor vehicle']",Michael Bay,"['Marianne Wibberley', 'Cormac Wibberley', 'Will Smith', 'Martin Lawrence', 'Gabrielle Union']",George Gallo,-2003,/title/tt0172156/
Without Remorse,1 hour 49 minutes,5.7,56K,"['Action', 'Thriller', 'War']","An elite Navy SEAL, goes on a path to avenge his wife's murder only to find himself inside of a larger conspiracy.","['soldier', 'police', 'anti hero', 'tough guy', 'special forces', 'police officer', 'assassin', 'tactical team', 'action hero', 'one man army']",Stefano Sollima,"['Will Staples', 'Tom Clancy', 'Michael B. Jordan', 'Jodie Turner-Smith', 'Jamie Bell']",Taylor Sheridan,(II) (2021),/title/tt0499097/
WarGames,"$12,000,000 (estimated)",7.1,99K,"['Action', 'Drama', 'Sci-Fi']","A young man finds a back door into a military central computer in which reality is confused with game-playing, possibly starting World War III.","['hacker', 'cold war', 'computer', 'modem', 'phreaking', 'hacking', 'telephone call', 'nuclear attack', 'game', 'norad']",John Badham,"['Walter F. Parkes', 'Walon Green', 'Matthew Broderick', 'Ally Sheedy', 'John Wood']",Lawrence Lasker,-1983,/title/tt0086567/
Thar,not-released,6,4.5K,"['Action', 'Crime', 'Drama']",A mysterious stranger arrives in a village situated in the Thar desert and crosses paths with a veteran cop investigating a case of brutal killings.,"['revenge', '1980s', 'town', 'west', 'job', 'horse', 'village', 'investigate', 'contemporary western', 'organized crime']",Raj Singh Chaudhary,"['Raj Singh Chaudhary', 'Yogesh Ishwar', 'Anil Kapoor', 'Harshvardhan Kapoor', 'Fatima Sana Shaikh']",Anthony Catino,-2022,/title/tt14479746/
The Expendables,"$80,000,000 (estimated)",6.4,342K,"['Action', 'Adventure', 'Thriller']",A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.,"['action hero', 'rescue mission', 'fictional war', 'lens flare', 'straight razor', 'showdown', 'assassination attempt', 'machismo', 'tough guy', 'bodyguard']",Sylvester Stallone,"['Sylvester Stallone', 'Sylvester Stallone', 'Jason Statham', 'Jet Li', 'Sylvester Stallone']",Dave Callaham,-2010,/title/tt1320253/
Exodus: Gods and Kings,2 hours 30 minutes,6,168K,"['Action', 'Adventure', 'Drama']","The defiant leader Moses rises up against Egyptian Pharaoh Ramses II, setting six hundred thousand slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.","['moses', 'pharaoh', 'plague', 'egypt', 'exodus', 'sibling rivalry', 'old testament', 'well', 'battle', 'act of god']",Ridley Scott,"['Bill Collage', 'Jeffrey Caine', 'Christian Bale', 'Joel Edgerton', 'Ben Kingsley']",Adam Cooper,-2014,/title/tt1528100/
The Bad Batch,"$6,000,000 (estimated)",5.2,31K,"['Action', 'Horror', 'Mystery']","In a desert dystopia, a young woman is kidnapped by cannibals.","['cannibal', 'amputation', 'exile', 'dystopia', 'crawling', 'cannibalism', 'dismemberment', 'little girl', 'tattooed man', 'hermit']",Ana Lily Amirpour,"['Suki Waterhouse', 'Jason Momoa', 'Jayda Fink', 'Ana Lily Amirpour', 'Ana Lily Amirpour']",Ana Lily Amirpour,-2016,/title/tt4334266/
Pride and Prejudice and Zombies,1 hour 48 minutes,5.8,56K,"['Action', 'Comedy', 'Fantasy']",Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.,"['zombie', 'england', '19th century', 'based on novel', 'damsel in distress', 'deception', 'martial arts', 'parson', 'sister sister relationship', 'pride']",Burr Steers,"['Jane Austen', 'Seth Grahame-Smith', 'Lily James', 'Sam Riley', 'Jack Huston']",Burr Steers,-2016,/title/tt1374989/
How to Train Your Dragon 2,"$145,000,000 (estimated)",7.8,330K,"['Animation', 'Action', 'Adventure']","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.","['dragon', 'viking', 'sequel', 'death of husband', 'sacrifice', 'rescue', 'self sacrifice', 'death', 'loss of loved one', 'death of father']",Dean DeBlois,"['Cressida Cowell', 'Jay Baruchel', 'Cate Blanchett', 'Gerard Butler', 'Dean DeBlois']",Dean DeBlois,-2014,/title/tt1646971/
Fool's Gold,"$70,000,000 (estimated)",5.7,79K,"['Action', 'Adventure', 'Comedy']",A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance.,"['treasure hunter', 'silt', 'mercenary', 'caribbean island', 'pregnancy', 'flashing breasts', 'boat on fire', 'aerial camera shot', 'scene during opening credits', 'treasure']",Andy Tennant,"['Daniel Zelman', 'Andy Tennant', 'Matthew McConaughey', 'Kate Hudson', 'Donald Sutherland']",John Claflin,(I) (2008),/title/tt0770752/
Bright,"$90,000,000 (estimated)",6.3,186K,"['Action', 'Fantasy', 'Thriller']",A detective must work with an Orc to find a powerful wand before evil creatures do.,"['orc', 'buddy movie', 'elf', 'magic', 'wand', 'urban fantasy', 'police', 'fairy', 'binding spell', 'alternate reality']",David Ayer,"['Will Smith', 'Joel Edgerton', 'Noomi Rapace', 'David Ayer', 'Max Landis']",Max Landis,(I) (2017),/title/tt5519340/
Octopussy,"$27,500,000 (estimated)",6.5,105K,"['Action', 'Adventure', 'Thriller']","A fake Fabergé egg, and a fellow Agent's death, lead James Bond to uncover an international jewel-smuggling operation, headed by the mysterious Octopussy, being used to disguise a nuclear attack on N.A.T.O. forces.","['time bomb', 'agent', 'faberge egg', 'circus', 'india', 'race against time', 'official bond film', 'secret agent', 'cold war', '007']",John Glen,"['Richard Maibaum', 'Michael G. Wilson', 'Roger Moore', 'Maud Adams', 'Louis Jourdan']",George MacDonald Fraser,-1983,/title/tt0086034/
Terminator 3: Rise of the Machines,"$200,000,000 (estimated)",6.3,395K,"['Action', 'Sci-Fi']",A machine from a post-apocalyptic future travels back in time to protect a man and a woman from an advanced robotic assassin to ensure they both survive a nuclear attack.,"['time travel', 'skynet', 'humanoid cyborg', 'exploding truck', 'nuclear launch', 'cyborg', 'computer virus', 'nuclear war', 'man versus machine', 'one against many']",Jonathan Mostow,"['Michael Ferris', 'Tedi Sarafian', 'Arnold Schwarzenegger', 'Nick Stahl', 'Kristanna Loken']",John Brancato,-2003,/title/tt0181852/
Bloodshot,1 hour 49 minutes,5.7,76K,"['Action', 'Adventure', 'Sci-Fi']","Ray Garrison, a slain soldier, is re-animated with superpowers.","['valiant comics', 'superhero', 'brainwashing', 'revenge', 'memory', 'cyborg', 'bodyguard', 'tattoo', 'nanotechnology', 'one word title']",Dave Wilson,"['Eric Heisserer', 'Kevin VanHook', 'Vin Diesel', 'Eiza González', 'Sam Heughan']",Jeff Wadlow,-2020,/title/tt1634106/
Non-Stop,"$50,000,000 (estimated)",6.9,263K,"['Action', 'Mystery', 'Thriller']","An air marshal springs into action during a transatlantic flight after receiving a series of text messages demanding $150 million into an off-shore account, or someone will die every 20 minutes.","['die hard scenario', 'passenger', 'mind game', 'deception', 'suspense', 'mystery villain', 'psychological thriller', 'cell phone', 'terrorist', 'containment']",Jaume Collet-Serra,"['Christopher Roach', 'Ryan Engle', 'Liam Neeson', 'Julianne Moore', 'Scoot McNairy']",John W. Richardson,-2014,/title/tt2024469/
Species,"$35,000,000 (estimated)",5.8,80K,"['Action', 'Horror', 'Sci-Fi']",A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.,"['breasts', 'undressing', 'interspecies sex', 'sex with an alien woman', 'bound and gagged', 'seduction', 'sexual desire', 'sexual attraction', 'sexy woman', 'sexiness']",Roger Donaldson,"['Natasha Henstridge', 'Michael Madsen', 'Ben Kingsley', 'Roger Donaldson', 'Dennis Feldman']",Dennis Feldman,-1995,/title/tt0114508/
The Mask of Zorro,"$95,000,000 (estimated)",6.8,182K,"['Action', 'Adventure', 'Comedy']","A young thief seeking revenge for his brother's death is trained by the once-great, aging Zorro, who is pursuing his own vengeance.","['california', 'superhero', 'younger version of character', 'good man', 'good woman', 'final showdown', 'four word title', 'zorro character', 'black stallion the horse character', 'boy horse relationship']",Martin Campbell,"['Ted Elliott', 'Terry Rossio', 'Antonio Banderas', 'Anthony Hopkins', 'Catherine Zeta-Jones']",Johnston McCulley,-1998,/title/tt0120746/
Furiosa,not-released,no-rating,0,"['Action', 'Adventure', 'Sci-Fi']",The origin story of renegade warrior Furiosa before she teamed up with Mad Max in 'Fury Road',"['prequel', 'spin off', 'post apocalypse', 'ozploitation']",George Miller,"['George Miller', 'Anya Taylor-Joy', 'Chris Hemsworth', 'Angus Sampson', 'George Miller']",Nick Lathouris,-2024,/title/tt12037194/
Okja,2 hours,7.3,119K,"['Action', 'Adventure', 'Drama']","A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja.","['animal rights activist', 'south korea', 'meat industry', 'animal liberation front', 'animal lover', 'activist', 'animal rescue', 'animal activist', 'animal liberation', 'compassion']",Bong Joon Ho,"['Jon Ronson', 'Tilda Swinton', 'Paul Dano', 'Seo-hyun Ahn', 'Bong Joon Ho']",Bong Joon Ho,-2017,/title/tt3967856/
Moonraker,"$34,000,000 (estimated)",6.2,100K,"['Action', 'Adventure', 'Sci-Fi']","James Bond investigates the mid-air theft of a space shuttle, and discovers a plot to commit global genocide.","['bad guy turns good', 'space shuttle', 'space station', 'astronaut', 'official james bond series', 'zero gravity sex', 'jaws', '007', 'official bond film', 'falling from an airplane']",Lewis Gilbert,"['Ian Fleming', 'Gerry Anderson', 'Roger Moore', 'Lois Chiles', 'Michael Lonsdale']",Christopher Wood,-1979,/title/tt0079574/
It's a Mad Mad Mad Mad World,"$9,400,000 (estimated)",7.5,42K,"['Action', 'Adventure', 'Comedy']","A group of motorists witnesses a car crash in the California desert, and after the driver's dying words indicate the location of a hidden stash of loot, they turn against each in a race across the state to get to it.","['car', 'mountain road', 'limousine driver', 'epic', 'automobile', 'vandalism', 'road', 'road movie', 'riddle', 'shovel']",Stanley Kramer,"['Tania Rose', 'Spencer Tracy', 'Milton Berle', 'Ethel Merman', 'Stanley Kramer']",William Rose,-1963,/title/tt0057193/
The A-Team,"$110,000,000 (estimated)",6.7,257K,"['Action', 'Adventure', 'Thriller']","A group of Iraq War veterans look to clear their name with the U.S. Military, who suspect the four men of committing a crime for which they were framed.","['based on tv series', 'team action', 'cia agent', 'prison escape', 'prison', 'captain', 'kissing in public', 'plan', 'helicopter', 'mahatma gandhi quotation']",Joe Carnahan,"['Brian Bloom', 'Skip Woods', 'Liam Neeson', 'Bradley Cooper', 'Sharlto Copley']",Joe Carnahan,-2010,/title/tt0429493/
Akira,"¥1,100,000,000 (estimated)",8,182K,"['Animation', 'Action', 'Drama']","A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics.","['cyberpunk', 'biker gang', 'based on manga', 'post thermonuclear war', 'anime', 'military', 'psychic', 'supernatural power', 'government', 'gifted child']",Katsuhiro Ôtomo,"['Izô Hashimoto', 'Mitsuo Iwata', 'Nozomu Sasaki', 'Mami Koyama', 'Katsuhiro Ôtomo']",Katsuhiro Ôtomo,-1988,/title/tt0094625/
"I, Robot","$120,000,000 (estimated)",7.1,532K,"['Action', 'Mystery', 'Sci-Fi']","In 2035, a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity.","['humanoid robot', 'man versus machine', 'grandmother', 'dystopia', 'artificial intelligence', 'investigation', 'male nudity', 'nudity', 'human versus robot', 'talking robot']",Alex Proyas,"['Akiva Goldsman', 'Isaac Asimov', 'Will Smith', 'Bridget Moynahan', 'Bruce Greenwood']",Jeff Vintar,-2004,/title/tt0343818/
Gamer,"$50,000,000 (estimated)",5.7,135K,"['Action', 'Sci-Fi', 'Thriller']","In a future mind-controlling game, death row convicts are forced to battle in a 'Doom'-type environment. Convict Kable, controlled by Simon, a skilled teenage gamer, must survive thirty sessions in order to be set free.","['convict', 'mind control', 'flashing breasts', 'political exploitation', 'bubble', 'profanity', 'female nudity', 'hit by car', 'hit by truck', 'marriage']",Mark Neveldine,"['Mark Neveldine', 'Brian Taylor', 'Gerard Butler', 'Michael C. Hall', 'Ludacris']",Brian Taylor,-2009,/title/tt1034032/
Batman v Superman: Dawn of Justice Ultimate Edition,3 hours 2 minutes,7.2,47K,"['Action', 'Adventure', 'Sci-Fi']",Batman is manipulated by Lex Luthor to fear Superman. Superman´s existence is meanwhile dividing the world and he is framed for murder during an international crisis. The heroes clash and force the neutral Wonder Woman to reemerge.,"['reboot', 'superhero', 'sequel to a reboot', 'based on comic book', 'revenge', 'anti hero', 'vigilante', 'cult film', 'shared universe', 'alien']",Zack Snyder,"['Chris Terrio', 'Amy Adams', 'Ben Affleck', 'Henry Cavill', 'Zack Snyder']",David S. Goyer,-2016,/title/tt18689424/
Blade II,"$54,000,000 (estimated)",6.7,216K,"['Action', 'Horror', 'Sci-Fi']","Blade forms an uneasy alliance with the vampire council in order to combat the Reapers, who are feeding on vampires.","['black superhero', 'human vampire hybrid', 'infected vampire', 'vampire', 'vampire versus vampire', 'good man', 'hybrid', 'male human vampire hybrid', 'bladed weapon', 'weapon']",Guillermo del Toro,"['Gene Colan', 'David S. Goyer', 'Wesley Snipes', 'Kris Kristofferson', 'Ron Perlman']",Marv Wolfman,-2002,/title/tt0187738/
Real Steel,"$110,000,000 (estimated)",7,323K,"['Action', 'Drama', 'Sci-Fi']","In the near future, robot boxing is a top sport. A struggling ex-boxer feels he's found a champion in a discarded robot.","['robot', 'boxing', 'bull', 'robot battle', 'arena', 'boxing movie', 'gym', 'boxing gym', 'montage', 'child custody']",Shawn Levy,"['Dan Gilroy', 'Jeremy Leven', 'Hugh Jackman', 'Evangeline Lilly', 'Dakota Goyo']",John Gatins,-2011,/title/tt0433035/
Chronicle,"$12,000,000 (estimated)",7,250K,"['Action', 'Drama', 'Sci-Fi']",Three high school friends gain superpowers after making an incredible discovery underground. Soon they find their lives spinning out of control and their bond tested as they embrace their darker sides.,"['troubled teen', 'found footage', 'levitation', 'video camera', 'supernatural power', 'telekinesis', 'teen angst', 'high school', 'alcoholic father', 'high school student']",Josh Trank,"['Josh Trank', 'Dane DeHaan', 'Alex Russell', 'Michael B. Jordan', 'Josh Trank']",Max Landis,-2012,/title/tt1706593/
Spenser Confidential,1 hour 51 minutes,6.2,86K,"['Action', 'Comedy', 'Crime']","When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate Hawk to take down criminals.","['based on series of novels', 'based on tv series', 'innocent cop framed', 'ex con', 'ex cop', 'police corruption', 'based on literary character', 'remake', 'good cop', 'white man black man partnership']",Peter Berg,"['Brian Helgeland', 'Robert B. Parker', 'Mark Wahlberg', 'Winston Duke', 'Alan Arkin']",Sean O'Keefe,-2020,/title/tt8629748/
Friday Night Lights,"$30,000,000 (estimated)",7.2,63K,"['Action', 'Drama', 'Sport']","Based on H.G. Bissinger's book, which profiled the economically depressed town of Odessa, Texas and their heroic high school football team, The Permian High Panthers.","['usa', 'united states', 'texas', 'football', 'coach', 'high school football', 'odessa texas', 'football team', 'championship', 'small town']",Peter Berg,"['David Aaron Cohen', 'Peter Berg', 'Billy Bob Thornton', 'Jay Hernandez', 'Derek Luke']",Buzz Bissinger,-2004,/title/tt0390022/
Blood Red Sky,2 hours 1 minute,6.1,46K,"['Action', 'Adventure', 'Fantasy']",A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight.,"['vampire', 'violence', 'hostage situation', 'plane hijacking', 'terrorism', 'flight', 'plane', 'hijacker', 'mother son relationship', 'supernatural thriller']",Peter Thorwarth,"['Stefan Holtz', 'Peri Baumeister', 'Carl Anton Koch', 'Alexander Scheer', 'Peter Thorwarth']",Peter Thorwarth,-2021,/title/tt6402468/
The Matrix Revolutions,"$150,000,000 (estimated)",6.7,506K,"['Action', 'Sci-Fi']",The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,"['good versus evil', 'human versus machine', '2200s', 'one against many', 'virtual reality simulation', 'agent', 'cyberpunk', 'alternate reality', 'human versus computer', 'nested simulations']",Lana Wachowski,"['Lilly Wachowski', 'Lana Wachowski', 'Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss']",Lilly Wachowski,-2003,/title/tt0242653/
Death Wish,"$30,000,000 (estimated)",6.3,72K,"['Action', 'Crime', 'Drama']","Dr. Paul Kersey is an experienced trauma surgeon, a man who has spent his life saving lives. After an attack on his family, Paul embarks on his own mission for justice.","['remake', 'vigilante', 'vigilantism', 'death of wife', 'home invasion', 'woman in jeopardy', 'urban decay', 'finger gun', ""avenging wife's death"", 'paul kersey character']",Eli Roth,"['Brian Garfield', 'Wendell Mayes', 'Bruce Willis', ""Vincent D'Onofrio"", 'Elisabeth Shue']",Joe Carnahan,-2018,/title/tt1137450/
The Chronicles of Narnia: Prince Caspian,"$225,000,000 (estimated)",6.5,208K,"['Action', 'Adventure', 'Family']","The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the land's throne, Prince Caspian.","['narnia', 'king', 'good versus evil', 'brother sister relationship', 'brother brother relationship', 'betrayal', 'sword fight', 'sequel', 'based on novel', 'the white witch character']",Andrew Adamson,"['Christopher Markus', 'Stephen McFeely', 'Ben Barnes', 'Skandar Keynes', 'Georgie Henley']",Andrew Adamson,-2008,/title/tt0499448/
First Kill,1 hour 37 minutes,5,12K,"['Action', 'Thriller']",A Wall Street broker is forced to evade a police chief investigating a bank robbery as he attempts to recover the stolen money in exchange for his son's life.,"['two word title', 'father son relationship', 'taken hostage', 'violence', 'suspense', 'pistol', 'revolver', 'husband wife relationship', 'corrupt sheriff', 'held at gunpoint']",Steven C. Miller,"['Bruce Willis', 'Hayden Christensen', 'Ty Shelton', 'Steven C. Miller', 'Nick Gordon']",Nick Gordon,-2017,/title/tt5884234/
Snakes on a Plane,"$33,000,000 (estimated)",5.5,139K,"['Action', 'Adventure', 'Crime']","An FBI agent takes on a plane full of deadly venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.","['airplane', 'snake on a plane', 'witness protection', 'fbi agent', 'venomous snake', 'naked dead woman', 'sex in an airplane', 'landing an airplane', 'animal in title', 'murder of a nude woman']",David R. Ellis,"['Sebastian Gutierrez', 'David Dalessandro', 'Samuel L. Jackson', 'Julianna Margulies', 'Nathan Phillips']",John Heffernan,-2006,/title/tt0417148/
Sherlock Holmes: A Game of Shadows,"$125,000,000 (estimated)",7.4,449K,"['Action', 'Adventure', 'Mystery']","Detective Sherlock Holmes is on the trail of criminal mastermind Professor Moriarty, who is carrying out a string of random crimes across Europe.","['sherlock holmes character', 'gypsy woman', 'man disguised as a woman', 'dr. john watson character', 'professor moriarty character', 'investigation', 'riding a freight train', 'climbing outside a train', 'ballroom dancing', 'gypsy camp']",Guy Ritchie,"['Kieran Mulroney', 'Arthur Conan Doyle', 'Robert Downey Jr.', 'Jude Law', 'Jared Harris']",Michele Mulroney,-2011,/title/tt1515091/
Deliver Us from Evil,1 hour 58 minutes,6.2,77K,"['Action', 'Adventure', 'Crime']","New York police officer Ralph Sarchie investigates a series of crimes. He joins forces with an unconventional priest, schooled in the rites of exorcism, to combat the possessions that are terrorizing their city.","['priest', 'catholic', 'demonic possession', 'confession', 'exorcism', 'lion', 'partner', 'zoo', 'iraq', 'self cannibalism']",Scott Derrickson,"['Paul Harris Boardman', 'Ralph Sarchie', 'Eric Bana', 'Edgar Ramírez', 'Olivia Munn']",Scott Derrickson,(I) (2014),/title/tt2377322/
Deliver Us from Evil,1 hour 48 minutes,6.8,4.5K,"['Action', 'Crime', 'Thriller']","An assassin goes to Thailand in order to solve a kidnapping case linked to him, and finds himself chased by a man whose sibling he killed.","['assassin', 'rival', 'kidnapping', 'fight', 'thailand', 'korea', 'japan', 'revenge', 'chase', 'hitman']",Won-Chan Hong,"['Jung-min Hwang', 'Lee Jung-jae', 'Jeong Min Park', 'Won-Chan Hong', 'Won-Chan Hong']",Won-Chan Hong,(I) (2014),/title/tt2377322/
Black Site,1 hour 33 minutes,4.4,988,"['Action', 'Thriller']","A group of officers based in a labyrinthine top-secret must fight for their lives against Hatchet, a brilliant and infamous high-value detainee. When he escapes, his mysterious and deadly agenda has far-reaching and dire consequences.","['officer', 'jail', 'top secret']",Sophia Banks,"['John Collee', 'Michelle Monaghan', 'Jai Courtney', 'Jason Clarke', 'Sophia Banks']",Jinder Ho,(I) (2022),/title/tt13918550/
