movie title,Run Time,Rating,User Rating,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,year,path
Texasville,2 hours 3 minutes,5.9,2.8K,"['Drama', 'Romance']","The summer of 1984: 32 years after Duane Jackson captained the high school football team and Jacy Farrow was homecoming queen, the small town of Anarene, Texas prepares for its centennial celebration. Oil prices are down, banks are failing, and Duane's $12 million in debt. His wi... Read all","['f word', 'texas', 'debt', 'small town', 'reunion', 'reminiscence', 'pregnancy', 'old flame', 'lovers reunited', 'hometown']",Peter Bogdanovich,"['Peter Bogdanovich', 'Jeff Bridges', 'Cybill Shepherd', 'Timothy Bottoms', 'Peter Bogdanovich']",Larry McMurtry,-1990,/title/tt0103069/
I Smile Back,1 hour 25 minutes,6.1,5.3K,['Drama'],"Addicted to drugs and alcohol, a housewife's self-destructive behavior starts to take its toll on her husband and two young children.","['cheating wife', 'extramarital affair', 'anal sex', 'unfaithful spouse', 'masturbating with a teddy bear', 'female nudity', 'abusive wife', 'cheating woman', 'anorexia', 'cognitive behavorial therapy']",Adam Salky,"['Amy Koppelman', 'Sarah Silverman', 'Josh Charles', 'Skylar Gaertner', 'Adam Salky']",Paige Dylan,-2015,/title/tt3640682/
The King of Marvin Gardens,not-released,6.5,5.5K,['Drama'],A daydreamer convinces his radio personality brother to help fund one of his get-rich-quick schemes.,"['watching tv', ""cutting one's own hair"", 'betrayal', 'gambling license', 'false promise of the american dream', 'man wears eyeglasses', 'jail', 'radio', 'hotel', 'hawaii']",Bob Rafelson,"['Bob Rafelson', 'Jack Nicholson', 'Bruce Dern', 'Ellen Burstyn', 'Bob Rafelson']",Jacob Brackman,-1972,/title/tt0068805/
Every Note Played,not-released,no-rating,0,['Drama'],"When a piano virtuoso is diagnosed with ALS, his estranged ex-wife takes up the cross of caring for him, and he is forced to balance reconciling his failed relationships with redefining his pursuit of greatness.",['based on novel'],Björn Runge,"['Lisa Genova', 'David Mandell', 'Angelina Jolie', 'Christoph Waltz', 'Björn Runge']",Monet Clayton,,/title/tt11351272/
Uncle Vanya,2 hours 10 minutes,7.4,548,['Drama'],"The Professor retires and moves back into his estate with his young wife, turning the lives of those who have been maintaining it in his absence upside down.","['based on a stage play', 'estate', 'husband wife relationship', 'russia', 'doctor', 'unrequited love', 'ecology', 'depression', 'writer']",Ross MacGibbon,"['Anton Chekhov', 'Conor McPherson', 'Roger Allam', 'Richard Armitage', 'Anna Calder-Marshall']",Ian Rickson,-2020,/title/tt13299678/
Sunset Song,2 hours 15 minutes,6.4,3.7K,['Drama'],The daughter of a Scottish farmer comes of age in the early 1900s.,"['1910s', 'farmer', 'scottish', 'love', 'female frontal nudity', 'female nudity', 'nudity', 'male rear nudity', ""farmer's daughter"", 'rural setting']",Terence Davies,"['Terence Davies', 'Ken Blackburn', 'Mark Bonnar', 'Stuart Bowman', 'Terence Davies']",Lewis Grassic Gibbon,-2015,/title/tt2262161/
The Moth Diaries,"$3,838",4.9,6.6K,"['Drama', 'Fantasy', 'Horror']","Rebecca is suspicious of Ernessa, the new arrival at her boarding school. But is Rebecca just jealous of Ernessa's bond with Lucie, or does the new girl truly possess a dark secret?","['boarding school', 'f rated', 'sex with schoolgirl', 'schoolgirl uniform', 'animal in title', 'female nudity', 'title directed by female', 'insect in title', 'reference to dracula', 'female vampire']",Mary Harron,"['Mary Harron', 'Sarah Bolger', 'Sarah Gadon', 'Lily Cole', 'Mary Harron']",Rachel Klein,-2011,/title/tt1407065/
Dreamin' Wild,not-released,no-rating,0,"['Biography', 'Drama', 'Music']",Musical duo Donnie and Joe Emerson spend everything they have to produce a record in the 1970s.,['duo'],Bill Pohlad,"['Bill Pohlad', 'Zooey Deschanel', 'Walton Goggins', 'Casey Affleck', 'Bill Pohlad']",Steven Kurutz,,/title/tt10245106/
The Forty-Year-Old Version,not-released,7.2,5K,"['Comedy', 'Drama']","Radha is a down-on-her-luck NY playwright, who is desperate for a breakthrough before 40. Reinventing herself as rapper RadhaMUSPrime, she vacillates between the worlds of Hip Hop and theater in order to find her true voice.","['artist', 'hip hop music', 'lgbt character', 'vito russo test failed', 'gay asian man', 'teacher', 'playwriter', 'african american woman', 'fat woman', 'female lead']",Radha Blank,"['Radha Blank', 'Peter Kim', 'Oswin Benjamin', 'Radha Blank', 'Radha Blank']",Radha Blank,-2020,/title/tt10642834/
The Mack,1 hour 50 minutes,6.5,3K,"['Crime', 'Drama']",Goldie returns from five years at the state pen and winds up King of the pimping game. Trouble comes in the form of two corrupt white cops and a crime lord who wants him to return to the small time.,"['blaxploitation film', 'grindhouse film', 'hood', 'dynamite', 'torture', 'prostitute', 'drug dealer', 'crooked cop', 'policeman', 'shooting']",Michael Campus,"['Max Julien', 'Don Gordon', 'Richard Pryor', 'Michael Campus', 'Robert J. Poole']",Robert J. Poole,-1973,/title/tt0070350/
Millennium,1 hour 48 minutes,5.7,6.4K,"['Drama', 'Sci-Fi', 'Thriller']",An NTSB investigator seeking the cause of an airline disaster meets a warrior woman from 1000 years in the future.,"['time travel', 'airplane crash', 'air crash investigation', 'aircraft cockpit', 'futuristic technology', 'sex in bed', 'low budget sci fi movie', 'crying man', ""woman wears only a man's shirt"", 'timeframe 1000s']",Michael Anderson,"['Kris Kristofferson', 'Cheryl Ladd', 'Daniel J. Travanti', 'Michael Anderson', 'John Varley']",John Varley,-1989,/title/tt0097883/
Breaking and Entering,"$930,469",6.5,22K,"['Crime', 'Drama', 'Romance']",A landscape architect's dealings with a young thief cause him to re-evaluate his life.,"['single mother', 'prostitute', 'breaking and entering', 'burglary', 'hooker', 'family relationships', 'family conflict', 'refugee', 'vigilante', 'architect']",Anthony Minghella,"['Jude Law', 'Robin Wright', 'Vera Farmiga', 'Anthony Minghella', 'Anthony Minghella']",Anthony Minghella,-2006,/title/tt0443456/
The Nativity Story,1 hour 41 minutes,6.8,12K,"['Adventure', 'Drama', 'Family']",A drama that focuses on the period in Mary and Joseph's life where they journeyed to Bethlehem for the birth of Jesus.,"['palestine', 'star', 'year 1', '1st century b.c.', 'year 1 b.c.', 'beauceron dog', 'angels', 'wings', 'palestinian', 'dog']",Catherine Hardwicke,"['Keisha Castle-Hughes', 'Shohreh Aghdashloo', 'Oscar Isaac', 'Catherine Hardwicke', 'Mike Rich']",Mike Rich,-2005,/title/tt0762121/
Stripper Wives,not-released,5.3,162,"['Drama', 'Romance']","A group of women wanting to enrich their lives, sign up to a class teaching striptease.","['housewives', 'milf', 'stripper', 'bare breasts', 'female full frontal nudity', 'shaved labia', 'female pubic hair', 'lesbian sex', 'sexploitation film']",Paul Thomas,"['Lauren Hays', 'Bobby Johnston', 'Ashlyn Gere', 'Paul Thomas', 'Christopher Byrne']",Christopher Byrne,-1999,/title/tt0197922/
Other People's Money,1 hour 43 minutes,6.2,8.8K,"['Comedy', 'Drama', 'Romance']",A corporate raider buys up shares in an undervalued company and falls in love with the founder's son's lawyer/step daughter. Let the battle begin.,"['lawyer', 'satire', 'speech', 'opera', 'new england', 'opportunity', 'manhattan', 'ends with freeze frame', 'company', 'negotiation']",Norman Jewison,"['Alvin Sargent', 'Danny DeVito', 'Gregory Peck', 'Penelope Ann Miller', 'Norman Jewison']",Jerry Sterner,-1991,/title/tt0102609/
Evening,1 hour 57 minutes,6.4,14K,"['Drama', 'Romance']","A drama exploring the romantic past and emotional present of Ann Lord (Vanessa Redgrave) and her daughters, Constance Haverford (Natasha Richardson) and Nina Mars (Toni Collette). As Ann lays dying, she remembers, and is moved to convey to her daughters, the defining moments in h... Read all","['unrequited love', 'alternating time lines', 'longtime boyfriend girlfriend relationship', 'musician', 'medical doctor', 'butterfly', 'woman slaps a man twice', 'aspiring female singer', 'romantic rivalry', 'fatal hit and run']",Lajos Koltai,"['Michael Cunningham', 'Vanessa Redgrave', 'Toni Collette', 'Claire Danes', 'Lajos Koltai']",Susan Minot,-2007,/title/tt0765447/
Another Happy Day,1 hour 59 minutes,6,4.3K,"['Comedy', 'Drama']",A wedding at her parents' Annapolis estate hurls high-strung Lynn into the center of touchy family dynamics.,"['multi generational', 'female stockinged legs', 'grey pantyhose', 'pantyhose', 'family reunion', 'aloof', 'marriage', 'wedding', 'psychiatric hospital', 'self injury']",Sam Levinson,"['Ellen Barkin', 'Ezra Miller', 'Ellen Burstyn', 'Sam Levinson', 'Sam Levinson']",Sam Levinson,-2011,/title/tt1719071/
Flashbacks of a Fool,"$1,664",6.8,12K,['Drama'],A fading Hollywood star looks back at the days of his youth as he returns home from his best friend's funeral.,"['flashback', 'adultery', 'male rear nudity', 'female nudity', 'sleeping shirtless', 'sleeping naked', 'sleeping nude', 'waking up naked', 'masturbation', 'male masturbation']",Baillie Walsh,"['Daniel Craig', 'Harry Eden', 'Eve', 'Baillie Walsh', 'Baillie Walsh']",Baillie Walsh,-2008,/title/tt1037218/
American Heart,1 hour 53 minutes,6.7,3.4K,"['Crime', 'Drama', 'Romance']","An ex-convict is tracked down by his estranged teenage son, and the pair try to build a relationship and life together in Seattle.","['smoking marijuana', 'homeless child', 'ex convict', 'middle school', 'bedsheet', 'jeans', 'covered in bedsheets', 'bare chested teenage boy', 'father', 'son']",Martin Bell,"['Martin Bell', 'Mary Ellen Mark', 'Jeff Bridges', 'Edward Furlong', 'John Boylan']",Peter Silverman,-1992,/title/tt0103670/
The Cokeville Miracle,1 hour 34 minutes,5.3,2.5K,"['Drama', 'Family', 'History']","Children who were held hostage in their elementary school tell stories of miraculous things, but many adults are skeptical that the Cokeville Miracle ever truly happened.","['religious film', 'police officer', 'schoolteacher', 'hostage', 'elementary school', 'miracle', 'community', 'held hostage', 'ghost', 'spirit']",T.C. Christensen,"['Hartt Wixom', 'Judene Wixom', 'Jasen Wade', 'Sarah Kent', 'Kimball Stinger']",T.C. Christensen,-2015,/title/tt3877296/
The Ledge,"$10,000,000 (estimated)",6.5,20K,"['Drama', 'Romance', 'Thriller']","A police officer looks to talk down a young man lured by his lover's husband to the ledge of a high rise, where he has one hour to contemplate a fateful decision.","['suicide', 'nonlinear timeline', 'death of daughter', 'african american', 'infidelity', 'ledge', 'police', 'cheating wife', 'man on a ledge', 'suicide by jumping off a building']",Matthew Chapman,"['Charlie Hunnam', 'Terrence Howard', 'Patrick Wilson', 'Matthew Chapman', 'Matthew Chapman']",Matthew Chapman,-2011,/title/tt1535970/
The Forger,not-released,6.8,67,"['Biography', 'Drama']","21-year-old Cioma Schönhaus won't let anyone take away his zest for life, especially not the Nazis. He wants to discover life, but has the misfortune of living as a Jewish person in Berlin in the 1940s. Since the best hiding spots are in plain sight, Cioma decides to go out into ... Read all",['deportation'],Maggie Peren,"['Louis Hofmann', 'Jonathan Berlin', 'Luna Wedler', 'Maggie Peren', 'Maggie Peren']",Maggie Peren,-2022,/title/tt15403362/
Isolated,1 hour 25 minutes,6,205,"['Adventure', 'Drama', 'Sport']","Five world class surfers travel to New Guinea in search of undiscovered waves, but end up discovering so much more.","['surfer', 'human rights', 'travel', 'beach', 'military industrial complex', 'puppet regime', 'feudalism', 'tribal custom', 'tribe', 'industrialization']",Justin Le Pera,"['Ryan Phillippe', 'Travis Potter', 'Jenny Useldinger', 'Justin Le Pera', 'Justin Le Pera']",Justin Le Pera,(I) (2013),/title/tt1280010/
Those People,not-released,6.5,6.1K,"['Drama', 'Romance']","On Manhattan's gilded Upper East Side, a young gay painter is torn between an obsession with his infamous socialite best friend and a promising new romance with an older foreign concert pianist.","['gay', 'painter', 'pianist', 'gay protagonist', 'gay love', 'gay romance', 'gay pianist', 'gay artist', 'gay kiss', 'gay sex']",Joey Kuhn,"['Grainne Belluomo', 'Jonathan Gordon', 'Jason Ralph', 'Haaz Sleiman', 'Joey Kuhn']",Joey Kuhn,-2015,/title/tt3899516/
Gemini,1 hour 33 minutes,5.4,5K,"['Crime', 'Drama', 'Mystery']","A heinous crime tests the complex relationship between a tenacious personal assistant and her Hollywood starlet boss. As the assistant unravels the mystery, she must confront her own understanding of friendship, truth and celebrity.","['murder mystery', 'female protagonist', 'personal assistant', 'female personal assistant', 'lesbian overtones', 'murder investigation', 'famous actress', 'female boss female assistant relationship', 'employer assistant relationship', 'twin']",Aaron Katz,"['Lola Kirke', 'Zoë Kravitz', 'John Cho', 'Aaron Katz', 'Aaron Katz']",Aaron Katz,(II) (2017),/title/tt5795086/
From Time to Time,1 hour 32 minutes,6.7,5.1K,"['Adventure', 'Drama', 'Fantasy']","A haunting ghost story spanning two worlds, more than a century apart. When 13-year-old Tolly finds he can mysteriously travel between the two, he begins an adventure that unlocks family secrets laid buried for generations.","['runaway slave', 'country estate', 'ghost', 'england', '13 year old', 'ghost story', 'ancestral home', 'christmas', 'treasure hunt', 'fortune teller']",Julian Fellowes,"['Julian Fellowes', 'Alex Etel', 'Timothy Spall', 'Maggie Smith', 'Julian Fellowes']",Lucy M. Boston,-2009,/title/tt1031241/
Then She Found Me,"$3,500,000 (estimated)",5.9,9.9K,"['Comedy', 'Drama', 'Romance']","April, 39, wants a baby but her husband leaves her. When her adoptive mother dies, she's contacted by her bio mom, a TV talk show host. April starts seeing the divorced dad of one of her students at school.","['biological clock', 'birth mother', 'wanting a baby', 'marital separation', 'jewish wedding', 'directed by star', 'jewish american', 'infidelity', 'wedding', 'sex in public']",Helen Hunt,"['Alice Arlen', 'Victor Levin', 'Helen Hunt', 'Colin Firth', 'Bette Midler']",Elinor Lipman,-2007,/title/tt0455805/
Foxhole,not-released,4.4,118,"['Drama', 'War']","Over 36 hours in three different wars, a small group of soldiers grapples with mortality, futility and an increasingly volatile combat situation.",['epic war'],Jack Fessenden,"['James Le Gros', 'Andi Matichak', ""Angus O'Brien"", 'Jack Fessenden', 'Jack Fessenden']",Jack Fessenden,-2021,/title/tt6272854/
The Loss of a Teardrop Diamond,"$6,500,000 (estimated)",5.8,2.7K,"['Drama', 'Romance']","A rebellious socialite defies social conventions for a once-in-a-lifetime shot at true love, only to see her hopes shattered after a priceless diamond vanishes into thin air. Adapted from a long-lost Tennessee Williams screenplay.","['halloween', 'halloween party', 'masquerade mask', 'timeframe 1920s', 'plantation', 'love', 'diamond', 'alcoholic', 'accusation', '1920s']",Jodie Markell,"['Bryce Dallas Howard', 'Chris Evans', 'Will Patton', 'Jodie Markell', 'Tennessee Williams']",Tennessee Williams,-2008,/title/tt0896031/
Dear Frankie,"$18,025",7.7,22K,"['Drama', 'Romance']","After having responded to her son's numerous letters in the guise of his father, a woman hires a stranger to pose as his dad when meeting him.","['boy injured by father', 'father son relationship', 'abusive husband', 'absent father', 'death of father', 'jackknife', 'payphone', 'telephone booth', 'letter writing', 'backpack']",Shona Auerbach,"['Emily Mortimer', 'Jack McElhone', 'Gerard Butler', 'Shona Auerbach', 'Andrea Gibb']",Andrea Gibb,-2004,/title/tt0377752/
Land of Gold,not-released,no-rating,0,['Drama'],"Kiran, a 1st-generation Punjabi trucker and anxious dad-to-be, stumbles across Elena, a 9-year-old undocumented Mexican-American, who changes his expectations of family as he takes her cross-country to find home.","['cross country', 'mexican american', 'stumble', 'hbo max', 'fictional biography']",Nardeep Khurmi,"['Tina Parker', 'Iqbal Theba', 'Dhruv Uday Singh', 'Nardeep Khurmi', 'Nardeep Khurmi']",Nardeep Khurmi,-2022,/title/tt14597532/
Driveways,1 hour 23 minutes,7.3,5.3K,['Drama'],"A lonesome boy accompanies his mother on a trip to clean out his late aunt's house, and ends up forming an unexpected friendship with the retiree who lives next door.","['friendship', 'dome magnifier', '8 year old', '8 year old boy', 'old man young boy relationship', 'old man young boy friendship', 'korean war veteran', 'bingo', 'mother son relationship', 'cleaning a house']",Andrew Ahn,"['Paul Thureen', 'Lucas Jaye', 'Hong Chau', 'Brian Dennehy', 'Andrew Ahn']",Hannah Bos,-2019,/title/tt9318280/
One for the Road,not-released,7.3,815,['Drama'],"Boss, a high end club owner living in New York, who receives a call from his friend in Thailand, Aood, revealing he is in the last stages of terminal cancer.",['friend'],Baz Poonpiriya,"['Nottapon Boonprakob', 'Baz Poonpiriya', 'Thanapob Leeratanakachorn', 'Ice Natara', 'Chutimon Chuengcharoensukying']",Puangsoi Aksornsawang,(I) (2021),/title/tt11508438/
The Seven Husbands of Evelyn Hugo,not-released,no-rating,0,['Drama'],none,"['new york times', 'hollywood', 'marriage', 'love', 'husband', 'friendship', 'legend', 'marry', 'based on novel', 'character name in title']",See company contact information,"['See producer', 'See preliminary cast']",See writer,,/title/tt19037496/
The Perfect Game,1 hour 58 minutes,6.8,3.7K,"['Comedy', 'Drama', 'Family']","Based on a true story, a group of boys from Monterrey, Mexico who became the first non-U.S. team to win the Little League World Series.","['poor', 'dirt road', 'year 1957', 'children', 'monterrey mexico', 'championship', 'game', 'pitcher', 'baseball player', 'bigotry']",William Dear,"['Clifton Collins Jr.', 'Cheech Marin', 'Moises Arias', 'William Dear', 'W. William Winokur']",W. William Winokur,-2009,/title/tt0473102/
"Dance, Girl, Dance",not-released,6.8,2.7K,"['Comedy', 'Drama', 'Music']","When a troupe of danseuses becomes unemployed, one of them takes up burlesque dancing while another dreams of performing ballet.","['national film registry', 'burlesque house', 'audience', 'booing', 'dancer', 'dancing', 'singer', 'singing', 'song', 'dressing room']",Dorothy Arzner,"['Tess Slesinger', 'Frank Davis', 'Vicki Baum', ""Maureen O'Hara"", 'Louis Hayward']",Roy Del Ruth,-1940,/title/tt0032376/
The Maus,1 hour 30 minutes,4.6,6.1K,"['Drama', 'Fantasy', 'Horror']",Alex and Selma are a couple in love on a trip to the heart of Bosnia and Herzegovina to discover more about each other. Lost and seemingly surrounded by land mines a pair of locals offer to guide them home.,"['couple', 'bosnian', 'reference to the bosnian war', 'knife', 'ptsd post traumatic stress disorder']",Yayo Herrero,"['Yayo Herrero', 'Álex Mendíbil', 'August Wittgenstein', 'Alma Terzic', 'Aleksandar Seksan']",Nadja Dumouchel,-2017,/title/tt5586362/
Eva,not-released,5.5,149,['Drama'],"When Eva, a young housemaid, gets involved in a steamy threesome with a houseboy and her lady boss, she realizes she has to choose only one of them.","['female full frontal nudity', 'housemaid', 'model', 'photo shoot', 'sex scene', 'casual sex', 'bisexual woman', 'lesbian sex', 'female masturbation', 'oral sex']",Jeffrey Hidalgo,"['Jeffrey Hidalgo', 'Lou Gopez', 'Angeli Khang', 'Sab Aggabao', 'Marco Gomez']",Dennis Marasigan,(IV) (2021),/title/tt16757252/
Don Juan,not-released,4.6,83,"['Comedy', 'Drama', 'Musical']",Laurent who is jilted on his wedding day and subsequently embarks upon a wild quest.,[],Serge Bozon,"['Axelle Ropert', 'Virginie Efira', 'Tahar Rahim', 'Alain Chamfort', 'Serge Bozon']",Serge Bozon,-2022,/title/tt14590650/
Girlfriend's Day,not-released,5.2,4.4K,"['Comedy', 'Drama']","A now down-on-his-luck romance card writer, Ray Wentworth, decides to recapture the feelings that once made him the greatest with the creation of a new holiday: Girlfriend's Day.","['murder', 'holiday', 'greeting card', 'conspiracy']",Michael Paul Stephenson,"['Bob Odenkirk', 'Philip Zlotorynski', 'Bob Odenkirk', 'Amber Tamblyn', 'Stacy Keach']",Eric Hoffman,-2017,/title/tt2962984/
California Suite,1 hour 43 minutes,6.2,7.4K,"['Comedy', 'Drama', 'Romance']",Misadventures of four groups of guests at the Beverly Hills Hotel.,"['camera shot of feet', 'female stockinged feet', 'bikini', 'pantyhose', 'reference to hedda gabler', 'reference to david niven', 'reference to glenda jackson', ""reference to tatum o'neal"", 'fictional academy awards ceremony', 'oscar statuette']",Herbert Ross,"['Jane Fonda', 'Alan Alda', 'Maggie Smith', 'Herbert Ross', 'Neil Simon']",Neil Simon,-1978,/title/tt0077289/
The Secret of Roan Inish,1 hour 43 minutes,7.4,9.1K,"['Drama', 'Family', 'Fantasy']",Young Fiona lives with her grandparents in a small fishing village where she takes an active role to unravel the mysterious secrets.,"['celtic', 'irish language', 'magical realism', 'celtic mythology', 'family relationships', 'irish mythology', 'based on book', 'boy frontal nudity', 'boy nudity', 'fishing village']",John Sayles,"['John Sayles', 'Jeni Courtney', 'Eileen Colgan', 'Mick Lally', 'John Sayles']",Rosalie K. Fry,-1994,/title/tt0111112/
