movie title,Run Time,Rating,User Rating,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,year,path,Popularity,Votes,Adult,Poster Image,Runtime,Taglines
Fantastic Beasts: The Secrets of Dumbledore,2 hours 22 minutes,6.2,100K,"['Action', 'Adventure', 'Fantasy']",Professor Albus Dumbledore must assign Newt Scammander and his fellow partners as Grindelwald begins to lead an army to eliminate all Muggles.,"['wand', 'hogwarts', 'younger version of character', 'fascist', 'wizard', 'lgbt', 'killing an animal', 'based on novel', 'dark', 'magic', 'berlin, germany', 'prison', 'witch', 'magic', 'election campaign', 'curse', 'bhutan', 'fantasy world', 'wizard', 'magical creature', '1930s', 'good versus evil']",David Yates,"['Steve Kloves', 'Eddie Redmayne', 'Jude Law', 'Ezra Miller', 'David Yates']",J.K. Rowling,-2022,/title/tt4123432/,86.82,3836.0,False,http://image.tmdb.org/t/p/w500/jrgifaYeUtTnaH7NF5Drkgjg2MB.jpg,142.0,Return to the magic.
The Unbearable Weight of Massive Talent,1 hour 47 minutes,7.1,43K,"['Action', 'Comedy', 'Crime']","In this action-packed comedy, Nicolas Cage plays Nick Cage, channeling his iconic characters as he's caught between a superfan (Pedro Pascal) and a CIA agent (Tiffany Haddish).","['reference to nicolas cage', 'black comedy', 'american abroad', 'washed up star', 'hero', 'reference to john cassavetes', 'golden gun', 'bare chested male', 'majorca', 'american in spain', 'cia', 'screenplay', 'undercover', 'birthday party', 'drug lord', 'struggling actor', 'father daughter relationship', 'actor playing themself']",Tom Gormican,"['Kevin Etten', 'Nicolas Cage', 'Pedro Pascal', 'Tiffany Haddish', 'Tom Gormican']",Tom Gormican,-2022,/title/tt11291274/,33.899,1512.0,False,http://image.tmdb.org/t/p/w500/aqhLeieyTpTUKPOfZ3jzo2La0Mq.jpg,107.0,Nicolas Cage is Nick Cage.
Jurassic Park,"$63,000,000 (estimated)",8.2,958K,"['Action', 'Adventure', 'Sci-Fi']",A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,"['dinosaur', 'scientist', 'bipedal dinosaur', 'tyrannosaurus rex', 'sneeze', 'creature feature', 'national film registry', 'dinosaur versus dinosaur', 'dinosaur attack', 'jurassic park', 'exotic island', 'dna', 'paleontology', 'tyrannosaurus rex', 'triceratops', 'brontosaurus', 'electric fence', 'island', 'dinosaur', 'amusement park', 'theme park']",Steven Spielberg,"['David Koepp', 'Sam Neill', 'Laura Dern', 'Jeff Goldblum', 'Steven Spielberg']",Michael Crichton,-1993,/title/tt0107290/,25.708,15163.0,False,http://image.tmdb.org/t/p/w500/oU7Oq2kFAAlGqbU4VoAE36g4hoI.jpg,127.0,An adventure 65 million years in the making.
Doctor Strange in the Multiverse of Madness,"$200,000,000 (estimated)",7.2,236K,"['Action', 'Adventure', 'Fantasy']","Doctor Strange teams up with a mysterious teenage girl from his dreams who can travel across multiverses, to battle multiple threats, including other-universe versions of himself, which threaten to wipe out millions across the multiverse. They seek help from Wanda the Scarlet Wit... Read all","['sequel', 'doctor strange character', 'marvel comics', 'second part', 'superhero', 'based on comic', 'scarlet witch character', 'multiverse', 'america chavez character', 'lovecraftian', 'magic', 'superhero', 'based on comic', 'alternate reality', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)']",Sam Raimi,"['Stan Lee', 'Steve Ditko', 'Benedict Cumberbatch', 'Elizabeth Olsen', 'Chiwetel Ejiofor']",Michael Waldron,-2022,/title/tt9419884/,121.502,8018.0,False,http://image.tmdb.org/t/p/w500/9Gtg2DzBhmYamXBS1hKAhiwbBKS.jpg,126.0,Enter a new dimension of Strange.
No Time to Die,"$250,000,000 (estimated)",7.3,367K,"['Action', 'Adventure', 'Thriller']","James Bond has left active service. His peace is short-lived when Felix Leiter, an old friend from the CIA, turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.","['official james bond series', 'james bond character', 'espionage', 'mi6', 'poison', 'death of major character', 'spy', 'shooting', '007', 'secret agent', 'poison', 'spy', 'based on novel or book', 'forgiveness', 'mi6', 'family', 'british secret service', 'parents', 'global threat', 'nanobots']",Cary Joji Fukunaga,"['Robert Wade', 'Cary Joji Fukunaga', 'Daniel Craig', 'Ana de Armas', 'Rami Malek']",Neal Purvis,-2021,/title/tt2382320/,88.673,5515.0,False,http://image.tmdb.org/t/p/w500/iUgygt3fscRoKWCV1d0C7FbM9TP.jpg,163.0,The mission that changes everything begins…
The Batman,"$369,345,583",7.9,521K,"['Action', 'Crime', 'Drama']","When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement.","['superhero', 'batman character', 'gotham city', 'based on comic', 'dc comics', 'riddle', 'masked superhero', 'bruce wayne character', 'catwoman character', 'penguin character', 'crime fighter', 'secret identity', 'nightclub', 'politician', 'police', 'psychopath', 'vigilante', 'superhero', 'based on comic', 'organized crime', 'serial killer', 'millionaire', 'social injustice', 'murder investigation', 'aftercreditsstinger', 'masked superhero', 'political corruption', 'neo-noir', 'vengeance', 'mayoral election']",Matt Reeves,"['Peter Craig', 'Bill Finger', 'Robert Pattinson', 'Zoë Kravitz', 'Jeffrey Wright']",Matt Reeves,-2022,/title/tt1877830/,151.269,8619.0,False,http://image.tmdb.org/t/p/w500/74xTEgt7R36Fpooo50r9T25onhq.jpg,177.0,Unmask the truth.
Bullet Train,not-released,no-rating,0,"['Action', 'Thriller']",Five assassins aboard a fast moving bullet train find out their missions have something in common.,"['train', 'assassin', 'crew', 'fight', 'assignment', 'danger', 'passenger', 'mission', 'columbia tristar', 'sony', 'japan', 'assassin', 'based on novel or book', 'mission', 'train', 'luck', 'deadly snake', 'duringcreditsstinger', 'one location', '子弹列车']",David Leitch,"['Zak Olkewicz', 'Karen Fukuhara', 'Brad Pitt', 'Sandra Bullock', 'David Leitch']",Kôtarô Isaka,-2022,/title/tt12593682/,76.069,4827.0,False,http://image.tmdb.org/t/p/w500/j8szC8OgrejDQjjMKSVXyaAjw3V.jpg,126.0,The end of the line is just the beginning.
Jurassic World,"$150,000,000 (estimated)",6.9,629K,"['Action', 'Adventure', 'Sci-Fi']","A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree.","['dinosaur', 'velociraptor', 'theme park', 'disaster film', 'experiment gone wrong', 'aquarium', 'helicopter crash', 'jurassic park', 'pig', 'island', 'dna', 'tyrannosaurus rex', 'velociraptor', 'island', 'animal attack', 'primal fear', 'sequel', 'disaster', 'escape', 'dinosaur', 'creature', 'park', 'amusement park', 'theme park', 'genetic engineering', 'raptor', 'animal horror', 'mosasaurus']",Colin Trevorrow,"['Amanda Silver', 'Colin Trevorrow', 'Chris Pratt', 'Bryce Dallas Howard', 'Ty Simpkins']",Rick Jaffa,-2015,/title/tt0369610/,58.614,19436.0,False,http://image.tmdb.org/t/p/w500/A0LZHXUzo5C60Oahvt7VxvwuzHw.jpg,124.0,The park is open.
Jurassic World: Fallen Kingdom,"$170,000,000 (estimated)",6.1,306K,"['Action', 'Adventure', 'Sci-Fi']","When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.","['dinosaur', 'island', 'sequel', 'tyrannosaurus rex', 'jurassic park', 'clone', 'blockbuster', 'creature feature', 'genetic engineering', 'secret laboratory', 'tyrannosaurus rex', 'volcano', 'sequel', 'prehistoric creature', 'rescue mission', 'wild animal', 'dinosaur', 'genetic engineering', 'aftercreditsstinger', 'monster island']",J.A. Bayona,"['Colin Trevorrow', 'Michael Crichton', 'Chris Pratt', 'Bryce Dallas Howard', 'Rafe Spall']",Derek Connolly,-2018,/title/tt4881806/,59.876,10453.0,False,http://image.tmdb.org/t/p/w500/2CQ53CuWD1KdlOkEWhJcEVjqKn4.jpg,129.0,The park is gone.
Vikram,2 hours 55 minutes,8.8,24K,"['Action', 'Thriller']","Amar is assigned to investigate a case of serial killings. When Amar investigates the case, he realizes it is not what it seems to be and following down this path will lead to nothing but war between everyone involved.","['thiller', 'entertainer', 'investigator', 'action thriller', 'crime organization', 'action hero', 'shootout', 'violence']",Lokesh Kanagaraj,"['Rathna Kumar', 'Kamal Haasan', 'Vijay Sethupathi', 'Fahadh Faasil', 'Lokesh Kanagaraj']",Lokesh Kanagaraj,-2022,/title/tt9179430/,1.723,1.0,False,http://image.tmdb.org/t/p/w500/d489L1rjwHdUQLt8kGLocj2zlyh.jpg,173.0,
Morbius,"$75,000,000 (estimated)",5.1,83K,"['Action', 'Adventure', 'Horror']","Biochemist Michael Morbius tries to cure himself of a rare blood disease, but he inadvertently infects himself with a form of vampirism instead.","['vampire', 'based on comic', 'marvel comics', 'superhero', 'blood', 'blood disease', 'babe scientist', 'bare chested male', 'building', 'scene during end credits', 'vampire', 'based on comic', 'duringcreditsstinger', 'supervillain', ""it's morbin time""]",Daniel Espinosa,"['Burk Sharpless', 'Jared Leto', 'Matt Smith', 'Adria Arjona', 'Daniel Espinosa']",Matt Sazama,-2022,/title/tt5108870/,70.168,3703.0,False,http://image.tmdb.org/t/p/w500/6JjfSchsU6daXk2AKX8EEBjO3Fm.jpg,105.0,A new Marvel legend arrives.
The Lost City,1 hour 52 minutes,6.2,70K,"['Action', 'Adventure', 'Comedy']",A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.,"['reclusive writer', 'writer', 'book tour', 'kidnapping', 'leech', 'romance novelist', 'jungle adventure', 'model', 'jungle', 'novelist', 'duringcreditsstinger']",Aaron Nee,"['Oren Uziel', 'Dana Fox', 'Adam Nee', 'Sandra Bullock', 'Channing Tatum']",Adam Nee,-2022,/title/tt13320622/,70.434,2976.0,False,http://image.tmdb.org/t/p/w500/neMZH82Stu91d3iqvLdNQfqPPyl.jpg,112.0,The adventure is real. The heroes are not.
Spider-Man: No Way Home,"$200,000,000 (estimated)",8.3,661K,"['Action', 'Adventure', 'Fantasy']","With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man.","['spider man character', 'marvel cinematic universe', 'multiverse', 'green goblin character', 'superhero', 'based on comic', 'peter parker character', 'villain', 'doctor strange character', 'new york city', 'new york city', 'loss of loved one', 'showdown', 'secret identity', 'hero', 'magic', 'villain', 'dangerous', 'vigilante', 'portal', 'sequel', 'superhero', 'superhero team', 'alternate reality', 'masked vigilante', 'spider web', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'teenage hero', 'fight for justice', 'superhero teamup', 'returning hero', 'crossover', 'teamwork']",Jon Watts,"['Erik Sommers', 'Stan Lee', 'Tom Holland', 'Zendaya', 'Benedict Cumberbatch']",Chris McKenna,-2021,/title/tt10872600/,206.955,18334.0,False,http://image.tmdb.org/t/p/w500/5weKu49pzJCt06OPpjvT80efnQj.jpg,148.0,The Multiverse unleashed.
Last Seen Alive,1 hour 35 minutes,5.6,6K,"['Action', 'Thriller']",Will's soon-to-be ex-wife mysteriously vanishes at a gas station. He delves into the town's criminal underbelly while running from the authorities in a race against time to find her.,"['conspiracy thriller', 'disappearance', 'kidnapped']",Brian Goodman,"['Gerard Butler', 'Jaimie Alexander', 'Russell Hornsby', 'Brian Goodman', 'Marc Frydman']",Marc Frydman,-2022,/title/tt15004136/,58.48,787.0,False,http://image.tmdb.org/t/p/w500/qvqyDj34Uivokf4qIvK4bH0m0qF.jpg,95.0,He'll stop at nothing to get her back.
Sonic the Hedgehog 2,2 hours 2 minutes,6.6,48K,"['Action', 'Adventure', 'Comedy']","When the manic Dr Robotnik returns to Earth with a new ally, Knuckles the Echidna, Sonic and his new friend Tails is all that stands in their way.","['sonic the hedgehog character', 'sequel', 'human animal friendship', 'sonic the hedgehog', 'sidekick', 'based on video game', 'knuckles the echidna character', ""dr. ivo 'eggman' robotnik character"", 'anthropomorphic animal', 'live action adaptation', 'sequel', 'revenge', 'mad scientist', 'based on video game', 'duringcreditsstinger', 'hedgehog', 'live action and animation']",Jeff Fowler,"['Josh Miller', 'John Whittington', 'James Marsden', 'Jim Carrey', 'Ben Schwartz']",Pat Casey,-2022,/title/tt12412888/,156.457,4247.0,False,http://image.tmdb.org/t/p/w500/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg,123.0,Welcome to the next level.
Uncharted,1 hour 56 minutes,6.4,137K,"['Action', 'Adventure']","Street-smart Nathan Drake is recruited by seasoned treasure hunter Victor ""Sully"" Sullivan to recover a fortune amassed by Ferdinand Magellan, and lost 500 years ago by the House of Moncada.","['based on video game', 'hero', 'treasure', 'action hero', 'island', 'uncharted', 'showdown', 'museum', 'chase', 'thief', 'treasure hunt', 'lighter', 'treasure map', 'based on video game', 'lost treasure', 'duringcreditsstinger', 'missing relative']",Ruben Fleischer,"['Art Marcum', 'Matt Holloway', 'Tom Holland', 'Mark Wahlberg', 'Antonio Banderas']",Rafe Judkins,-2022,/title/tt1464335/,132.586,5085.0,False,http://image.tmdb.org/t/p/w500/rJHC1RUORuUhtfNb4Npclx0xnOf.jpg,116.0,Fortune favors the bold.
Prey,not-released,no-rating,0,"['Action', 'Drama', 'Horror']","The origin story of the Predator in the world of the Comanche Nation 300 years ago. Naru, a skilled female warrior, fights to protect her tribe against one of the first highly-evolved Predators to land on Earth.","['prequel', 'predator', 'origin', 'alien', 'hunter', 'blood', 'violence', 'anti hero', 'hulu', 'gore', 'hunter', 'alien life-form', 'prequel', 'alien', 'native american', 'bear', 'decapitation', 'dog', 'severed foot', 'bear attack', 'comanche', 'human vs alien', 'indigenous peoples', 'severed arm', 'dog hero', 'great plains']",Dan Trachtenberg,"['Amber Midthunder', 'Dane DiLiegro', 'Harlan Blayne Kytwayhat', 'Dan Trachtenberg', 'Patrick Aison']",Patrick Aison,(I) (2022),/title/tt11866324/,144.959,5846.0,False,http://image.tmdb.org/t/p/w500/ujr5pztc1oitbe7ViMUOilFaJ7s.jpg,100.0,They hunt to live. It lives to hunt.
Ambulance,2 hours 16 minutes,6.1,49K,"['Action', 'Crime', 'Drama']",Two robbers steal an ambulance after their heist goes awry.,"['ambulance', 'money', 'bank', 'bank robber', 'heist gone wrong', 'doctor', 'car chase', 'robbery', 'remake', 'prison', 'ambulance', 'remake', 'car crash', 'officer involved shooting', 'los angeles, california', 'bank robbery', 'veteran', 'heist gone wrong', 'bank heist', 'police helicopter', 'brother brother relationship']",Michael Bay,"['Laurits Munch-Petersen', 'Lars Andreas Pedersen', 'Jake Gyllenhaal', 'Yahya Abdul-Mateen II', 'Eiza González']",Chris Fedak,-2022,/title/tt4998632/,41.889,1726.0,False,http://image.tmdb.org/t/p/w500/kuxjMVuc3VTD7p42TZpJNsSrM1V.jpg,136.0,It was supposed to be a simple heist.
The Lost World: Jurassic Park,"$73,000,000 (estimated)",6.5,411K,"['Action', 'Adventure', 'Sci-Fi']","A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.","['dinosaur', 'jurassic park', 'tyrannosaurus rex', 'velociraptor', 'costa rica', 'giant dinosaur', 'bipedal dinosaur', ""dog's death"", 'blockbuster video', 'carnivorous dinosaur', 'exotic island', 'dna', 'paleontology', 'tyrannosaurus rex', 'velociraptor', 'san diego, california', 'island', 'dinosaur', 'creature', 'scientist', 'amusement park', 'theme park', 'costa rica', 'animal horror', 'father daughter relationship']",Steven Spielberg,"['David Koepp', 'Jeff Goldblum', 'Julianne Moore', 'Pete Postlethwaite', 'Steven Spielberg']",Michael Crichton,-1997,/title/tt0119567/,2.373,7756.0,False,http://image.tmdb.org/t/p/w500/jElpCJkSaRPYwIMwZY28gOKV7BK.jpg,129.0,Something has survived.
Dune,"$165,000,000 (estimated)",8,583K,"['Action', 'Adventure', 'Drama']",A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.,"['mother son relationship', 'mind control', 'prescience', 'future', 'empire', 'sandworm', 'doctor', 'combat', 'dead body', 'massacre', 'prophecy', 'based on novel or book', 'emperor', 'future', 'dystopia', 'sand', 'spice', 'army', 'hallucinogen', 'epic', 'baron', 'revenge', 'space', 'betrayal', 'premonition', 'treason', 'water shortage', 'empire', 'creature', 'desert', 'knife fight', 'destiny', 'giant worm', 'space opera', 'sand dune', 'messiah', 'mother son relationship', 'giant creature']",Denis Villeneuve,"['Denis Villeneuve', 'Eric Roth', 'Timothée Chalamet', 'Rebecca Ferguson', 'Zendaya']",Jon Spaihts,-1984,/title/tt0087182/,112.418,9458.0,False,http://image.tmdb.org/t/p/w500/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,155.0,It begins.
Jurassic Park III,"$93,000,000 (estimated)",5.9,318K,"['Action', 'Adventure', 'Sci-Fi']","A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.","['dinosaur', 'jurassic park', 'spinosaurus', 'velociraptor', 'tyrannosaurus rex', 'costa rica', 'cgi animal in live action title', 'dinosaur adventure', 'jungle adventure', 'isla sorna', 'exotic island', 'dna', 'paleontology', 'tyrannosaurus rex', 'velociraptor', 'spinosaurus', 'island', 'airplane', 'rescue', 'mission', 'dinosaur', 'creature', 'scientist', 'amusement park', 'paragliding', 'pterodactyl', 'pterosaur', 'costa rica', 'animal horror']",Joe Johnston,"['Peter Buchman', 'Alexander Payne', 'Sam Neill', 'William H. Macy', 'Téa Leoni']",Michael Crichton,-2001,/title/tt0163025/,1.698,6605.0,False,http://image.tmdb.org/t/p/w500/oQXj4NUfS3r3gHXtDOzcJgj1lLc.jpg,92.0,"This time, it's not just a walk in the park!"
Star Wars,"$11,000,000 (estimated)",8.6,1.3M,"['Action', 'Adventure', 'Fantasy']","Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.","['rebellion', 'galactic war', 'princess', 'lightsaber', 'space opera', 'droid', 'death star', 'jedi', 'good versus evil', 'sword duel', 'android', 'galaxy', 'hermit', 'smuggling (contraband)', 'superhero', 'space', 'rescue mission', 'empire', 'rebellion', 'planet', 'desert', 'super power', 'space opera', 'wizard', 'totalitarianism']",George Lucas,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'George Lucas', 'George Lucas']",George Lucas,-1977,/title/tt0076759/,73.455,19190.0,False,http://image.tmdb.org/t/p/w500/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,121.0,"A long time ago in a galaxy far, far away..."
