movie title,Run Time,Rating,User Rating,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,year,path,Popularity,Votes,Adult,Poster Image,Runtime,Taglines
Dance with Me,2 hours 6 minutes,5.9,6.5K,"['Drama', 'Music', 'Romance']","Rafael Infante (Chayanne) comes to Houston from Cuba to work at John Burnett's (Kris Kristofferson's) dance studio. He meets Ruby Sinclair (Vanessa Williams), a cute dance instructor there. Chemistry? Will John know he's Rafael's dad?","['dance movie', 'latin music', 'dance music', 'dance', 'dancer', 'dance studio', 'cuban', 'upskirt', 'white panties', 'panties', 'dance', 'musical', 'sports', 'beautiful woman', 'dance competition', 'ballroom dancing', 'woman director', 'music movie']",Randa Haines,"['Vanessa Williams', 'Chayanne', 'Kris Kristofferson', 'Randa Haines', 'Daryl Matthews']",Daryl Matthews,-1998,/title/tt0120576/,16.525,181.0,False,http://image.tmdb.org/t/p/w500/zNUxfWLFGfM7IC7LpxZqWRCnVMK.jpg,126.0,"In the dance of life, love can happen in a heartbeat."
Play,1 hour 58 minutes,7.1,5.3K,['Drama'],"An astute observation based on real cases of bullying. In central Gothenburg, Sweden, a group of boys, aged 12-14, robbed other children on about 40 occasions between 2006 and 2008. The thieves used an elaborate scheme called the 'little brother number' or 'brother trick', involv... Read all","['swedish lifestyle', 'criminality in sweden', 'ethnic stereotype', 'racial stereotype', 'sweden', 'bullying', 'friendship between boys', 'child protagonist', 'african immigrant', 'immigrant', 'based on true story']",Ruben Östlund,"['Ruben Östlund', 'Anas Abdirahman', 'Sebastian Blyckert', 'Yannick Diakité', 'Ruben Östlund']",Erik Hemmendorff,(I) (2011),/title/tt1376717/,8.306,99.0,False,http://image.tmdb.org/t/p/w500/bJWi0taJmU9WyPdIUVhShxISCFA.jpg,118.0,Just a game?
The Quiller Memorandum,not-released,6.3,4K,"['Crime', 'Drama', 'Mystery']","In the West Berlin of the 1960s, two British agents are killed by a Nazi group, prompting British Intelligence to dispatch agent Quiller to investigate.","['british intelligence', 'espionage', 'neo nazi', 'cold war', 'berlin germany', 'based on novel', 'germany', 'timeframe 1960s', 'spy versus spy', 'spying', 'spy']",Michael Anderson,"['Harold Pinter', 'George Segal', 'Alec Guinness', 'Max von Sydow', 'Michael Anderson']",Trevor Dudley Smith,-1966,/title/tt0060880/,7.535,68.0,False,http://image.tmdb.org/t/p/w500/hWC6UXgbQZ7HNWbsD95F8gIoll5.jpg,104.0,"He played the most dangerous game in Europe, and he played it alone."
Texasville,2 hours 3 minutes,5.9,2.8K,"['Drama', 'Romance']","The summer of 1984: 32 years after Duane Jackson captained the high school football team and Jacy Farrow was homecoming queen, the small town of Anarene, Texas prepares for its centennial celebration. Oil prices are down, banks are failing, and Duane's $12 million in debt. His wi... Read all","['f word', 'texas', 'debt', 'small town', 'reunion', 'reminiscence', 'pregnancy', 'old flame', 'lovers reunited', 'hometown', 'based on novel or book', 'small town', 'texas', 'sequel', 'high school sweetheart', '1980s']",Peter Bogdanovich,"['Peter Bogdanovich', 'Jeff Bridges', 'Cybill Shepherd', 'Timothy Bottoms', 'Peter Bogdanovich']",Larry McMurtry,-1990,/title/tt0103069/,3.372,36.0,False,http://image.tmdb.org/t/p/w500/7Tj55FkIsZWQbGxIkMuLFsMH7fj.jpg,123.0,It's not a place... It's a state of mind.
I Smile Back,1 hour 25 minutes,6.1,5.3K,['Drama'],"Addicted to drugs and alcohol, a housewife's self-destructive behavior starts to take its toll on her husband and two young children.","['cheating wife', 'extramarital affair', 'anal sex', 'unfaithful spouse', 'masturbating with a teddy bear', 'female nudity', 'abusive wife', 'cheating woman', 'anorexia', 'cognitive behavorial therapy', 'based on novel or book', 'addiction', 'mental illness', 'wealthy family']",Adam Salky,"['Amy Koppelman', 'Sarah Silverman', 'Josh Charles', 'Skylar Gaertner', 'Adam Salky']",Paige Dylan,-2015,/title/tt3640682/,10.578,106.0,False,http://image.tmdb.org/t/p/w500/8ufYyCJsID2ufc493ZkJocdkPCY.jpg,85.0,"Love desperately, live recklessly."
The King of Marvin Gardens,not-released,6.5,5.5K,['Drama'],A daydreamer convinces his radio personality brother to help fund one of his get-rich-quick schemes.,"['watching tv', ""cutting one's own hair"", 'betrayal', 'gambling license', 'false promise of the american dream', 'man wears eyeglasses', 'jail', 'radio', 'hotel', 'hawaii', 'sibling relationship', 'monopoly', 'boardwalk', 'jail', 'mobster', 'dreamer']",Bob Rafelson,"['Bob Rafelson', 'Jack Nicholson', 'Bruce Dern', 'Ellen Burstyn', 'Bob Rafelson']",Jacob Brackman,-1972,/title/tt0068805/,8.292,74.0,False,http://image.tmdb.org/t/p/w500/5JpKFEp9niY90Qgz7xhcIGAOifK.jpg,103.0,
Every Note Played,not-released,no-rating,0,['Drama'],"When a piano virtuoso is diagnosed with ALS, his estranged ex-wife takes up the cross of caring for him, and he is forced to balance reconciling his failed relationships with redefining his pursuit of greatness.",['based on novel'],Björn Runge,"['Lisa Genova', 'David Mandell', 'Angelina Jolie', 'Christoph Waltz', 'Björn Runge']",Monet Clayton,,/title/tt11351272/,1.576,0.0,False,http://image.tmdb.org/t/p/w500/uQEnv6VEpON5Gn5snEqysGM4lvJ.jpg,0.0,
Uncle Vanya,2 hours 10 minutes,7.4,548,['Drama'],"The Professor retires and moves back into his estate with his young wife, turning the lives of those who have been maintaining it in his absence upside down.","['based on a stage play', 'estate', 'husband wife relationship', 'russia', 'doctor', 'unrequited love', 'ecology', 'depression', 'writer']",Ross MacGibbon,"['Anton Chekhov', 'Conor McPherson', 'Roger Allam', 'Richard Armitage', 'Anna Calder-Marshall']",Ian Rickson,-2020,/title/tt13299678/,3.884,6.0,False,http://image.tmdb.org/t/p/w500/mEeUtzokjW0ct85WQvt2vb1jzjQ.jpg,155.0,
Sunset Song,2 hours 15 minutes,6.4,3.7K,['Drama'],The daughter of a Scottish farmer comes of age in the early 1900s.,"['1910s', 'farmer', 'scottish', 'love', 'female frontal nudity', 'female nudity', 'nudity', 'male rear nudity', ""farmer's daughter"", 'rural setting', 'shepherd', 'farmer', 'scottish']",Terence Davies,"['Terence Davies', 'Ken Blackburn', 'Mark Bonnar', 'Stuart Bowman', 'Terence Davies']",Lewis Grassic Gibbon,-2015,/title/tt2262161/,5.546,93.0,False,http://image.tmdb.org/t/p/w500/loBR4Qm16d0gtaCJ7T1gknMtK4f.jpg,135.0,"An epic story of love, loss and the land that inspired it all."
The Moth Diaries,"$3,838",4.9,6.6K,"['Drama', 'Fantasy', 'Horror']","Rebecca is suspicious of Ernessa, the new arrival at her boarding school. But is Rebecca just jealous of Ernessa's bond with Lucie, or does the new girl truly possess a dark secret?","['boarding school', 'f rated', 'sex with schoolgirl', 'schoolgirl uniform', 'animal in title', 'female nudity', 'title directed by female', 'insect in title', 'reference to dracula', 'female vampire', 'vampire', 'school', 'schoolgirl', 'woman director', 'new girl at school']",Mary Harron,"['Mary Harron', 'Sarah Bolger', 'Sarah Gadon', 'Lily Cole', 'Mary Harron']",Rachel Klein,-2011,/title/tt1407065/,7.247,136.0,False,http://image.tmdb.org/t/p/w500/oVoUBnhef1EPTcg7gIOoDUI3Rhu.jpg,85.0,Every girl has her secrets.
Dreamin' Wild,not-released,no-rating,0,"['Biography', 'Drama', 'Music']",Musical duo Donnie and Joe Emerson spend everything they have to produce a record in the 1970s.,['duo'],Bill Pohlad,"['Bill Pohlad', 'Zooey Deschanel', 'Walton Goggins', 'Casey Affleck', 'Bill Pohlad']",Steven Kurutz,,/title/tt10245106/,8.19,2.0,False,http://image.tmdb.org/t/p/w500/2RQVe7ZaYJlldv4U6zFVLRr0Q2G.jpg,110.0,
The Forty-Year-Old Version,not-released,7.2,5K,"['Comedy', 'Drama']","Radha is a down-on-her-luck NY playwright, who is desperate for a breakthrough before 40. Reinventing herself as rapper RadhaMUSPrime, she vacillates between the worlds of Hip Hop and theater in order to find her true voice.","['artist', 'hip hop music', 'lgbt character', 'vito russo test failed', 'gay asian man', 'teacher', 'playwriter', 'african american woman', 'fat woman', 'female lead', 'new york city', 'rap music', 'rapper', 'playwright', 'writing class', 'woman director', 'struggling playwright']",Radha Blank,"['Radha Blank', 'Peter Kim', 'Oswin Benjamin', 'Radha Blank', 'Radha Blank']",Radha Blank,-2020,/title/tt10642834/,11.561,90.0,False,http://image.tmdb.org/t/p/w500/ilMExVn5xyfIWAnqngqAB0OFsE5.jpg,123.0,Find your own voice.
The Mack,1 hour 50 minutes,6.5,3K,"['Crime', 'Drama']",Goldie returns from five years at the state pen and winds up King of the pimping game. Trouble comes in the form of two corrupt white cops and a crime lord who wants him to return to the small time.,"['blaxploitation film', 'grindhouse film', 'hood', 'dynamite', 'torture', 'prostitute', 'drug dealer', 'crooked cop', 'policeman', 'shooting', 'pimp', 'blaxploitation cinema']",Michael Campus,"['Max Julien', 'Don Gordon', 'Richard Pryor', 'Michael Campus', 'Robert J. Poole']",Robert J. Poole,-1973,/title/tt0070350/,5.889,49.0,False,http://image.tmdb.org/t/p/w500/xcS9bxWGFzC3cA7qAOjcIjKajSf.jpg,110.0,There's a new kind of hero on the streets!
Millennium,1 hour 48 minutes,5.7,6.4K,"['Drama', 'Sci-Fi', 'Thriller']",An NTSB investigator seeking the cause of an airline disaster meets a warrior woman from 1000 years in the future.,"['time travel', 'airplane crash', 'air crash investigation', 'aircraft cockpit', 'futuristic technology', 'sex in bed', 'low budget sci fi movie', 'crying man', ""woman wears only a man's shirt"", 'timeframe 1000s', 'airport', 'time warp', 'future', 'airplane', 'time travel', 'alien', 'disaster', 'airplane crash', 'crash', 'robot', 'scientist', 'paradox', 'investigator', 'based on short story', 'sole survivor', 'canuxploitation']",Michael Anderson,"['Kris Kristofferson', 'Cheryl Ladd', 'Daniel J. Travanti', 'Michael Anderson', 'John Varley']",John Varley,-1989,/title/tt0097883/,7.999,107.0,False,http://image.tmdb.org/t/p/w500/mFGCK7RnFnRXR6CweAhQw030Zv7.jpg,105.0,Beyond the boundaries of time... they are waiting for you!
Breaking and Entering,"$930,469",6.5,22K,"['Crime', 'Drama', 'Romance']",A landscape architect's dealings with a young thief cause him to re-evaluate his life.,"['single mother', 'prostitute', 'breaking and entering', 'burglary', 'hooker', 'family relationships', 'family conflict', 'refugee', 'vigilante', 'architect', 'london, england', 'robbery', 'architect']",Anthony Minghella,"['Jude Law', 'Robin Wright', 'Vera Farmiga', 'Anthony Minghella', 'Anthony Minghella']",Anthony Minghella,-2006,/title/tt0443456/,13.971,211.0,False,http://image.tmdb.org/t/p/w500/fiSESOsJWltRnjJFQbeD9B9SEGQ.jpg,129.0,
The Nativity Story,1 hour 41 minutes,6.8,12K,"['Adventure', 'Drama', 'Family']",A drama that focuses on the period in Mary and Joseph's life where they journeyed to Bethlehem for the birth of Jesus.,"['palestine', 'star', 'year 1', '1st century b.c.', 'year 1 b.c.', 'beauceron dog', 'angels', 'wings', 'palestinian', 'dog', 'christianity', 'husband wife relationship', 'bible', 'three kings', 'bethlehem', 'archangel gabriel', 'religion', 'blessed hope', 'wise men', 'woman director', 'nativity', 'christmas', '1st century', 'jesus christ', 'christian film', 'immaculate conception']",Catherine Hardwicke,"['Keisha Castle-Hughes', 'Shohreh Aghdashloo', 'Oscar Isaac', 'Catherine Hardwicke', 'Mike Rich']",Mike Rich,-2005,/title/tt0762121/,16.126,198.0,False,http://image.tmdb.org/t/p/w500/yt1rW7bqiuEWmTJrrojUNVtStKu.jpg,101.0,Her child would change the world.
Stripper Wives,not-released,5.3,162,"['Drama', 'Romance']","A group of women wanting to enrich their lives, sign up to a class teaching striptease.","['housewives', 'milf', 'stripper', 'bare breasts', 'female full frontal nudity', 'shaved labia', 'female pubic hair', 'lesbian sex', 'sexploitation film']",Paul Thomas,"['Lauren Hays', 'Bobby Johnston', 'Ashlyn Gere', 'Paul Thomas', 'Christopher Byrne']",Christopher Byrne,-1999,/title/tt0197922/,3.51,7.0,False,http://image.tmdb.org/t/p/w500/4OjB4dDX2eAKSkdwn1wTUfx6ITJ.jpg,86.0,
Other People's Money,1 hour 43 minutes,6.2,8.8K,"['Comedy', 'Drama', 'Romance']",A corporate raider buys up shares in an undervalued company and falls in love with the founder's son's lawyer/step daughter. Let the battle begin.,"['lawyer', 'satire', 'speech', 'opera', 'new england', 'opportunity', 'manhattan', 'ends with freeze frame', 'company', 'negotiation', 'materialism', 'financial transactions']",Norman Jewison,"['Alvin Sargent', 'Danny DeVito', 'Gregory Peck', 'Penelope Ann Miller', 'Norman Jewison']",Jerry Sterner,-1991,/title/tt0102609/,8.759,120.0,False,http://image.tmdb.org/t/p/w500/obnOuFa2yJRorRM3rab3rXZFfEh.jpg,103.0,Meet Larry the Liquidator. Arrogant. Greedy. Self-centered. Ruthless. You gotta love the guy.
Evening,1 hour 57 minutes,6.4,14K,"['Drama', 'Romance']","A drama exploring the romantic past and emotional present of Ann Lord (Vanessa Redgrave) and her daughters, Constance Haverford (Natasha Richardson) and Nina Mars (Toni Collette). As Ann lays dying, she remembers, and is moved to convey to her daughters, the defining moments in h... Read all","['unrequited love', 'alternating time lines', 'longtime boyfriend girlfriend relationship', 'musician', 'medical doctor', 'butterfly', 'woman slaps a man twice', 'aspiring female singer', 'romantic rivalry', 'fatal hit and run', 'mother', 'parent child relationship', 'new love', 'bride', 'dying and death', 'friendship', 'best friend', 'wedding', 'summer']",Lajos Koltai,"['Michael Cunningham', 'Vanessa Redgrave', 'Toni Collette', 'Claire Danes', 'Lajos Koltai']",Susan Minot,-2007,/title/tt0765447/,9.543,163.0,False,http://image.tmdb.org/t/p/w500/6l5Waw4UN8PwSZsqpF9E9hM5BHl.jpg,117.0,Her greatest secret was her greatest gift.
Another Happy Day,1 hour 59 minutes,6,4.3K,"['Comedy', 'Drama']",A wedding at her parents' Annapolis estate hurls high-strung Lynn into the center of touchy family dynamics.,"['multi generational', 'female stockinged legs', 'grey pantyhose', 'pantyhose', 'family reunion', 'aloof', 'marriage', 'wedding', 'psychiatric hospital', 'self injury', 'depression', 'grandparent grandchild relationship', 'therapist', 'dysfunctional family', 'domestic abuse', 'wedding reception', 'drug use', 'wedding', 'fear', 'anger', 'wedding ceremony', 'mental illness', 'neurotic', 'divorced parents', 'stepsiblings', 'college student', 'family issues', 'anxiety disorder', 'wedding rehearsal', 'dysfunctional life', 'estranged daughter', 'mother daughter relationship', 'sister sister relationship', 'brother brother relationship', 'unresolved issues', 'video camera']",Sam Levinson,"['Ellen Barkin', 'Ezra Miller', 'Ellen Burstyn', 'Sam Levinson', 'Sam Levinson']",Sam Levinson,-2011,/title/tt1719071/,10.075,101.0,False,http://image.tmdb.org/t/p/w500/yOS14Pr563QEUd3bath9LwhhId3.jpg,119.0,"At this wedding, the F-word stands for Family"
Flashbacks of a Fool,"$1,664",6.8,12K,['Drama'],A fading Hollywood star looks back at the days of his youth as he returns home from his best friend's funeral.,"['flashback', 'adultery', 'male rear nudity', 'female nudity', 'sleeping shirtless', 'sleeping naked', 'sleeping nude', 'waking up naked', 'masturbation', 'male masturbation', 'funeral', 'past', 'hedonism']",Baillie Walsh,"['Daniel Craig', 'Harry Eden', 'Eve', 'Baillie Walsh', 'Baillie Walsh']",Baillie Walsh,-2008,/title/tt1037218/,10.396,118.0,False,http://image.tmdb.org/t/p/w500/z5lGyJD8nHZt0cKf2n6uR7svBbS.jpg,110.0,
American Heart,1 hour 53 minutes,6.7,3.4K,"['Crime', 'Drama', 'Romance']","An ex-convict is tracked down by his estranged teenage son, and the pair try to build a relationship and life together in Seattle.","['smoking marijuana', 'homeless child', 'ex convict', 'middle school', 'bedsheet', 'jeans', 'covered in bedsheets', 'bare chested teenage boy', 'father', 'son', 'based on novel or book', 'prisoner', 'seattle, washington', 'alcoholism', 'ex-con', 'father son relationship']",Martin Bell,"['Martin Bell', 'Mary Ellen Mark', 'Jeff Bridges', 'Edward Furlong', 'John Boylan']",Peter Silverman,-1992,/title/tt0103670/,5.579,54.0,False,http://image.tmdb.org/t/p/w500/aoMgpDCbITt82rngUyA9WwIBOew.jpg,110.0,
The Cokeville Miracle,1 hour 34 minutes,5.3,2.5K,"['Drama', 'Family', 'History']","Children who were held hostage in their elementary school tell stories of miraculous things, but many adults are skeptical that the Cokeville Miracle ever truly happened.","['religious film', 'police officer', 'schoolteacher', 'hostage', 'elementary school', 'miracle', 'community', 'held hostage', 'ghost', 'spirit', 'wyoming, usa', 'miracle', 'tragedy', '1980s']",T.C. Christensen,"['Hartt Wixom', 'Judene Wixom', 'Jasen Wade', 'Sarah Kent', 'Kimball Stinger']",T.C. Christensen,-2015,/title/tt3877296/,20.65,80.0,False,http://image.tmdb.org/t/p/w500/lRQziSNSDTOIhBnxzkPYDT2DgCX.jpg,94.0,Based on actual events.
The Ledge,"$10,000,000 (estimated)",6.5,20K,"['Drama', 'Romance', 'Thriller']","A police officer looks to talk down a young man lured by his lover's husband to the ledge of a high rise, where he has one hour to contemplate a fateful decision.","['suicide', 'nonlinear timeline', 'death of daughter', 'african american', 'infidelity', 'ledge', 'police', 'cheating wife', 'man on a ledge', 'suicide by jumping off a building', 'italy', 'mountain', 'fractured leg', 'murder', 'person on fire', 'trapped', 'mountain climbing', 'ledge', 'free climbing', 'fall from height', 'lost girl']",Matthew Chapman,"['Charlie Hunnam', 'Terrence Howard', 'Patrick Wilson', 'Matthew Chapman', 'Matthew Chapman']",Matthew Chapman,-2011,/title/tt1535970/,62.446,287.0,False,http://image.tmdb.org/t/p/w500/S99eCSnRFfeZJmDaIGIZF58H7w.jpg,86.0,Don't lose your grip.
The Forger,not-released,6.8,67,"['Biography', 'Drama']","21-year-old Cioma Schönhaus won't let anyone take away his zest for life, especially not the Nazis. He wants to discover life, but has the misfortune of living as a Jewish person in Berlin in the 1940s. Since the best hiding spots are in plain sight, Cioma decides to go out into ... Read all","['deportation', 'theft']",Maggie Peren,"['Louis Hofmann', 'Jonathan Berlin', 'Luna Wedler', 'Maggie Peren', 'Maggie Peren']",Maggie Peren,-2022,/title/tt15403362/,13.258,340.0,False,http://image.tmdb.org/t/p/w500/x6wsmaVgIhtOwbMyIzOyfmZZSqf.jpg,95.0,Never too late for a final blow
Isolated,1 hour 25 minutes,6,205,"['Adventure', 'Drama', 'Sport']","Five world class surfers travel to New Guinea in search of undiscovered waves, but end up discovering so much more.","['surfer', 'human rights', 'travel', 'beach', 'military industrial complex', 'puppet regime', 'feudalism', 'tribal custom', 'tribe', 'industrialization', 'sports']",Justin Le Pera,"['Ryan Phillippe', 'Travis Potter', 'Jenny Useldinger', 'Justin Le Pera', 'Justin Le Pera']",Justin Le Pera,(I) (2013),/title/tt1280010/,3.212,9.0,False,http://image.tmdb.org/t/p/w500/wVXg5ghfLt9ppqPk5rEvZ065O09.jpg,85.0,How fare are you willing to go?
Those People,not-released,6.5,6.1K,"['Drama', 'Romance']","On Manhattan's gilded Upper East Side, a young gay painter is torn between an obsession with his infamous socialite best friend and a promising new romance with an older foreign concert pianist.","['gay', 'painter', 'pianist', 'gay protagonist', 'gay love', 'gay romance', 'gay pianist', 'gay artist', 'gay kiss', 'gay sex', 'suicide', 'painter', 'ultimatum', 'funeral', 'friendship', 'male homosexuality', 'best friend', 'pianist', 'prison visit', 'infamy', 'group of friends', 'lgbt', 'childhood friends', 'twenty something', 'growing apart', 'gay romance', 'gay theme']",Joey Kuhn,"['Grainne Belluomo', 'Jonathan Gordon', 'Jason Ralph', 'Haaz Sleiman', 'Joey Kuhn']",Joey Kuhn,-2015,/title/tt3899516/,9.367,329.0,False,http://image.tmdb.org/t/p/w500/f3OXph1b1QZ9IUvLrd9yjgRqBPW.jpg,89.0,
