movie title,Run Time,Rating,User Rating,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,year,path,Popularity,Votes,Adult,Poster Image,Runtime,Taglines
No Means No,not-released,no-rating,0,"['Action', 'Drama', 'Romance']","No Means No is a cross-genre action-packed, teenage musical love story, a courtroom drama that's more like the thrill of a roller-coaster ride as each twist and turn begins to unravel to reach a conclusion that calls out for justice.",['courtroom drama'],Vikash Verma,"['Vikash Verma', 'Gulshan Grover', 'Sharad S. Kapoor', 'Anna Ador', 'Vikash Verma']",Hitesh Desai,-2022,/title/tt7624920/,1.109,0.0,False,http://image.tmdb.org/t/p/w500/chDQYM3y3me6yWrw92MyAhQWpHA.jpg,73.0,
River Queen,1 hour 54 minutes,5.9,2.6K,"['Action', 'Adventure', 'Drama']",An intimate story set during the 1860s in which a young Irish woman Sarah and her family find themselves on both sides of the turbulent wars between British and Maori during the British colonization of New Zealand.,"['timeframe 19th century', 'new zealand', 'maori', 'irish', 'colonization', 'voice over narration', 'topless female nudity', 'sex', 'love', 'exotica', 'new zealand', 'maori', '19th century']",Vincent Ward,"['Toa Fraser', 'Kely Lyons', 'Samantha Morton', 'Kiefer Sutherland', 'Cliff Curtis']",Vincent Ward,-2005,/title/tt0388377/,5.11,25.0,False,http://image.tmdb.org/t/p/w500/iGWA5ZNEjnQJIOQiJFwoFcfKcHn.jpg,114.0,
Awarapan,2 hours 6 minutes,7.3,7.3K,"['Action', 'Crime', 'Drama']","A loyal henchman is ordered by his boss to keep an eye on his mistress, and trouble begins when he refuses to kill her.","['redemption', 'atheist', 'love', 'gangster', 'introvert', 'unrequited love', 'loss of loved one', 'hitman', 'dove', 'buddhist monastery', 'gangster', 'atheist', 'remake', 'unrequited love', 'redemption']",Mohit Suri,"['Emraan Hashmi', 'Mrinalini Sharma', 'Ashish Vidyarthi', 'Mohit Suri', 'Shagufta Rafique']",Shagufta Rafique,-2007,/title/tt1020937/,4.15,36.0,False,http://image.tmdb.org/t/p/w500/yVArEukDbkfNjxsynes4PWI4nlk.jpg,148.0,
30 jours max,1 hour 27 minutes,5.2,1.1K,"['Action', 'Comedy', 'Crime']","Rayane, a clumsy cop, finds that he only has 30 days left. He uses this time to try to become the hero of his police station.",['police'],Tarek Boudali,"['Pierre Dudan', 'Grégory Boutboul', 'Tarek Boudali', 'Philippe Lacheau', 'Julien Arruti']",Tarek Boudali,-2020,/title/tt11206302/,6.593,308.0,False,http://image.tmdb.org/t/p/w500/okepE7ytt7bWyFdD77Et273sAtt.jpg,87.0,
The Walking Dead,1 hour 28 minutes,4.8,831,"['Action', 'Drama', 'War']","1972 Vietnam, a small group of United States Marines relive flashbacks of their contrite lives prior to serving in the military while being left to survive behind enemy lines.","['timeframe 1970s', 'doggystyle sex', 'vietnam', 'black american', '1970s', 'african american', 'u.s. marine corps', 'prisoner of war', 'independent film', 'vietnam', 'jungle']",Preston A. Whitmore II,"['Allen Payne', 'Eddie Griffin', 'Joe Morton', 'Preston A. Whitmore II', 'Preston A. Whitmore II']",Preston A. Whitmore II,-1995,/title/tt0114888/,12.608,19.0,False,http://image.tmdb.org/t/p/w500/c0RtcIN4oSzSZoNs0nJMevfGYS4.jpg,88.0,Surviving the streets was just a rehearsal.
Veeram,2 hours 41 minutes,6.5,8.2K,['Action'],"Vinayagam, an honest man, uses violence to settle disputes. He decides to mend his ways for his lover's sake. Hell breaks loose when he learns about a gang of rowdies following his lover's family.",['brother'],Siva,"['Bhupati Raja', 'Bharathan', 'Ajith Kumar', 'Tamannaah Bhatia', 'Vidharth']",Siva,-2014,/title/tt3320578/,2.092,0.0,False,http://image.tmdb.org/t/p/w500/vZKIcCTLTmc2jn8sieFj5sIyrjF.jpg,161.0,
Equalizer 2000,1 hour 25 minutes,4,628,"['Action', 'Adventure', 'Sci-Fi']","A ruthless vehicular gang rules the post-apocalyptic wasteland. That's until a muscled hero named Slade builds the ultimate machine gun - Equalizer 2000, and declares a one man war on the gang's ""piece of garbage"" leader.","['bazooka', 'soldier', 'post holocaust', 'alaska', 'tyrant', 'rebel', 'major', 'colonel', 'commander', 'low budget sci fi movie', 'post-apocalyptic future', 'wasteland', 'motorcycle gang', 'desert', 'machine gun']",Cirio H. Santiago,"['Frederick Bailey', 'Richard Norton', 'Corinne Wahl', 'Robert Patrick', 'Cirio H. Santiago']",Joe Mari Avellana,-1987,/title/tt0091012/,5.648,13.0,False,http://image.tmdb.org/t/p/w500/v25M35QJVhKUkIvQvgbgl87NGeU.jpg,85.0,The Final War Is Over. The Battle's Just Begun.
Meri Jung,not-released,7.2,1.4K,"['Action', 'Drama']",Two top lawyers battle against each other while the whole city witnesses the battle.,"['lawyer', 'murder', 'insanity', 'mother son reunion', 'doctor', 'poison', 'court', 'amnesia', 'catatonia', 'trauma']",Subhash Ghai,"['Anil Kapoor', 'Girish Karnad', 'Nutan', 'Subhash Ghai', 'Javed Akhtar']",Javed Akhtar,-1985,/title/tt0084324/,4.015,4.0,False,http://image.tmdb.org/t/p/w500/xqZJJaFOBkbknHN9EW2hB6yFIjM.jpg,164.0,
The Honkers,1 hour 42 minutes,6.1,359,"['Action', 'Comedy', 'Drama']","An over-the-hill rodeo champion is so self-centered that he ignores his wife, son, and best friend.","['oil well', 'brandy', 'pool table', 'beer', 'marijuana', 'son', 'rodeo', 'rodeo cowboy', 'temper', 'new mexico', 'rodeo', 'marriage problems', 'rodeo cowboy']",Steve Ihnat,"['Stephen Lodge', 'James Coburn', 'Lois Nettleton', 'Slim Pickens', 'Steve Ihnat']",Steve Ihnat,-1972,/title/tt0068711/,1.36,5.0,False,http://image.tmdb.org/t/p/w500/3XBtwJuhQmaeNt6v8RATfZDZixX.jpg,102.0,A honker is a rough bull or bronc that can't be broken. Lew Lathrop is a honker!
Sharkenstein,not-released,2.1,659,"['Action', 'Adventure', 'Comedy']","Sixty years after the end of World War II, a small ocean town is plagued by a blood-thirsty creature that was built and reanimated by using the parts of the greatest sea-killers: the Sharkenstein monster.","['shark', 'reference to frankenstein', ""reference to frankenstein's monster"", 'world war two', 'ss officer', 'black and white scene', 'beach', 'calling someone captain obvious', 'brain in a jar', 'nazi flag', 'monster', 'experiment', 'nazi', 'mad scientist', 'shark']",Mark Polonia,"['Greta Volkova', 'Ken Van Sant', 'Titus Himmelberger', 'Mark Polonia', 'J.K. Farlew']",J.K. Farlew,-2016,/title/tt5636234/,4.833,38.0,False,http://image.tmdb.org/t/p/w500/sSe3AX6ybvJTIMaXSPU30ox4nW9.jpg,75.0,
Axcellerator,not-released,4.3,1.8K,"['Action', 'Sci-Fi']","When a young car thief stumbles on the invention of the century (and the various government agencies that want to kill him), he and a sassy checkout clerk named Kate have the adventure of a lifetime.",['car'],David Giancola,"['David Giancola', 'Ryan Wesen', ""Mark 'Woody' Keppel"", 'John James', 'David Giancola']",Mike Ford,-2020,/title/tt6143798/,3.685,39.0,False,http://image.tmdb.org/t/p/w500/fHNRCQRDYm2gMvljdjiXKC2vRrV.jpg,93.0,
The Death of Batman,not-released,5.5,11,"['Action', 'Drama', 'Thriller']","In this free experimental film that continues his Kryptonian Epic saga, Max Landis presents a second person account of the final night of The Batman's life. Bruce Wayne and Clark Kent go on a journey deep into their own minds to find truth, healing, and hope on the darkest night ... Read all","['superhero', 'fan film']",Max Landis,"['Bob Kane', 'Max Landis', 'Jaden Libran', 'Faye Nightingale', 'Max Landis']",Bill Finger,-2021,/title/tt14802300/,1.4,0.0,False,http://image.tmdb.org/t/p/w500/3CvpHZh376IoJwBuHCsx1X4jr1E.jpg,90.0,Please dim the lights.
The Raven,not-released,no-rating,0,"['Action', 'Sci-Fi', 'Thriller']",A man with incredible powers is sought by the government and military.,"['non comic book superhero', 'psychotronic film', 'poison', 'blackmail', 'masked ball', 'baltimore, usa', 'historical figure', 'buried alive', 'serial killer', 'deadline', 'newspaper review', 'newspaper office', 'hard times', 'life imitates art', 'pendulum']",Ricardo de Montreuil,"['Elgin James', 'Justin Marks', 'Ricardo de Montreuil', 'Michael Gilio', 'Elgin James']",Michael Gilio,(I),/title/tt1694022/,14.365,1240.0,False,http://image.tmdb.org/t/p/w500/boE0JFhZRpWLLrKOQE6bCBZGerP.jpg,111.0,The only one who can stop a serial killer is the man who inspired him.
Maharaja,not-released,4,479,"['Action', 'Adventure', 'Comedy']","Fearing his death, Ranbir Singh (Salim Ghouse) decides to kill Kohinoor when he is a child, in vain though. After 20 years Kohinoor (Govinda) returns to claim his rightful place in the kingdom. He has developed advanced powers over matter and animals, which he uses to his advance... Read all","['one word title', 'kiss', 'jungle', 'rescue', 'murder', 'prince', 'attempted murder', 'well', 'good versus evil', 'reporter']",Anil Sharma,"['Manisha Koirala', 'Raj Babbar', 'Anil Sharma', 'Govinda', 'Manisha Koirala']",Govinda,-1998,/title/tt0119596/,2.875,7.0,False,http://image.tmdb.org/t/p/w500/7aqfENdbntf8N1Jqo35zGQGX33T.jpg,150.0,
HellKat,not-released,2.7,203,"['Action', 'Horror']","A fallen MMA fighter must win a netherworld no-holds-barred death tournament against man, beast and demon to save her soul.","['mixed martial arts', 'woman fights a woman']",Scott Jeffrey,"['Michele Pacitto', 'Jordan Rockwell', 'Adrian Bouchet', 'Marshall Hawkes', 'Sarah T. Cohen']",Rebecca Matthews,-2021,/title/tt8804830/,3.378,21.0,False,http://image.tmdb.org/t/p/w500/gs8sv4M0sdJWwbedlq9XvCPFKXs.jpg,79.0,Fight your demons. Save your soul.
Naa Peru Surya Na Illu India,2 hours 43 minutes,6.7,7.2K,"['Action', 'Drama']","Following two violent incidents at a club and a police station, a short tempered soldier is challenged to give up anger if he wants to fulfill his dream of serving at the borders.","['soldier', 'indian', 'fight', 'telugu', 'anger management', 'army officer']",Vakkantham Vamsi,"['Vakkantham Vamsi', 'Allu Arjun', 'Sam Nagar', 'Anu Emmanuel', 'Vakkantham Vamsi']",Pradeep RishiRaj,-2018,/title/tt7794524/,8.042,29.0,False,http://image.tmdb.org/t/p/w500/46zecZYX8rWeDlr5PosCd1bC1Up.jpg,168.0,
Mythica: The Necromancer,not-released,5.4,2.9K,"['Action', 'Adventure', 'Fantasy']",Mallister takes Thane prisoner and forces Marek and her team on a quest.,"['friend', 'magical object', 'good versus evil', 'hostage', 'beetle', 'female protagonist', 'friendship', 'mage', 'necromancy', 'archer', 'sword', 'magic', 'sorcery', 'necromancer']",A. Todd Smith,"['Liska Ostojic', 'Justin Partridge', 'Melanie Stone', 'Adam Johnson', 'Jake Stormoen']",Jason Faller,-2015,/title/tt3608646/,11.72,76.0,False,http://image.tmdb.org/t/p/w500/vlAda6yYXQXXrzSUQC4Wl9QyFV4.jpg,93.0,
Half-Life,not-released,no-rating,0,"['Action', 'Adventure', 'Drama']","An American scientific research facility opens a portal to a hostile alien world, who begin to invade the earth.",['based on video game'],Matthew Armstrong,"['Matthew Armstrong', 'Marc Laidlaw', 'United States', 'English', 'Bad Robot']",Marc Laidlaw,,/title/tt2697688/,0.873,1.0,False,http://image.tmdb.org/t/p/w500/dKDWYKDlDacJh4dVbwkUjqD4RCC.jpg,16.0,
Radar Men from the Moon,2 hours 47 minutes,4.6,1.1K,"['Action', 'Family', 'Sci-Fi']","Strategic targets on Earth are being destroyed by an unknown weapon. Government security head Henderson suspects it's an ""atomic ray"" originating from the moon! He assigns Commando Cody, scientist and man of action with a secret flying suit, to investigate. Soon, Cody is battling... Read all","['psychotronic film', 'camp', 'superhero', 'moon', 'extraterrestrial technology', 'moon landing', 'scientist', 'alien invasion', 'sabotage', 'rocket ship', 'movie serial', 'scientist hero', 'invasion of earth', 'evil ruler', 'rayguns', 'rocketman flying suit', 'lunarians', 'lunar civilization', 'extraterrestrial humanoids', 'first man into space']",Fred C. Brannon,"['George D. Wallace', 'Aline Towne', 'Roy Barcroft', 'Fred C. Brannon', 'Ronald Davidson']",Ronald Davidson,-1952,/title/tt0045064/,1.899,16.0,False,http://image.tmdb.org/t/p/w500/uO2NhRVVT2PxYIwxkWdyuS61SS6.jpg,167.0,
The Looking Glass War,"$168,000",5.8,1.2K,"['Action', 'Drama', 'Thriller']","From the John le Carré novel about a British spy, who sends a Polish defector to East Germany, to verify missile sites.","['east germany', 'spy', 'cold war', 'british intelligence', 'political intrigue', 'espionage', 'berlin germany', 'based on novel', 'man hits a woman', 'man punches a woman', 'spy', 'based on novel or book', 'espionage', 'east germany']",Frank Pierson,"['Frank Pierson', 'Christopher Jones', 'Pia Degermark', 'Ralph Richardson', 'Frank Pierson']",John le Carré,-1970,/title/tt0066001/,4.774,20.0,False,http://image.tmdb.org/t/p/w500/5uEeOzMH9xSD5rbcVhYBQK5Prig.jpg,108.0,"""Why do we listen to them? Why do we fight their wars for them?"""
Buckskin,not-released,3.2,417,"['Action', 'Western']","Set in 1820, a Texan fur trapper journeys into the mysterious Buckskin woods in the hopes of saving a lost young boy.",['timeframe 1820s'],Brett Bentman,"['Tom Zembrod', 'Robert Keith', 'Blaze Freeman', 'Brett Bentman', 'Brett Bentman']",Brett Bentman,-2021,/title/tt13156200/,5.6,28.0,False,http://image.tmdb.org/t/p/w500/diaD2e4FXeE3qHdQ0Sr6uiBf3jA.jpg,80.0,These woods will never let a man leave twice
Puppet on a Chain,1 hour 38 minutes,5.9,1.1K,"['Action', 'Crime', 'Thriller']",Following a triple professional hit a U.S. agent arrives in Amsterdam to investigate a heroin smuggling ring. He finds a city rife with drugs and a police force unable or unwilling to do much about it. With his incognito female fellow agent the American is soon stirring things up... Read all,"['cia central intelligence agency', 'timeframe 1970s', 'professional hit', 'drugs', 'police', 'heroin', 'subjective camera', ""character's point of view camera shot"", 'long take', 'wristwatch', 'murder', 'holland', 'drug syndicate']",Geoffrey Reeve,"['Paul Wheeler', 'Don Sharp', 'Sven-Bertil Taube', 'Barbara Parkins', 'Alexander Knox']",Alistair MacLean,-1970,/title/tt0066258/,4.807,24.0,False,http://image.tmdb.org/t/p/w500/xNM1z4fWyP9SnX4QokFmYfZb839.jpg,98.0,It will keep you hanging on the edge of your seat....
Adavi Ramudu,not-released,6.8,107,"['Action', 'Drama', 'Romance']","A forest officer in an undercover operation, raises all the tribal people and the villagers against the smugglers to teach them a lesson and gets them arrested.","['remake', 'poacher', 'jungle']",K. Raghavendra Rao,"['N.T. Rama Rao', 'Jaya Prada', 'Jayasudha', 'K. Raghavendra Rao', 'Jandhyala']",Jandhyala,-1977,/title/tt0257362/,1.803,1.0,False,http://image.tmdb.org/t/p/w500/sNybH5Z55OZXPFUjt8OcobITKt6.jpg,143.0,
The Unseen,not-released,5.4,1.2K,"['Action', 'Drama', 'Horror']","A man who abandoned his family now risks everything to find his missing daughter, including exposing the secret that he is becoming invisible.","['search for daughter', 'lesbian', 'disease', 'cell phone', 'wife wife lesbian relationship', 'woman wears a nightshirt', 'psychotronic film', 'set in canada', 'canadian content', 'british columbia canada', 'flashback', 'psychiatric hospital', 'bear', 'snow', 'disease', 'cell phone', 'sawmill', 'invisibility', 'chinese medicine', 'drawer', 'search for daughter']",Geoff Redknap,"['Aden Young', 'Camille Sullivan', 'Julia Sarah Stone', 'Geoff Redknap', 'Geoff Redknap']",Geoff Redknap,(I) (2016),/title/tt4667084/,5.969,46.0,False,http://image.tmdb.org/t/p/w500/fNZeKZ2U6hAZRH9HouFN5tdEarf.jpg,110.0,
Aaradugula Bullet,not-released,3.5,241,"['Action', 'Drama']","Murthy (Prakash Raj) is well respected in the society in Vijaywada. He is peeved with his son Shiva (Gopichand) and even his family members are unhappy with him, as he roams around listlessly without doing any job and instead getting into unwanted quarrels all the time. Things ge... Read all",[],Gopal B.,"['Nayanthara', 'Prakash Raj', 'Gopal B.', 'Gopichand', 'Nayanthara']",Gopichand,-2021,/title/tt6914500/,1.4,1.0,False,http://image.tmdb.org/t/p/w500/n3wJy9jGcEyRGDfXTBvrXL1U3uI.jpg,141.0,
Kudrat Ka Kanoon,not-released,5.1,55,"['Action', 'Drama', 'Thriller']","While traveling Dr. Vijay Verma witness some men assaulting a laborer; he intervenes and mercilessly beat them up. A few days later he is approached by the village Sarpanch, Dharamraj and threatened not to take matters further but he ignores this. Then one morning the dead body o... Read all","['murder', 'female protagonist', 'revenge', 'husband wife relationship', 'father daughter relationship', 'mother daughter relationship', 'framed for murder', 'attempted rape', 'attempted suicide', 'strangulation']",K.C. Bokadia,"['Beena Banerjee', 'Ramesh Deo', 'C.S. Dubey', 'K.C. Bokadia', 'S.A. Chandrashekhar']",S.A. Chandrashekhar,-1987,/title/tt0359573/,2.275,2.0,False,http://image.tmdb.org/t/p/w500/dLwGBr8bAXb2kKUrE91V1BnQmL9.jpg,0.0,
Ankhen,not-released,7.2,371,"['Action', 'Adventure', 'Drama']","Shortly after independence India faces terrorists attacks in Assam, resulting in many deaths and casualties. A group of concerned citizens then decide to do something to stop this carnage.","['spy', 'spy camera', 'microfilm', 'impostor', 'face mask', 'tiger', 'female spy', 'tough guy', 'tough girl', 'indian intelligence']",Ramanand Sagar,"['Mala Sinha', 'Dharmendra', 'Kumkum', 'Ramanand Sagar', 'Ramanand Sagar']",Ramanand Sagar,-1968,/title/tt0147811/,1.758,0.0,False,http://image.tmdb.org/t/p/w500/h3pcziIhZJXTgwTwoXu2FM335UE.jpg,0.0,
Tokyo Tribe,1 hour 56 minutes,6.5,3.4K,"['Action', 'Musical']","In an alternate Japan, territorial street gangs form opposing factions collectively known as the Tokyo Tribes. Merra, leader of the Wu-Ronz tribe of Bukuro crosses the line to conquer all of Tokyo. The war begins.","['female nudity', 'nudity', 'groping', 'forced sex', 'japan', 'japanese girl', 'corrupt police', 'tokyo japan', 'based on manga', 'japanese woman', 'hip-hop', 'yakuza', 'katana', 'musical', 'sword fight', 'gang', 'based on manga']",Sion Sono,"['Sion Sono', 'Ryohei Suzuki', 'Young Dais', 'Nana Seino', 'Sion Sono']",Santa Inoue,-2014,/title/tt2808986/,9.303,142.0,False,http://image.tmdb.org/t/p/w500/cpvQrnZwGvzG0moL4oMdmKMYKDB.jpg,116.0,Let Sion Sono take you on a tour of Tokyo's underbelly for a night of turf wars & rap battles.
Extreme Justice,1 hour 36 minutes,5.5,1.3K,"['Action', 'Crime', 'Drama']","A rogue cop joins an elite L.A.P.D. unit who secretly operate as a vigilante death squad, but soon begins to question their methods.","['rogue cop', 'body lands on a car', 'shooting a woman', 'female nudity', 'lapd', 'police brutality', 'police', 'murder', 'vigilante', 'wound']",Mark L. Lester,"['Robert Boris', 'Lou Diamond Phillips', 'Scott Glenn', 'Chelsea Field', 'Mark L. Lester']",Frank Sacks,-1993,/title/tt0106850/,3.842,18.0,False,http://image.tmdb.org/t/p/w500/lAmQPtxrNvIuIjU4qmsrHN7JrqO.jpg,96.0,"They're an elite task force. They target high-profile criminals, learn how they work...and shut them down."
Aaranya Kaandam,2 hours 6 minutes,8.5,4.8K,"['Action', 'Crime', 'Thriller']",A mob boss must deal with a disgruntled mistress and a vanishing bag of cocaine.,"['drug dealing', 'dark comedy', 'blood', 'neo noir', 'violence', 'father son relationship', 'murder', 'male nudity', 'male female relationship', 'independent film']",Thiagarajan Kumararaja,"['Sampath Raj', 'Jackie Shroff', 'Ravi Krishna', 'Thiagarajan Kumararaja', 'Thiagarajan Kumararaja']",Thiagarajan Kumararaja,-2010,/title/tt1496729/,3.345,26.0,False,http://image.tmdb.org/t/p/w500/zZRzn7DXOLANE4hTUv4ziU7O6Zz.jpg,126.0,A page out of the life of a gangster!
In Full Bloom,not-released,6.2,3.7K,"['Action', 'Crime', 'Drama']","In post-WWII Tokyo, Japan's undefeated Boxing Champion trains for his upcoming bout against the American challenger. Pitted amongst political tensions, the fighters' parallel journeys will test the very limits of human spirit.",['test'],Reza Ghassemi,"['Reza Ghassemi', 'Adam VillaSeñor', 'Tyler Wood', 'Yusuke Ogasawara', 'Hiroyuki Watanabe']",Adam VillaSeñor,(II) (2019),/title/tt4538670/,11.509,73.0,False,http://image.tmdb.org/t/p/w500/613YOhOiOxQMj80Relyq6ip4xsV.jpg,88.0,
Hot Water,not-released,4.2,187,"['Action', 'Comedy']",The hilarious misadventures of a cocky jet skier who gets his dream shot to compete on the pro jet ski tour.,"['dream', 'mother-in-law', 'silent film', 'ghost', 'sleepwalking', 'new car', 'streetcar', 'chloroform', 'live turkey']",Larry Rippenkroeger,"['Vanessa Angel', 'Trevor Donovan', 'Max Adler', 'Larry Rippenkroeger', 'Larry Rippenkroeger']",Larry Rippenkroeger,(II) (2021),/title/tt1695783/,4.319,25.0,False,http://image.tmdb.org/t/p/w500/pgnb43bbR1s5H72yN45bwN0YQUn.jpg,59.0,Hubby - a man who was never going to fall for a pair of soft-boiled eyes!
End of Loyalty,not-released,no-rating,0,['Action'],"When the head of the crime family is killed by a rival family, his son Grant vows to get retribution. As his grief turns into violence, his best friend Ray, a federal agent, does everything he can to keep Grant from going off the deep end.",[],Hiroshi Katagiri,"['Chris Preyor', 'Michael Paré', 'Vernon Wells', 'Simon Phillips', 'Hiroshi Katagiri']",Hiroshi Katagiri,-2022,/title/tt15811964/,1.23,1.0,False,http://image.tmdb.org/t/p/w500/c4QA1rFQcyBZKaOOdUrDeL1G9Er.jpg,90.0,A man can be pushed too far.
