movie title,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,path,Popularity,Votes,Adult,Poster Image,Runtime,Taglines
Red Notice,"['Action', 'Comedy', 'Thriller']","An Interpol agent successfully tracks down the world's most wanted art thief, with help from a rival thief. But nothing is as it seems, as a series of double-crosses ensue.","[{'id': 1812, 'name': 'fbi'}, {'id': 6710, 'name': 'interpol'}, {'id': 6715, 'name': 'cleopatra'}, {'id': 10051, 'name': 'heist'}, {'id': 14789, 'name': 'art thief'}]",Rawson Marshall Thurber,"['Dwayne Johnson', 'Ryan Reynolds', 'Gal Gadot', 'Rawson Marshall Thurber', 'Rawson Marshall Thurber']",Rawson Marshall Thurber,/title/tt7991608/,66.727,5142.0,False,http://image.tmdb.org/t/p/w500/lAXONuqg41NwUMuzMiFvicDET9Y.jpg,118.0,Pro and cons.
Spider-Man: Into the Spider-Verse,"['Animation', 'Action', 'Adventure']","Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.","[{'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 245157, 'name': 'alternate universe'}]",Bob Persichetti,"['Rodney Rothman', 'Phil Lord', 'Rodney Rothman', 'Shameik Moore', 'Jake Johnson']",Peter Ramsey,/title/tt4633694/,110.324,14054.0,False,http://image.tmdb.org/t/p/w500/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,117.0,More than one wears the mask.
The Mummy,"['Action', 'Adventure', 'Fantasy']","At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love.","[{'id': 295, 'name': 'library'}, {'id': 352, 'name': 'secret passage'}, {'id': 487, 'name': 'cairo'}, {'id': 1160, 'name': 'egypt'}, {'id': 1499, 'name': 'pastor'}, {'id': 1949, 'name': 'pyramid'}, {'id': 1965, 'name': 'sandstorm'}, {'id': 2642, 'name': 'solar eclipse'}, {'id': 2904, 'name': 'mummy'}, {'id': 2905, 'name': 'foreign legion'}, {'id': 2906, 'name': 'nile'}, {'id': 2908, 'name': 'secret society'}, {'id': 6956, 'name': 'treasure hunt'}, {'id': 9714, 'name': 'remake'}, {'id': 41586, 'name': 'archaeologist'}, {'id': 156081, 'name': 'tomb'}, {'id': 157458, 'name': 'book of the dead'}, {'id': 157894, 'name': 'ancient egypt'}, {'id': 165301, 'name': 'opposites attract'}, {'id': 207876, 'name': '1920s'}, {'id': 222993, 'name': 'pharoah'}, {'id': 269233, 'name': 'good versus evil'}]",Stephen Sommers,"['Lloyd Fonvielle', 'Kevin Jarre', 'Brendan Fraser', 'Rachel Weisz', 'John Hannah']",Stephen Sommers,/title/tt0120616/,67.694,8342.0,False,http://image.tmdb.org/t/p/w500/yhIsVvcUm7QxzLfT6HW2wLf5ajY.jpg,124.0,The legend you know. The adventure you have yet to imagine.
Batman Begins,"['Action', 'Crime', 'Drama']","After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.","[{'id': 697, 'name': 'loss of loved one'}, {'id': 779, 'name': 'martial arts'}, {'id': 853, 'name': 'crime fighter'}, {'id': 1308, 'name': 'secret identity'}, {'id': 1568, 'name': 'undercover'}, {'id': 7002, 'name': 'vigilante'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 9823, 'name': 'rivalry'}, {'id': 10044, 'name': 'tragic hero'}, {'id': 10278, 'name': 'ninja'}, {'id': 33637, 'name': 'super power'}, {'id': 173719, 'name': 'haunted by the past'}, {'id': 179095, 'name': 'evil doctor'}, {'id': 206694, 'name': 'master villain'}, {'id': 206716, 'name': 'unfulfilled love'}]",Christopher Nolan,"['David S. Goyer', 'Christopher Nolan', 'Christian Bale', 'Michael Caine', 'Ken Watanabe']",Bob Kane,/title/tt0372784/,53.998,19599.0,False,http://image.tmdb.org/t/p/w500/4MpN4kIEqUjW8OPtOQJXlTdHiJV.jpg,140.0,Evil fears the knight.
Star Wars: Episode VIII - The Last Jedi,"['Action', 'Adventure', 'Fantasy']","The Star Wars saga continues as new heroes and galactic legends go on an epic adventure, unlocking mysteries of the Force and shocking revelations of the past.","[{'id': 2321, 'name': 'bunker'}, {'id': 2902, 'name': 'space battle'}, {'id': 3837, 'name': 'failure'}, {'id': 6066, 'name': 'defeat'}, {'id': 9663, 'name': 'sequel'}, {'id': 161176, 'name': 'space opera'}, {'id': 202396, 'name': 'military operation'}]",Rian Johnson,"['George Lucas', 'Daisy Ridley', 'John Boyega', 'Mark Hamill', 'Rian Johnson']",Rian Johnson,/title/tt2527336/,77.236,14330.0,False,http://image.tmdb.org/t/p/w500/kOVEVeg59E0wsnXmF9nrh6OmWII.jpg,152.0,Darkness rises... and light to meet it
21 Bridges,"['Crime', 'Drama', 'Thriller']",An embattled NYPD detective is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy.,"[{'id': 242, 'name': 'new york city'}, {'id': 703, 'name': 'detective'}, {'id': 1552, 'name': 'subway'}, {'id': 1562, 'name': 'hostage'}, {'id': 10950, 'name': 'shootout'}, {'id': 11522, 'name': 'police officer killed'}, {'id': 156022, 'name': 'nypd'}, {'id': 162914, 'name': 'one night'}, {'id': 207268, 'name': 'neo-noir'}, {'id': 226499, 'name': 'manhunt'}]",Brian Kirk,"['Matthew Michael Carnahan', 'Chadwick Boseman', 'Sienna Miller', 'J.K. Simmons', 'Brian Kirk']",Adam Mervis,/title/tt8688634/,27.272,1779.0,False,http://image.tmdb.org/t/p/w500/b40ApfKDPoJYbWepUs7f09Y3fD.jpg,99.0,The only way out is through him
Apocalypto,"['Action', 'Adventure', 'Drama']","As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.","[{'id': 697, 'name': 'loss of loved one'}, {'id': 2642, 'name': 'solar eclipse'}, {'id': 2831, 'name': 'slavery'}, {'id': 5331, 'name': 'village'}, {'id': 5566, 'name': 'maya civilization'}, {'id': 5774, 'name': 'forest'}, {'id': 10148, 'name': 'tribe'}, {'id': 10322, 'name': 'native american'}, {'id': 10864, 'name': 'human sacrifice'}, {'id': 15222, 'name': 'central america'}, {'id': 179300, 'name': 'ancient civilization'}, {'id': 208244, 'name': '16th century'}, {'id': 298106, 'name': 'ancient language film'}]",Mel Gibson,"['Farhad Safinia', 'Gerardo Taracena', 'Raoul Max Trujillo', 'Dalia Hernández', 'Mel Gibson']",Mel Gibson,/title/tt0472043/,68.544,5058.0,False,http://image.tmdb.org/t/p/w500/xVTSNeqEymd0iZKByf68A5nLIGM.jpg,139.0,No one can outrun their destiny.
Jack Reacher,"['Action', 'Mystery', 'Thriller']",A homicide investigator digs deeper into a case involving a trained military sniper responsible for a mass shooting.,"[{'id': 703, 'name': 'detective'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 1589, 'name': 'sniper'}, {'id': 5340, 'name': 'investigation'}, {'id': 6149, 'name': 'police'}, {'id': 9826, 'name': 'murder'}, {'id': 10410, 'name': 'conspiracy'}]",Christopher McQuarrie,"['Christopher McQuarrie', 'Tom Cruise', 'Rosamund Pike', 'Richard Jenkins', 'Christopher McQuarrie']",Lee Child,/title/tt0790724/,50.274,6493.0,False,http://image.tmdb.org/t/p/w500/uQBbjrLVsUibWxNDGA4Czzo8lwz.jpg,130.0,The Law Has Limits. He Does Not.
Drive,"['Action', 'Drama']","An action drama about a mysterious Hollywood stuntman and mechanic who moonlights as a getaway driver, and finds himself in trouble when he helps out his neighbor.","[{'id': 642, 'name': 'robbery'}, {'id': 3296, 'name': 'car mechanic'}, {'id': 5956, 'name': 'stuntman'}, {'id': 9748, 'name': 'revenge'}, {'id': 10226, 'name': 'neighbor'}, {'id': 10291, 'name': 'organized crime'}, {'id': 11148, 'name': 'police chase'}, {'id': 11762, 'name': 'beaten to death'}, {'id': 12670, 'name': 'los angeles, california'}, {'id': 14707, 'name': 'brutality'}, {'id': 14795, 'name': 'jacket'}, {'id': 159245, 'name': 'scorpion'}, {'id': 161137, 'name': 'toothpick'}, {'id': 161974, 'name': 'getaway driver'}, {'id': 167352, 'name': 'crime lord'}, {'id': 181123, 'name': 'stunt driver'}, {'id': 181324, 'name': 'existentialism'}, {'id': 207268, 'name': 'neo-noir'}, {'id': 273593, 'name': 'hammer'}, {'id': 279430, 'name': 'neighbors'}, {'id': 286646, 'name': 'brutal violence'}]",Nicolas Winding Refn,"['James Sallis', 'Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston', 'Nicolas Winding Refn']",Hossein Amini,/title/tt0780504/,43.883,11737.0,False,http://image.tmdb.org/t/p/w500/602vevIURmpDfzbnv5Ubi6wIkQm.jpg,100.0,There are no clean getaways.
Pirates of the Caribbean: On Stranger Tides,"['Action', 'Adventure', 'Fantasy']","Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.","[{'id': 392, 'name': 'england'}, {'id': 514, 'name': 'spain'}, {'id': 658, 'name': 'sea'}, {'id': 1316, 'name': 'captain'}, {'id': 1860, 'name': 'mutiny'}, {'id': 1938, 'name': 'sword'}, {'id': 2569, 'name': 'prime minister'}, {'id': 3180, 'name': 'sailing'}, {'id': 3625, 'name': 'silver'}, {'id': 3799, 'name': 'ship'}, {'id': 4235, 'name': 'duke'}, {'id': 5938, 'name': 'mermaid'}, {'id': 12988, 'name': 'pirate'}, {'id': 13065, 'name': 'soldier'}, {'id': 14643, 'name': 'battle'}, {'id': 157186, 'name': 'swashbuckler'}, {'id': 160279, 'name': '18th century'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 249261, 'name': 'blackbeard'}, {'id': 270337, 'name': '1750s'}]",Rob Marshall,"['Terry Rossio', 'Stuart Beattie', 'Johnny Depp', 'Penélope Cruz', 'Ian McShane']",Ted Elliott,/title/tt1298650/,110.96,13143.0,False,http://image.tmdb.org/t/p/w500/keGfSvCmYj7CvdRx36OdVrAEibE.jpg,137.0,Live Forever Or Die Trying.
Oblivion,"['Action', 'Adventure', 'Sci-Fi']",A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.,"[{'id': 1612, 'name': 'spacecraft'}, {'id': 4458, 'name': 'post-apocalyptic future'}, {'id': 4565, 'name': 'dystopia'}, {'id': 9717, 'name': 'based on comic'}, {'id': 9882, 'name': 'space'}, {'id': 11930, 'name': 'drone'}, {'id': 18420, 'name': 'surveillance'}, {'id': 186497, 'name': 'human vs alien'}, {'id': 250049, 'name': '2070s'}]",Joseph Kosinski,"['Michael Arndt', 'Joseph Kosinski', 'Tom Cruise', 'Morgan Freeman', 'Andrea Riseborough']",Karl Gajdusek,/title/tt1483013/,38.126,10025.0,False,http://image.tmdb.org/t/p/w500/eO3r38fwnhb58M1YgcjQBd3VNcp.jpg,124.0,Earth is a memory worth fighting for
The Hunt,"['Action', 'Horror', 'Thriller']","Twelve strangers wake up in a clearing. They don't know where they are, or how they got there. They don't know they've been chosen - for a very specific purpose - The Hunt.","[{'id': 4323, 'name': 'hunting human beings'}, {'id': 8201, 'name': 'satire'}, {'id': 9826, 'name': 'murder'}, {'id': 10123, 'name': 'dark comedy'}, {'id': 10292, 'name': 'gore'}]",Craig Zobel,"['Damon Lindelof', 'Betty Gilpin', 'Hilary Swank', 'Ike Barinholtz', 'Craig Zobel']",Nick Cuse,/title/tt8244784/,33.763,2874.0,False,http://image.tmdb.org/t/p/w500/wxPhn4ef1EAo5njxwBkAEVrlJJG.jpg,90.0,The Ultimate Human Hunting Experience
The Hunt,['Drama'],"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.","[{'id': 4323, 'name': 'hunting human beings'}, {'id': 8201, 'name': 'satire'}, {'id': 9826, 'name': 'murder'}, {'id': 10123, 'name': 'dark comedy'}, {'id': 10292, 'name': 'gore'}]",Thomas Vinterberg,"['Thomas Vinterberg', 'Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp', 'Thomas Vinterberg']",Tobias Lindholm,/title/tt8244784/,33.763,2874.0,False,http://image.tmdb.org/t/p/w500/wxPhn4ef1EAo5njxwBkAEVrlJJG.jpg,90.0,The Ultimate Human Hunting Experience
300,"['Action', 'Drama']",King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,"[{'id': 2398, 'name': 'narration'}, {'id': 6092, 'name': 'army'}, {'id': 6917, 'name': 'epic'}, {'id': 8636, 'name': 'blood splatter'}, {'id': 9717, 'name': 'based on comic'}, {'id': 9725, 'name': 'sword fight'}, {'id': 10292, 'name': 'gore'}, {'id': 14546, 'name': 'massacre'}, {'id': 14704, 'name': 'ancient world'}, {'id': 18712, 'name': 'based on graphic novel'}, {'id': 162861, 'name': 'ancient greece'}, {'id': 192913, 'name': 'warrior'}, {'id': 232619, 'name': 'ancient warfare'}, {'id': 235617, 'name': 'sparta greece'}, {'id': 253315, 'name': '5th century bc'}, {'id': 273967, 'name': 'war'}, {'id': 279928, 'name': 'male protagonist'}, {'id': 283201, 'name': 'bloody death'}, {'id': 309489, 'name': 'sparta'}, {'id': 317724, 'name': 'spartans'}, {'id': 317725, 'name': 'battle of thermopylae'}, {'id': 317727, 'name': '300 spartans'}, {'id': 317728, 'name': 'sword and sandal'}, {'id': 317731, 'name': 'god king'}, {'id': 317733, 'name': 'battle axe'}]",Zack Snyder,"['Kurt Johnstad', 'Michael B. Gordon', 'Gerard Butler', 'Lena Headey', 'David Wenham']",Zack Snyder,/title/tt0416449/,41.989,12829.0,False,http://image.tmdb.org/t/p/w500/h7Lcio0c9ohxPhSZg42eTlKIVVY.jpg,117.0,"Spartans, prepare for glory!"
Suicide Squad,"['Action', 'Adventure', 'Fantasy']",A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,"[{'id': 2095, 'name': 'anti hero'}, {'id': 3269, 'name': 'secret mission'}, {'id': 3289, 'name': 'villain'}, {'id': 9715, 'name': 'superhero'}, {'id': 194404, 'name': 'supervillain'}, {'id': 229266, 'name': 'dc extended universe (dceu)'}]",David Ayer,"['John Ostrander', 'Will Smith', 'Jared Leto', 'Margot Robbie', 'David Ayer']",David Ayer,/title/tt1386697/,53.43,20119.0,False,http://image.tmdb.org/t/p/w500/xFw9RXKZDvevAGocgBK0zteto4U.jpg,123.0,Worst. Heroes. Ever.
The Dark Knight Rises,"['Action', 'Drama']","Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane.","[{'id': 853, 'name': 'crime fighter'}, {'id': 1308, 'name': 'secret identity'}, {'id': 1437, 'name': 'burglar'}, {'id': 1562, 'name': 'hostage'}, {'id': 1721, 'name': 'fight'}, {'id': 3562, 'name': 'time bomb'}, {'id': 7002, 'name': 'vigilante'}, {'id': 9665, 'name': 'cover-up'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 9990, 'name': 'villainess'}, {'id': 10044, 'name': 'tragic hero'}, {'id': 11943, 'name': 'mobile'}, {'id': 13015, 'name': 'terrorism'}, {'id': 14796, 'name': 'destruction'}, {'id': 14955, 'name': 'fighting'}, {'id': 15011, 'name': 'criminal underworld'}, {'id': 156082, 'name': 'cat burglar'}, {'id': 173272, 'name': 'flood'}]",Christopher Nolan,"['Christopher Nolan', 'David S. Goyer', 'Christian Bale', 'Tom Hardy', 'Anne Hathaway']",Jonathan Nolan,/title/tt1345836/,79.046,21365.0,False,http://image.tmdb.org/t/p/w500/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg,165.0,The Legend Ends
Starship Troopers,"['Action', 'Adventure', 'Sci-Fi']","Humans in a fascist, militaristic future wage war with giant alien bugs.","[{'id': 305, 'name': 'moon'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 1423, 'name': 'asteroid'}, {'id': 1612, 'name': 'spacecraft'}, {'id': 1826, 'name': 'space marine'}, {'id': 2051, 'name': 'intelligence'}, {'id': 2900, 'name': 'buenos aires, argentina'}, {'id': 2902, 'name': 'space battle'}, {'id': 4565, 'name': 'dystopia'}, {'id': 6092, 'name': 'army'}, {'id': 7035, 'name': 'giant insect'}, {'id': 8201, 'name': 'satire'}, {'id': 13031, 'name': 'creature'}, {'id': 13065, 'name': 'soldier'}, {'id': 161247, 'name': 'drill instructor'}, {'id': 162365, 'name': 'military'}, {'id': 208736, 'name': 'bugs'}]",Paul Verhoeven,"['Robert A. Heinlein', 'Casper Van Dien', 'Denise Richards', 'Dina Meyer', 'Paul Verhoeven']",Edward Neumeier,/title/tt0120201/,34.835,4407.0,False,http://image.tmdb.org/t/p/w500/cxCmv23O7p3hyHwqoktHYkZcGsY.jpg,129.0,The only good bug is a dead bug.
The Old Guard,"['Action', 'Thriller']",A covert team of immortal mercenaries is suddenly exposed and must now fight to keep their identity a secret just as an unexpected new member is discovered.,"[{'id': 3070, 'name': 'mercenary'}, {'id': 4978, 'name': 'immortality'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 258533, 'name': 'gay theme'}]",Gina Prince-Bythewood,"['Leandro Fernandez', 'Charlize Theron', 'KiKi Layne', 'Matthias Schoenaerts', 'Gina Prince-Bythewood']",Greg Rucka,/title/tt7556122/,22.175,3830.0,False,http://image.tmdb.org/t/p/w500/cjr4NWURcVN3gW5FlHeabgBHLrY.jpg,125.0,Forever is harder than it looks
The Lord of the Rings: The Return of the King,"['Action', 'Adventure', 'Drama']",Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,"[{'id': 603, 'name': 'elves'}, {'id': 604, 'name': 'dwarf'}, {'id': 606, 'name': 'orcs'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 3301, 'name': 'suspicion'}, {'id': 3347, 'name': 'volcano'}, {'id': 3930, 'name': 'bravery'}, {'id': 6782, 'name': 'addiction'}, {'id': 9812, 'name': 'honor'}, {'id': 9920, 'name': 'royalty'}, {'id': 11173, 'name': 'troll'}, {'id': 14707, 'name': 'brutality'}, {'id': 162846, 'name': 'ghost'}, {'id': 177912, 'name': 'wizard'}, {'id': 207372, 'name': 'quest'}, {'id': 209220, 'name': 'live action and animation'}, {'id': 234213, 'name': 'sword and sorcery'}]",Peter Jackson,"['Fran Walsh', 'Philippa Boyens', 'Elijah Wood', 'Viggo Mortensen', 'Ian McKellen']",J.R.R. Tolkien,/title/tt0167260/,95.923,22381.0,False,http://image.tmdb.org/t/p/w500/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,201.0,The eye of the enemy is moving.
Pirates of the Caribbean: At World's End,"['Action', 'Adventure', 'Fantasy']","Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.","[{'id': 911, 'name': 'exotic island'}, {'id': 1319, 'name': 'east india company'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 2052, 'name': 'traitor'}, {'id': 2580, 'name': 'shipwreck'}, {'id': 2660, 'name': 'strong woman'}, {'id': 4224, 'name': 'singapore'}, {'id': 6155, 'name': 'afterlife'}, {'id': 9725, 'name': 'sword fight'}, {'id': 12988, 'name': 'pirate'}, {'id': 15149, 'name': 'monkey'}, {'id': 157186, 'name': 'swashbuckler'}, {'id': 163131, 'name': 'flying dutchman'}, {'id': 163702, 'name': 'rum'}, {'id': 165369, 'name': 'sailing ship'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 224626, 'name': 'british navy'}, {'id': 227419, 'name': 'mass hanging'}]",Gore Verbinski,"['Terry Rossio', 'Stuart Beattie', 'Johnny Depp', 'Orlando Bloom', 'Keira Knightley']",Ted Elliott,/title/tt0449088/,109.936,13361.0,False,http://image.tmdb.org/t/p/w500/jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg,169.0,"At the end of the world, the adventure begins."
Black Panther,"['Action', 'Adventure', 'Sci-Fi']","T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.","[{'id': 409, 'name': 'africa'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 180547, 'name': 'marvel cinematic universe (mcu)'}]",Ryan Coogler,"['Joe Robert Cole', 'Stan Lee', 'Chadwick Boseman', 'Michael B. Jordan', ""Lupita Nyong'o""]",Ryan Coogler,/title/tt1825683/,60.886,21075.0,False,http://image.tmdb.org/t/p/w500/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,135.0,Long live the king.
