movie title,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,path,Popularity,Votes,Adult,Poster Image,Runtime,Taglines
Deadpool,"['Action', 'Adventure', 'Comedy']","A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks.","[{'id': 2095, 'name': 'anti hero'}, {'id': 3070, 'name': 'mercenary'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}]",Tim Miller,"['Paul Wernick', 'Ryan Reynolds', 'Morena Baccarin', 'T.J. Miller', 'Tim Miller']",Rhett Reese,/title/tt1431045/,91.47,28917.0,False,http://image.tmdb.org/t/p/w500/fSRb7vyIP8rQpL0I47P3qUsEKX3.jpg,108.0,Witness the beginning of a happy ending.
Doctor Strange,"['Action', 'Adventure', 'Fantasy']","While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.","[{'id': 2343, 'name': 'magic'}, {'id': 3667, 'name': 'time'}, {'id': 4613, 'name': 'training'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 10821, 'name': 'sorcerer'}, {'id': 13005, 'name': 'doctor'}, {'id': 155583, 'name': 'neurosurgeon'}, {'id': 177912, 'name': 'wizard'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 180547, 'name': 'marvel cinematic universe (mcu)'}]",Scott Derrickson,"['Scott Derrickson', 'C. Robert Cargill', 'Benedict Cumberbatch', 'Chiwetel Ejiofor', 'Rachel McAdams']",Jon Spaihts,/title/tt1211837/,75.548,20953.0,False,http://image.tmdb.org/t/p/w500/uGBVj3bEbCoZbDjjl9wTxcygko1.jpg,115.0,The impossibilities are endless.
Enola Holmes,"['Action', 'Adventure', 'Crime']","When Enola Holmes-Sherlock's teen sister-discovers her mother missing, she sets off to find her, becoming a super-sleuth in her own right as she outwits her famous brother and unravels a dangerous conspiracy around a mysterious young Lord.","[{'id': 703, 'name': 'detective'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 5561, 'name': 'child prodigy'}, {'id': 8250, 'name': 'victorian england'}, {'id': 11322, 'name': 'female protagonist'}, {'id': 15060, 'name': 'period drama'}, {'id': 160342, 'name': 'female detective'}, {'id': 206184, 'name': 'runaway teen'}, {'id': 238072, 'name': 'books'}, {'id': 240315, 'name': 'mother daughter relationship'}, {'id': 240485, 'name': 'brother sister relationship'}, {'id': 272318, 'name': 'detectives'}, {'id': 273879, 'name': 'sherlock holmes'}, {'id': 316799, 'name': 'childish love interest'}]",Harry Bradbeer,"['Nancy Springer', 'Arthur Conan Doyle', 'Millie Bobby Brown', 'Henry Cavill', 'Sam Claflin']",Jack Thorne,/title/tt7846844/,26.324,5550.0,False,http://image.tmdb.org/t/p/w500/riYInlsq2kf1AWoGm80JQW5dLKp.jpg,123.0,Mystery runs in the family.
Divergent,"['Action', 'Adventure', 'Mystery']","In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.","[{'id': 818, 'name': 'based on novel or book'}, {'id': 2964, 'name': 'future'}, {'id': 4565, 'name': 'dystopia'}, {'id': 9685, 'name': 'futuristic'}, {'id': 156282, 'name': 'alternate reality'}, {'id': 161248, 'name': 'individuality'}, {'id': 180492, 'name': 'caste system'}, {'id': 246466, 'name': 'based on young adult novel'}]",Neil Burger,"['Vanessa Taylor', 'Veronica Roth', 'Shailene Woodley', 'Theo James', 'Kate Winslet']",Evan Daugherty,/title/tt1840309/,42.371,12128.0,False,http://image.tmdb.org/t/p/w500/aNh4Q3iuPKDMPi2SL7GgOpiLukX.jpg,139.0,What makes you different makes you dangerous.
The Accountant,"['Action', 'Thriller']","As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities, and the body count starts to rise.","[{'id': 782, 'name': 'assassin'}, {'id': 1589, 'name': 'sniper'}, {'id': 1646, 'name': 'autism'}, {'id': 10594, 'name': 'money'}, {'id': 12371, 'name': 'gunfight'}, {'id': 15009, 'name': 'criminal'}, {'id': 167104, 'name': 'loner'}, {'id': 191494, 'name': 'numbers'}, {'id': 207697, 'name': 'accountant'}, {'id': 243959, 'name': 'brother brother relationship'}]",Gavin O'Connor,"['Ben Affleck', 'Anna Kendrick', 'J.K. Simmons', ""Gavin O'Connor"", 'Bill Dubuque']",Bill Dubuque,/title/tt2140479/,42.063,5645.0,False,http://image.tmdb.org/t/p/w500/nztAld019tFjllW7VCJvPFiFkt8.jpg,128.0,Calculate your choices.
Spider-Man,"['Action', 'Adventure', 'Sci-Fi']","When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.","[{'id': 2858, 'name': 'sacrifice'}, {'id': 5451, 'name': 'comic book'}, {'id': 9663, 'name': 'sequel'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 9820, 'name': 'alternate dimension'}, {'id': 14636, 'name': 'india'}, {'id': 18095, 'name': 'alternate version'}, {'id': 33637, 'name': 'super power'}, {'id': 41523, 'name': 'brooklyn, new york city'}, {'id': 155030, 'name': 'superhero team'}, {'id': 158124, 'name': 'spider bite'}, {'id': 163074, 'name': 'super villain'}, {'id': 175102, 'name': 'cliffhanger'}, {'id': 213104, 'name': 'teen superhero'}, {'id': 221727, 'name': 'chelsea'}, {'id': 245157, 'name': 'alternate universe'}, {'id': 272493, 'name': 'female superhero'}, {'id': 299365, 'name': 'interdimensional travel'}, {'id': 323350, 'name': 'defying fate'}]",Sam Raimi,"['Steve Ditko', 'David Koepp', 'Tobey Maguire', 'Kirsten Dunst', 'Willem Dafoe']",Stan Lee,/title/tt0145487/,674.234,4481.0,False,http://image.tmdb.org/t/p/w500/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,140.0,It's how you wear the mask that matters.
Operation Fortune: Ruse de guerre,"['Action', 'Comedy', 'Thriller']",Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,"[{'id': 212, 'name': 'london, england'}, {'id': 470, 'name': 'spy'}, {'id': 744, 'name': 'madrid, spain'}, {'id': 779, 'name': 'martial arts'}, {'id': 797, 'name': 'showdown'}, {'id': 4289, 'name': 'secret agent'}, {'id': 10950, 'name': 'shootout'}, {'id': 11134, 'name': 'espionage'}, {'id': 322575, 'name': 'cannes, france'}]",Guy Ritchie,"['Marn Davies', 'Guy Ritchie', 'Jason Statham', 'Cary Elwes', 'Aubrey Plaza']",Ivan Atkinson,/title/tt7985704/,78.335,1059.0,False,http://image.tmdb.org/t/p/w500/uo7vWfQUlVwueYTDRicXOJa8Oow.jpg,114.0,"In this operation, everyone has a part to play."
Zack Snyder's Justice League,"['Action', 'Adventure', 'Fantasy']","Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.","[{'id': 83, 'name': 'saving the world'}, {'id': 6506, 'name': 'resurrection'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 155030, 'name': 'superhero team'}, {'id': 197327, 'name': 'planet invasion'}, {'id': 219404, 'name': 'action hero'}, {'id': 229266, 'name': 'dc extended universe (dceu)'}, {'id': 265979, 'name': 'superhero teamup'}, {'id': 299728, 'name': ""director's cut""}]",Zack Snyder,"['Joe Shuster', 'Zack Snyder', 'Henry Cavill', 'Ben Affleck', 'Gal Gadot']",Jerry Siegel,/title/tt12361974/,154.203,9218.0,False,http://image.tmdb.org/t/p/w500/tnAuB8q5vv7Ax9UAEje5Xi4BXik.jpg,242.0,Us united.
Die Hard,"['Action', 'Thriller']",An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,"[{'id': 818, 'name': 'based on novel or book'}, {'id': 1441, 'name': 'christmas party'}, {'id': 1470, 'name': 's.w.a.t.'}, {'id': 1562, 'name': 'hostage'}, {'id': 1812, 'name': 'fbi'}, {'id': 1953, 'name': 'vault'}, {'id': 9826, 'name': 'murder'}, {'id': 10051, 'name': 'heist'}, {'id': 10950, 'name': 'shootout'}, {'id': 12670, 'name': 'los angeles, california'}, {'id': 13015, 'name': 'terrorism'}, {'id': 13116, 'name': 'one man army'}, {'id': 159710, 'name': 'hostage negotiator'}, {'id': 162914, 'name': 'one night'}, {'id': 208289, 'name': '1980s'}, {'id': 219404, 'name': 'action hero'}, {'id': 260283, 'name': 'german'}]",John McTiernan,"['Jeb Stuart', 'Steven E. de Souza', 'Bruce Willis', 'Alan Rickman', 'Bonnie Bedelia']",Roderick Thorp,/title/tt0095016/,49.148,10220.0,False,http://image.tmdb.org/t/p/w500/yFihWxQcmqcaBR31QM6Y8gT6aYV.jpg,131.0,Twelve terrorists. One cop. The odds are against John McClane... That's just the way he likes it.
Mission: Impossible III,"['Action', 'Adventure', 'Thriller']",IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancée in response.,"[{'id': 220, 'name': 'berlin, germany'}, {'id': 470, 'name': 'spy'}, {'id': 591, 'name': 'cia'}, {'id': 716, 'name': 'vatican'}, {'id': 833, 'name': 'the white house'}, {'id': 1308, 'name': 'secret identity'}, {'id': 1653, 'name': 'explosive'}, {'id': 1969, 'name': 'map'}, {'id': 2052, 'name': 'traitor'}, {'id': 2546, 'name': 'mask'}, {'id': 2676, 'name': 'honeymoon'}, {'id': 2682, 'name': 'shanghai, china'}, {'id': 3181, 'name': 'pretended murder'}, {'id': 3269, 'name': 'secret mission'}, {'id': 3344, 'name': 'letter'}, {'id': 3739, 'name': 'funeral'}, {'id': 3877, 'name': 'covered investigation'}, {'id': 4289, 'name': 'secret agent'}, {'id': 4698, 'name': 'stamp'}, {'id': 4699, 'name': 'hard drive'}, {'id': 4700, 'name': 'e-mail'}, {'id': 4701, 'name': 'decipherment'}, {'id': 4702, 'name': 'suitcase'}, {'id': 6104, 'name': 'computer'}, {'id': 9748, 'name': 'revenge'}, {'id': 9826, 'name': 'murder'}, {'id': 10364, 'name': 'mission'}, {'id': 11612, 'name': 'hospital'}, {'id': 12965, 'name': 'duel'}, {'id': 18118, 'name': 'disguise'}, {'id': 33648, 'name': 'celebration'}, {'id': 191881, 'name': 'research laboratory'}, {'id': 222423, 'name': 'blast'}]",J.J. Abrams,"['Roberto Orci', 'J.J. Abrams', 'Tom Cruise', 'Michelle Monaghan', 'Ving Rhames']",Alex Kurtzman,/title/tt0317919/,48.683,6204.0,False,http://image.tmdb.org/t/p/w500/3VianLpu8hhmq4TTItKPaCtA5su.jpg,126.0,The mission begins 05:05:06.
Blade Runner,"['Action', 'Drama', 'Sci-Fi']","A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator.","[{'id': 310, 'name': 'artificial intelligence (a.i.)'}, {'id': 391, 'name': 'flying car'}, {'id': 801, 'name': 'bounty hunter'}, {'id': 803, 'name': 'android'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 4565, 'name': 'dystopia'}, {'id': 6017, 'name': 'genetics'}, {'id': 9685, 'name': 'futuristic'}, {'id': 10718, 'name': 'fugitive'}, {'id': 12190, 'name': 'cyberpunk'}, {'id': 12670, 'name': 'los angeles, california'}, {'id': 34117, 'name': 'cult film'}, {'id': 178657, 'name': 'tech noir'}, {'id': 207268, 'name': 'neo-noir'}, {'id': 233512, 'name': 'blade runner'}, {'id': 257783, 'name': '2010s'}]",Ridley Scott,"['David Webb Peoples', 'Philip K. Dick', 'Harrison Ford', 'Rutger Hauer', 'Sean Young']",Hampton Fancher,/title/tt0083658/,71.176,12800.0,False,http://image.tmdb.org/t/p/w500/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg,118.0,Man has made his match... now it's his problem.
Mad Max: Fury Road,"['Action', 'Adventure', 'Sci-Fi']","In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.","[{'id': 2964, 'name': 'future'}, {'id': 3713, 'name': 'chase'}, {'id': 4458, 'name': 'post-apocalyptic future'}, {'id': 4565, 'name': 'dystopia'}, {'id': 5657, 'name': 'australia'}, {'id': 10084, 'name': 'rescue'}, {'id': 10349, 'name': 'survival'}, {'id': 10562, 'name': 'on the run'}, {'id': 15291, 'name': 'on the road'}, {'id': 155499, 'name': 'convoy'}, {'id': 190954, 'name': 'peak oil'}, {'id': 212516, 'name': 'dark future'}]",George Miller,"['Brendan McCarthy', 'Nick Lathouris', 'Tom Hardy', 'Charlize Theron', 'Nicholas Hoult']",George Miller,/title/tt1392190/,66.246,20937.0,False,http://image.tmdb.org/t/p/w500/8tZYtuWezp8JbcsvHYO0O46tFbo.jpg,121.0,What a Lovely Day.
K.G.F: Chapter 2,"['Action', 'Crime', 'Drama']","In the blood-soaked Kolar Gold Fields, Rocky's name strikes fear into his foes. While his allies look up to him, the government sees him as a threat to law and order. Rocky must battle threats from all sides for unchallenged supremacy.","[{'id': 1568, 'name': 'undercover'}, {'id': 9663, 'name': 'sequel'}, {'id': 13116, 'name': 'one man army'}, {'id': 203761, 'name': 'don'}, {'id': 219404, 'name': 'action hero'}]",Prashanth Neel,"['Yash', 'Sanjay Dutt', 'Raveena Tandon', 'Prashanth Neel', 'Prashanth Neel']",Prashanth Neel,/title/tt10698680/,12.286,115.0,False,http://image.tmdb.org/t/p/w500/7qrViIiYfE79RYEYYaPt9eX3QE1.jpg,168.0,The World Is My Territory
White Elephant,"['Action', 'Thriller']",An ex-marine enforcer must battle his conscience and code of honor when he is forced to do things for the mob.,[],Jesse V. Johnson,"['Erik Martinez', 'Katharine Lee McEwan', 'Lorenzo Antonucci', 'Lincoln Brown', 'Eric Buarque']",Jesse V. Johnson,/title/tt14686544/,25.847,129.0,False,http://image.tmdb.org/t/p/w500/lG56H40Y1BuHSPoWtEgDJsSgDBZ.jpg,93.0,Live by a code. Die by a bullet.
Blacklight,"['Action', 'Thriller']","Travis Block is a government operative coming to terms with his shadowy past. When he discovers a plot targeting U.S. citizens, Block finds himself in the crosshairs of the FBI director he once helped protect.","[{'id': 1812, 'name': 'fbi'}, {'id': 1936, 'name': 'blackmail'}, {'id': 2708, 'name': 'hitman'}, {'id': 4654, 'name': 'undercover agent'}, {'id': 10410, 'name': 'conspiracy'}, {'id': 212872, 'name': 'fixer'}]",Mark Williams,"['Mark Williams', 'Brandon Reavis', 'Liam Neeson', 'Aidan Quinn', 'Taylor John Smith']",Nick May,/title/tt14060094/,54.601,953.0,False,http://image.tmdb.org/t/p/w500/8jIyu2UfEsCYlxg2vFUaHeALeoD.jpg,104.0,They're gonna need more men.
Pirates of the Caribbean: Dead Man's Chest,"['Action', 'Adventure', 'Fantasy']","Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.","[{'id': 616, 'name': 'witch'}, {'id': 663, 'name': 'fortune teller'}, {'id': 910, 'name': 'bondage'}, {'id': 911, 'name': 'exotic island'}, {'id': 1299, 'name': 'monster'}, {'id': 1316, 'name': 'captain'}, {'id': 1319, 'name': 'east india company'}, {'id': 1461, 'name': 'compass'}, {'id': 3799, 'name': 'ship'}, {'id': 5600, 'name': 'daughter'}, {'id': 9725, 'name': 'sword fight'}, {'id': 12988, 'name': 'pirate'}, {'id': 14895, 'name': 'cannibal'}, {'id': 157186, 'name': 'swashbuckler'}, {'id': 161171, 'name': 'kraken'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 279987, 'name': 'based on theme park ride'}]",Gore Verbinski,"['Terry Rossio', 'Stuart Beattie', 'Johnny Depp', 'Orlando Bloom', 'Keira Knightley']",Ted Elliott,/title/tt0383574/,90.125,14886.0,False,http://image.tmdb.org/t/p/w500/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg,151.0,Captain Jack is back!
Spider-Man: Homecoming,"['Action', 'Adventure', 'Sci-Fi']","Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.","[{'id': 242, 'name': 'new york city'}, {'id': 521, 'name': 'washington dc, usa'}, {'id': 6270, 'name': 'high school'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 161184, 'name': 'reboot'}, {'id': 180547, 'name': 'marvel cinematic universe (mcu)'}]",Jon Watts,"['John Francis Daley', 'Jon Watts', 'Tom Holland', 'Michael Keaton', 'Robert Downey Jr.']",Jonathan Goldstein,/title/tt2250912/,80.986,20523.0,False,http://image.tmdb.org/t/p/w500/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,133.0,Homework can wait. The city can't.
Resident Evil: Welcome to Raccoon City,"['Action', 'Horror', 'Sci-Fi']","Set in 1998, this origin story explores the secrets of the mysterious Spencer Mansion and the ill-fated Raccoon City.","[{'id': 1852, 'name': 'mutant'}, {'id': 1865, 'name': 'biological weapon'}, {'id': 4884, 'name': 'infection'}, {'id': 6783, 'name': 'orphanage'}, {'id': 12377, 'name': 'zombie'}, {'id': 12545, 'name': 'mansion'}, {'id': 15321, 'name': 'police station'}, {'id': 41645, 'name': 'based on video game'}, {'id': 161184, 'name': 'reboot'}, {'id': 166701, 'name': 'ghost town'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 186523, 'name': 'lockdown'}, {'id': 210608, 'name': '1990s'}, {'id': 270319, 'name': 'secret experiment'}]",Johannes Roberts,"['Kaya Scodelario', 'Robbie Amell', 'Hannah John-Kamen', 'Johannes Roberts', 'Johannes Roberts']",Johannes Roberts,/title/tt6920084/,68.069,2177.0,False,http://image.tmdb.org/t/p/w500/bArhvjRHl535XMaSh9VjInF2mSZ.jpg,107.0,Witness the beginning of evil.
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']",Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.,"[{'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 14909, 'name': 'alien invasion'}, {'id': 33637, 'name': 'super power'}, {'id': 160137, 'name': 'female hero'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 180547, 'name': 'marvel cinematic universe (mcu)'}, {'id': 187056, 'name': 'woman director'}, {'id': 209374, 'name': ""hero's journey""}, {'id': 210608, 'name': '1990s'}, {'id': 231277, 'name': 'alien technology'}]",Anna Boden,"['Anna Boden', 'Ryan Fleck', 'Geneva Robertson-Dworet', 'Brie Larson', 'Samuel L. Jackson']",Ryan Fleck,/title/tt4154664/,49.106,14675.0,False,http://image.tmdb.org/t/p/w500/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg,124.0,Higher. Further. Faster.
Aliens,"['Action', 'Adventure', 'Sci-Fi']","Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.","[{'id': 803, 'name': 'android'}, {'id': 1603, 'name': 'extraterrestrial technology'}, {'id': 1826, 'name': 'space marine'}, {'id': 2345, 'name': 'spaceman'}, {'id': 3385, 'name': 'cryogenics'}, {'id': 3387, 'name': 'vacuum'}, {'id': 3388, 'name': 'space colony'}, {'id': 3389, 'name': 'warrior woman'}, {'id': 3591, 'name': 'settler'}, {'id': 3801, 'name': 'space travel'}, {'id': 4090, 'name': 'colony'}, {'id': 9882, 'name': 'space'}, {'id': 9951, 'name': 'alien'}, {'id': 11322, 'name': 'female protagonist'}, {'id': 13031, 'name': 'creature'}, {'id': 17937, 'name': 'desolate'}, {'id': 160137, 'name': 'female hero'}, {'id': 226177, 'name': 'xenomorph'}, {'id': 301079, 'name': 'desolate planet'}, {'id': 318171, 'name': 'strong female protagonist'}, {'id': 318506, 'name': 'strong female lead'}, {'id': 319840, 'name': 'female lead'}]",James Cameron,"['David Giler', 'Walter Hill', 'Sigourney Weaver', 'Michael Biehn', 'Carrie Henn']",James Cameron,/title/tt0090605/,65.956,8772.0,False,http://image.tmdb.org/t/p/w500/r1x5JGpyqZU8PYhbs4UcrO1Xb6x.jpg,137.0,This time it's war.
1917,"['Action', 'Drama', 'War']","April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.","[{'id': 2504, 'name': 'world war i'}, {'id': 4100, 'name': 'british army'}, {'id': 4776, 'name': 'race against time'}, {'id': 11440, 'name': 'long take'}, {'id': 13065, 'name': 'soldier'}, {'id': 188725, 'name': 'trenches'}, {'id': 210184, 'name': '1910s'}, {'id': 230915, 'name': 'trench warfare'}, {'id': 250702, 'name': ""no man's land""}]",Sam Mendes,"['Krysty Wilson-Cairns', 'Dean-Charles Chapman', 'George MacKay', 'Daniel Mays', 'Sam Mendes']",Sam Mendes,/title/tt8579674/,49.256,11409.0,False,http://image.tmdb.org/t/p/w500/iZf0KyrE25z1sage4SYFLCCrMi9.jpg,119.0,Time is the enemy
Star Wars: Episode VII - The Force Awakens,"['Action', 'Adventure', 'Sci-Fi']","As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.","[{'id': 803, 'name': 'android'}, {'id': 1612, 'name': 'spacecraft'}, {'id': 161176, 'name': 'space opera'}]",J.J. Abrams,"['J.J. Abrams', 'Michael Arndt', 'Daisy Ridley', 'John Boyega', 'Oscar Isaac']",Lawrence Kasdan,/title/tt2488496/,66.15,18374.0,False,http://image.tmdb.org/t/p/w500/wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg,136.0,Every generation has a story.
The Matrix,"['Action', 'Sci-Fi']","When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.","[{'id': 83, 'name': 'saving the world'}, {'id': 310, 'name': 'artificial intelligence (a.i.)'}, {'id': 312, 'name': 'man vs machine'}, {'id': 490, 'name': 'philosophy'}, {'id': 530, 'name': 'prophecy'}, {'id': 779, 'name': 'martial arts'}, {'id': 1430, 'name': 'self sacrifice'}, {'id': 1566, 'name': 'dream'}, {'id': 1721, 'name': 'fight'}, {'id': 2157, 'name': 'hacker'}, {'id': 3074, 'name': 'insurgence'}, {'id': 3972, 'name': 'simulated reality '}, {'id': 4563, 'name': 'virtual reality'}, {'id': 4565, 'name': 'dystopia'}, {'id': 6256, 'name': 'truth'}, {'id': 12190, 'name': 'cyberpunk'}, {'id': 186789, 'name': 'dream world'}, {'id': 187056, 'name': 'woman director'}, {'id': 194063, 'name': 'messiah'}, {'id': 219404, 'name': 'action hero'}, {'id': 221385, 'name': 'gnosticism'}]",Lana Wachowski,"['Lilly Wachowski', 'Lana Wachowski', 'Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss']",Lilly Wachowski,/title/tt0133093/,85.547,23859.0,False,http://image.tmdb.org/t/p/w500/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg,136.0,Welcome to the Real World.
The Flash,"['Action', 'Adventure', 'Fantasy']","The plot is unknown. Feature film based on the comic book superhero, The Flash.","[{'id': 1308, 'name': 'secret identity'}, {'id': 1701, 'name': 'hero'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 10761, 'name': 'superhuman'}, {'id': 33637, 'name': 'super power'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 228795, 'name': 'butterfly effect'}, {'id': 229266, 'name': 'dc extended universe (dceu)'}, {'id': 235578, 'name': 'superhuman abilities'}, {'id': 241739, 'name': 'loss of mother'}]",Andy Muschietti,"['Joby Harold', 'Ezra Miller', 'Ben Affleck', 'Michael Keaton', 'Andy Muschietti']",Christina Hodson,/title/tt0439572/,586.844,3014.0,False,http://image.tmdb.org/t/p/w500/rktDFPbfHfUbArZ6OOOKsXcv0Bm.jpg,144.0,Worlds collide.
Gladiator,"['Action', 'Adventure', 'Drama']",A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,"[{'id': 588, 'name': 'rome, italy'}, {'id': 970, 'name': 'parent child relationship'}, {'id': 1394, 'name': 'gladiator'}, {'id': 1395, 'name': 'arena'}, {'id': 1399, 'name': 'senate'}, {'id': 1405, 'name': 'roman empire'}, {'id': 2280, 'name': 'emperor'}, {'id': 2831, 'name': 'slavery'}, {'id': 5049, 'name': 'ancient rome'}, {'id': 6917, 'name': 'epic'}, {'id': 9748, 'name': 'revenge'}, {'id': 10141, 'name': 'battlefield'}, {'id': 10520, 'name': 'slave auction'}, {'id': 12995, 'name': 'historical fiction'}, {'id': 14704, 'name': 'ancient world'}, {'id': 18543, 'name': 'combat'}, {'id': 179780, 'name': 'chariot'}, {'id': 192230, 'name': 'philosopher'}, {'id': 235791, 'name': 'barbarian horde'}, {'id': 235792, 'name': '2nd century'}, {'id': 235793, 'name': 'successor'}, {'id': 242039, 'name': 'commodus'}, {'id': 250224, 'name': 'maximus'}]",Ridley Scott,"['John Logan', 'William Nicholson', 'Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen']",David Franzoni,/title/tt0172495/,69.447,16998.0,False,http://image.tmdb.org/t/p/w500/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,155.0,A hero will rise.
Kingsman: The Secret Service,"['Action', 'Adventure', 'Comedy']","A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.","[{'id': 470, 'name': 'spy'}, {'id': 1025, 'name': 'great britain'}, {'id': 3271, 'name': 'secret organization'}, {'id': 4289, 'name': 'secret agent'}, {'id': 9717, 'name': 'based on comic'}, {'id': 158431, 'name': 'united kingdom'}, {'id': 179431, 'name': 'duringcreditsstinger'}]",Matthew Vaughn,"['Matthew Vaughn', 'Mark Millar', 'Colin Firth', 'Taron Egerton', 'Samuel L. Jackson']",Jane Goldman,/title/tt2802144/,67.908,15682.0,False,http://image.tmdb.org/t/p/w500/ay7xwXn1G9fzX9TUBlkGA584rGi.jpg,129.0,Manners maketh man.
Predator,"['Action', 'Adventure', 'Horror']",A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,"[{'id': 1008, 'name': 'guerrilla warfare'}, {'id': 1291, 'name': 'central and south america'}, {'id': 1297, 'name': 'predator'}, {'id': 9951, 'name': 'alien'}, {'id': 10333, 'name': 'stalking'}, {'id': 10349, 'name': 'survival'}, {'id': 11060, 'name': 'trap'}, {'id': 13031, 'name': 'creature'}, {'id': 14909, 'name': 'alien invasion'}, {'id': 14915, 'name': 'invisible'}, {'id': 15248, 'name': 'commando'}, {'id': 312898, 'name': 'violence'}]",John McTiernan,"['John Thomas', 'Arnold Schwarzenegger', 'Carl Weathers', 'Kevin Peter Hall', 'John McTiernan']",Jim Thomas,/title/tt0093773/,82.796,7284.0,False,http://image.tmdb.org/t/p/w500/9XibNLfmUWCg0PPydmyoCl1KxvF.jpg,107.0,Soon the hunt will begin.
