movie title,Run Time,Rating,User Rating,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,year,path,Popularity,Votes,Adult,Poster Image,Runtime,Taglines
Three Months,not-released,6.7,1.1K,"['Comedy', 'Drama']","Coming-of-age film about Caleb, a South Florida teen. On the eve of his high school graduation, everything changes when he's exposed to HIV. While he waits three months for his results, he finds love in the most unlikely of places.","['year 2011', 'florida', 'gay teenager', 'hiv aids', 'lesbian teenager', 'best friend', 'teenager', 'gay', 'coming of age', 'paramount plus', 'miami, florida', 'hiv', 'coming of age', 'lgbt', 'gay theme']",Jared Frieder,"['Troye Sivan', 'Viveik Kalra', 'Brianne Tju', 'Jared Frieder', 'Jared Frieder']",Jared Frieder,-2022,/title/tt5322004/,8.47,40.0,False,http://image.tmdb.org/t/p/w500/eTD5TXjNbQ9c0BawMquBCO667yE.jpg,104.0,It's amazing what you can discover when life gets f*cked up.
Bilo jednom u Hrvatskoj,not-released,4.2,103,"['Biography', 'Drama', 'History']","Kevin Spacey stars in this docu-drama about Croatia's first President, Franjo Tudjman.",[],Jakov Sedlar,"['Dominik Sedlar', 'Kevin Spacey', 'Jakov Sedlar', 'Hrvoje Hitrec', 'Dominik Sedlar']",Hrvoje Hitrec,-2022,/title/tt16911316/,1.398,5.0,False,http://image.tmdb.org/t/p/w500/8BHQQr1jbXoYJafKEEKJg8JCyRE.jpg,0.0,
Metamorphosis,Color,8.5,363,"['Drama', 'Horror', 'Sci-Fi']","Seeking refuge on an island in Upstate New York, a married couple's final attempt to salvage their failing relationship takes a turn for the worse when the husband begins to regress emotionally, mentally, and physically.",[],Alex Smoot,"['Christopher Cordell', 'Scott Hilton', 'Natasha Krishnan', 'Alex Smoot', 'Alex Smoot']",Alex Smoot,(III) (2022),/title/tt13265204/,4.01,7.0,False,http://image.tmdb.org/t/p/w500/js0aMjVf0vRqHpgxqW95ykl1P8D.jpg,85.0,
Poser,1 hour 27 minutes,7,137,['Drama'],"As Lennon fuels her desire for entree into a podcast featuring live music and conversations with the artists she so fervently admires, Lennon finds inspiration for her own musical ambitions...and a growing sense of misdirected identity.",[],Noah Dixon,"['Noah Dixon', 'Sylvie Mix', 'Bobbi Kitten', 'Aujolie Baker', 'Noah Dixon']",Ori Segev,(I) (2021),/title/tt11175956/,2.081,10.0,False,http://image.tmdb.org/t/p/w500/vLqGbBMeg46obPNQEKOursmmaxQ.jpg,87.0,
The Alamo,"$12,000,000 (estimated)",6.8,16K,"['Adventure', 'Drama', 'History']","In 1836, a small band of soldiers sacrifice their lives in hopeless combat against a massive army in order to prevent a tyrant from smashing the new Republic of Texas.","['dynamite', 'cannon', 'siege', 'epic', 'explosion', 'battle', 'courage', 'battle of the alamo', 'texas revolution', 'year 1836', 'texas', 'assault', 'alamo', 'mexican army']",John Wayne,"['John Wayne', 'Richard Widmark', 'Laurence Harvey', 'John Wayne', 'James Edward Grant']",James Edward Grant,-1960,/title/tt0053580/,19.333,309.0,False,http://image.tmdb.org/t/p/w500/54KNQfJnYZwhI3sPYyjXtptWGfg.jpg,167.0,The Mission That Became a Fortress! The Fortress That Became a Shrine!
Because of Winn-Dixie,"$14,000,000 (estimated)",6.3,12K,"['Comedy', 'Drama', 'Family']",A mischievous dog befriends a lonely young girl in a new town and helps her make new friends.,"['girl', 'dog', 'supermarket', 'small town', 'dog movie', 'girl and her dog', 'animal character name in title', 'animals family', 'florida', '10 year old', 'dog', 'pets', 'father daughter relationship']",Wayne Wang,"['Joan Singleton', 'AnnaSophia Robb', 'Jeff Daniels', 'Eva Marie Saint', 'Wayne Wang']",Kate DiCamillo,-2005,/title/tt0317132/,12.697,208.0,False,http://image.tmdb.org/t/p/w500/oMUFS7HmIyTeui5xuoIEkPYTWC8.jpg,106.0,Discover what happens when you go looking for a miracle and a miracle comes looking for you.
Duel at Diablo,not-released,6.5,3.5K,"['Drama', 'Thriller', 'Western']","In Apache territory, a supply Army column heads for the next fort, an ex-scout searches for the killer of his Indian wife, and a housewife abandons her husband in order to rejoin her Apache lover's tribe.","['torture', 'united states cavalry', 'apache indian', 'shot with an arrow', 'shotgun', 'actor executive producer', 'writer director producer', 'held at knifepoint', 'hallucination', 'prejudice', 'based on novel or book', 'apache nation', 'intermarriage', 'native american', 'duel', 'illegitimate son']",Ralph Nelson,"['Michael M. Grilikhes', 'James Garner', 'Sidney Poitier', 'Bibi Andersson', 'Ralph Nelson']",Marvin H. Albert,-1966,/title/tt0060355/,9.039,85.0,False,http://image.tmdb.org/t/p/w500/bKtx5Nu0LzjNDvCHthTQ3KAY95f.jpg,104.0,Yesterday they fought each other – today they fight together in a dead end canyon called Diablo!
The Captive,"$1,075,178",5.9,33K,"['Crime', 'Drama', 'Mystery']","Eight years after the disappearance of Cassandra, some disturbing incidents seem to indicate that she's still alive. Police, parents and Cassandra herself, will try to unravel the mystery of her disappearance.","['disappearance', 'diner', 'drugged woman', 'alternating time lines', 'internet chatroom', 'police investigation', 'internet child pornography', 'winter snow', 'baby tooth', 'landscaping', 'kidnapping', 'video surveillance', 'family relationships', 'missing child', 'ice skating', 'roadside cafe']",Atom Egoyan,"['David Fraser', 'Ryan Reynolds', 'Scott Speedman', 'Rosario Dawson', 'Atom Egoyan']",Atom Egoyan,(I) (2014),/title/tt2326612/,23.145,1022.0,False,http://image.tmdb.org/t/p/w500/wLoFxTZFEfAzFLk2qSoPbcz58Jb.jpg,112.0,When hope is all you have.
More American Graffiti,1 hour 50 minutes,5.3,4.6K,"['Comedy', 'Drama', 'War']","Told in four different New Year's Eves in the mid 1960s, John, Terry, Debbie, Steve and Laurie deal with adulthood, the Vietnam war, peace rallies, and relationships.","['teen sex comedy', 'timeframe 1960s', 'lucasfilm', 'written by director', 'year 1964', ""new year's eve"", 'vietnam war', 'year 1965', 'year 1966', 'year 1967', 'hippie', ""new year's eve"", 'police brutality', 'mine', 'vietnam', 'violence in schools', 'sequel', 'marijuana', 'pot smoking', 'student protest', 'drag racing', '1960s']",Bill Norton,"['George Lucas', 'Gloria Katz', 'Candy Clark', 'Bo Hopkins', 'Ron Howard']",Bill Norton,-1979,/title/tt0079576/,11.335,85.0,False,http://image.tmdb.org/t/p/w500/dnHmQgxeHqgc1A78hE3AdzhlJsW.jpg,110.0,The sights and sounds of the '60s. There were bittersweet times. There were funny times. And it was all unforgettable.
"Paris, je t'aime",2 hours,7.2,73K,"['Comedy', 'Drama', 'Romance']","Through the neighborhoods of Paris, love is veiled, revealed, imitated, sucked dry, reinvented, and awakened.","['directed by several directors', 'anthology film', 'tourist', 'white pantyhose', 'paris france', 'anthology', 'divorce', 'bar', 'cemetery', 'subway', 'paris, france', 'city portrait', 'jazz', 'subway', 'new love', 'immigration', 'nanny', 'tourist', 'anthology', 'romance', 'human relationship', 'woman director', 'cities of love']",Olivier Assayas,"['Gurinder Chadha', 'Tristan Carné', 'Bruno Podalydès', 'Paul Mayeda Berges', 'Juliette Binoche']",Frédéric Auburtin,-2006,/title/tt0401711/,12.066,686.0,False,http://image.tmdb.org/t/p/w500/mcke8Uvw8QDToAZQ94UGo7VU0g6.jpg,120.0,Fall in love with Paris 18 times.
Thirteen Days,"$80,000,000 (estimated)",7.3,59K,"['Drama', 'History', 'Thriller']","In October 1962, the Kennedy administration struggles to contain the Cuban Missile Crisis.","['missile', 'u.s. politician', 'international crisis', 'armed forces', '1960s', 'cold war era', 'cuba', 'blockade', 'crisis', 'nuclear weapons', 'usa president', 'atomic bomb', 'cold war', 'john f. kennedy', 'politics', 'threat', 'cuban missile crisis', 'diplomacy', '1960s']",Roger Donaldson,"['Ernest R. May', 'Philip D. Zelikow', 'Kevin Costner', 'Bruce Greenwood', 'Shawn Driscoll']",David Self,-2000,/title/tt0146309/,20.836,658.0,False,http://image.tmdb.org/t/p/w500/aLx9UXH9fK2v6NDMvMyW4X88K3u.jpg,145.0,You'll never believe how close we came.
Where Is Anne Frank,1 hour 39 minutes,6.3,634,"['Animation', 'Drama', 'Family']","The film follows the journey of Kitty, the imaginary friend to whom Anne Frank dedicated her diary. A fiery teenager, Kitty wakes up in the near future in Anne Frank's house in Amsterdam and embarks on a journey to find Anne, who she believes is still alive, in today's Europe. Wh... Read all","['reference to anne frank', 'holocaust', 'anne frank', 'diary', 'dutch jews', 'world war two', 'anne frank']",Ari Folman,"['Anne Frank', 'Sebastian Croft', 'Emily Carey', 'Ruby Stokes', 'Ari Folman']",Ari Folman,-2021,/title/tt3454424/,8.672,49.0,False,http://image.tmdb.org/t/p/w500/AcLEqdUpSWCslySySWEFYMOMp3j.jpg,99.0,
Scrooged,"$32,000,000 (estimated)",6.9,99K,"['Comedy', 'Drama', 'Fantasy']","A selfish, cynical television executive is haunted by three spirits bearing lessons on Christmas Eve.","['ghost', 'christmas', 'compassion', 'greed', 'redemption', 'tv show', 'unemployment', 'christmas show', 'hallucination', 'based on novel', 'holiday', 'tv ratings', 'ghost', 'duringcreditsstinger', 'christmas music', 'christmas']",Richard Donner,"[""Michael O'Donoghue"", 'Charles Dickens', 'Bill Murray', 'Karen Allen', 'John Forsythe']",Mitch Glazer,-1988,/title/tt0096061/,18.524,1342.0,False,http://image.tmdb.org/t/p/w500/uO0znfB2ZzTXA1IS7jkrjNbpkYK.jpg,101.0,The spirits will move you in odd and hysterical ways.
Jan Dara,1 hour 48 minutes,6,2.2K,"['Drama', 'Romance']","Jan Dara grows up in a house lacking in love but abundant in lust. He quickly picks up the sinful way of life of his stepfather, Khun Luang who married his mother after she became pregnant from being raped. His 'father's' mistress, Mrs. Boonlueang welcomes the young boy into her ... Read all","['aunt nephew sex', 'lesbian sex', 'softcore', 'flashback', 'bare breasts', 'male full rear nudity', 'older woman younger man sex', 'female full frontal nudity', 'half brother half sister incest', 'female full rear nudity']",Nonzee Nimibutr,"['Sirapak Paoboonkerd', 'Utsana Phleungtham', 'Eakarat Sarsukh', 'Suwinit Panjamawat', 'Kanchit Thamthong']",Nonzee Nimibutr,-2001,/title/tt0282628/,51.817,26.0,False,http://image.tmdb.org/t/p/w500/r7ddaFpwM9NpEVTEYnOF0TykazI.jpg,137.0,"A tragedy of lust, love and revenge…"
The Horse Whisperer,2 hours 49 minutes,6.7,41K,"['Drama', 'Romance', 'Western']",The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.,"['horse movie', 'girl horse relationship', 'man horse relationship', 'horse', 'montana', 'injured horse', 'accident', 'horse trainer', 'teenage girl', 'ranch', 'love triangle', 'new york city', 'montana', 'parent child relationship', 'attachment to nature', 'confidence', 'horseback riding', 'horse', 'riding accident', 'career woman', 'ranch', 'horse whisperer', 'trauma', 'country life', 'marriage crisis', 'crisis', 'travel', 'animal', 'nature']",Robert Redford,"['Eric Roth', 'Richard LaGravenese', 'Robert Redford', 'Kristin Scott Thomas', 'Sam Neill']",Nick Evans,-1998,/title/tt0119314/,21.859,1019.0,False,http://image.tmdb.org/t/p/w500/ptkDeHY2mRJVyNRyxb9TgyAjTYs.jpg,170.0,A Robert Redford Film
The Asphalt Jungle,1 hour 52 minutes,7.8,27K,"['Crime', 'Drama', 'Film-Noir']","A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel.","['jewel heist', 'fatal wound', 'gunshot wound', 'planning a robbery', 'jewel robbery', 'juke box', 'shot wound', 'naive girl', 'boyfriend girlfriend relationship', 'american criminal', 'based on novel or book', 'film noir', 'heist', 'on the run']",John Huston,"['John Huston', 'W.R. Burnett', 'Sterling Hayden', 'Louis Calhern', 'Jean Hagen']",Ben Maddow,-1950,/title/tt0042208/,13.869,422.0,False,http://image.tmdb.org/t/p/w500/qM80ZzOdQIEmMlckqIeZsXLaqaE.jpg,112.0,The City Under the City
Eddie the Eagle,1 hour 46 minutes,7.3,92K,"['Adventure', 'Biography', 'Comedy']","The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics.","['ski jumper', 'coach', '1988 winter olympics', 'winter olympics', 'athletic training', 'winter sports', 'athlete', 'ski jumping', 'based on true story', 'based on real person', 'underdog', 'mountain', 'olympic games', 'ski jump', 'biography', 'sports', 'based on true story', 'britain', 'snow skiing', '1980s', 'purpose of life', 'dedication']",Dexter Fletcher,"['Sean Macaulay', 'Taron Egerton', 'Hugh Jackman', 'Tom Costello', 'Dexter Fletcher']",Simon Kelton,-2015,/title/tt1083452/,17.323,1971.0,False,http://image.tmdb.org/t/p/w500/80fwjYfHmeDXobIErpNvCFCOAYd.jpg,106.0,"Win or lose, always aim high."
The Iron Lady,1 hour 45 minutes,6.4,109K,"['Biography', 'Drama']","An elderly Margaret Thatcher talks to the imagined presence of her recently deceased husband as she struggles to come to terms with his death while scenes from her past life, from girlhood to British prime minister, intervene.","['old age', 'british conservative party', 'british female politician', 'british prime minister', 'prime minister', 'female prime minister', 'told in flashback', 'female protagonist', 'dead husband', 'widow', 'capitalism', 'prime minister', 'margaret thatcher', 'based on true story', 'argentina', 'british overseas territory', 'war propaganda', 'british politics', 'british prime minister', 'female politician', 'falklands war', 'political leader', 'female prime minister', 'right wing', 'falklands', 'woman director', '1980s']",Phyllida Lloyd,"['Meryl Streep', 'Jim Broadbent', 'Richard E. Grant', 'Phyllida Lloyd', 'Abi Morgan']",Abi Morgan,-2011,/title/tt1007029/,14.103,1607.0,False,http://image.tmdb.org/t/p/w500/fx7wpKXOht7WOkeOslvErbrf69Q.jpg,105.0,Never Compromise.
The Falling,1 hour 42 minutes,5.3,6.9K,"['Drama', 'Mystery', 'Thriller']","It's 1969 at a strict English girls' school where charismatic Abbie and intense and troubled Lydia are best friends. After a tragedy occurs at the school, a mysterious fainting epidemic breaks out threatening the stability of all involved.","['neglectful mother', ""sticking a finger into someone's mouth"", ""touching someone's breasts"", 'brother sister kiss', 'sex scene', 'loss of virginity', 'fake fainting', 'fainting', 'coming of age', 'mass hysteria', 'england', 'female friendship', 'schoolgirl', 'mass hysteria', 'sexual awakening', 'fainting', 'woman director', '1960s', 'mother daughter relationship', ""girls' school""]",Carol Morley,"['Maxine Peake', 'Maisie Williams', 'Florence Pugh', 'Carol Morley', 'Carol Morley']",Carol Morley,-2014,/title/tt3294200/,12.846,149.0,False,http://image.tmdb.org/t/p/w500/kGbNIj25hUZuPln53RpbKdB5j70.jpg,103.0,
World Trade Center,"$65,000,000 (estimated)",6,83K,"['Drama', 'History', 'Thriller']",Two Port Authority police officers become trapped under the rubble of the World Trade Center.,"['building collapse', 'september 11 2001', 'based on true story', 'new york city', 'police', 'policeman', 'profanity', 'f word', 'what happened to epilogue', 'three word title', 'runaway', 'alarm clock', 'war on terror', 'hero', 'fire engine', 'rescue', 'marine', 'hospital', 'terrorism', 'trapped', 'rubble', 'rescue team', '9/11', 'world trade center', 'terrorist group', 'al qaeda', 'firefighter']",Oliver Stone,"['John McLoughlin', 'Donna McLoughlin', 'Nicolas Cage', 'Michael Peña', 'Maria Bello']",Andrea Berloff,-2006,/title/tt0469641/,23.163,1538.0,False,http://image.tmdb.org/t/p/w500/bfTiVc8kxq8uRXeblV3Ct35APGu.jpg,129.0,The world saw evil that day. Two men saw something else.
Made in Italy,1 hour 34 minutes,5.9,8K,"['Comedy', 'Drama', 'Romance']",A bohemian artist travels from London to Italy with his estranged son to sell the house they inherited from their late wife/mother.,"['father son hug', 'dead mother', 'female realtor', 'artist', 'englishman in italy', 'englishman abroad', 'tuscany italy', 'father son relationship', 'female chef', 'london england', 'artist', 'tuscany, italy']",James D'Arcy,"['Yolanda Kettle', 'Micheál Richardson', 'Souad Faress', ""James D'Arcy"", ""James D'Arcy""]",James D'Arcy,-2020,/title/tt9207700/,17.782,232.0,False,http://image.tmdb.org/t/p/w500/dKjD3DTZjRI3Ipkf7Oz5zAILnwD.jpg,94.0,
Sea Fever,1 hour 35 minutes,5.7,11K,"['Drama', 'Horror', 'Mystery']","The crew of a West of Ireland trawler, marooned at sea, struggle for their lives against a growing parasite in their water supply.","['strong female lead', 'fishing trawler', 'tentacled creature', 'sea monster', 'aquatic horror', 'parasitic infection', 'killer parasite', 'boat captain', 'superstition', 'boat crew', 'cryptozoology', 'sea monster', 'woman director']",Neasa Hardiman,"['Hermione Corfield', 'Dag Malmberg', 'Jack Hickey', 'Neasa Hardiman', 'Neasa Hardiman']",Neasa Hardiman,-2019,/title/tt2716382/,14.89,425.0,False,http://image.tmdb.org/t/p/w500/h4cPVVNPZUHVeoF6dH2grBvSEKs.jpg,95.0,Uncharted. Undiscovered. Until now...
Downfalls High,not-released,7.1,1.6K,"['Drama', 'Musical', 'Romance']","When reserved and lonely teenager Fenix (Chase Hudson) meets popular high school girl Scarlett (Sydney Sweeney), the two form a bond that shapes the rest of his life. A musical drama featuring the music of Machine Gun Kelly.","['depression', 'mental breakdown', 'music video', 'high school', 'mental institution', 'downfall', 'heartbreak', 'mental illness', 'rock musical', 'mental health', 'mental instability', 'pop rock', 'mentally unstable', 'social anxiety', 'vincent van gogh', 'visual album']",Machine Gun Kelly,"['Machine Gun Kelly', 'Mod Sun', 'Sydney Sweeney', 'Chase Hudson', 'Machine Gun Kelly']",Mod Sun,-2021,/title/tt13722764/,5.648,35.0,False,http://image.tmdb.org/t/p/w500/sm9SqRIKHgIvj4YZn84ybvlfco1.jpg,50.0,A first of its kind musical experience.
June Again,1 hour 39 minutes,7.2,927,['Drama'],"During a fleeting bout of lucidity from her dementia, June Wilton has precious little time to bring together her estranged children, save the family business, and rekindle an old flame.","['dementia', 'singing in a car', 'mother daughter relationship', 'mother daughter conflict', 'mother daughter hug', 'mother son relationship', 'mother son conflict', 'mother son hug', 'grandmother grandson relationship', 'nursing home', 'miracle', 'estrangement']",JJ Winlove,"['Noni Hazlehurst', 'Claudia Karvan', 'Stephen Curry', 'JJ Winlove', 'JJ Winlove']",JJ Winlove,-2020,/title/tt9729768/,3.473,21.0,False,http://image.tmdb.org/t/p/w500/bHYKFNDLHFzlprre5qsuFdC9rFj.jpg,99.0,A mother's love is unforgettable.
Midnight Special,1 hour 52 minutes,6.6,80K,"['Drama', 'Mystery', 'Sci-Fi']","A father and son go on the run, pursued by the government and a cult drawn to the child's special powers.","['on the run', 'father son relationship', 'woods', 'texas', 'goggles', 'cult', 'police officer shot', 'photosensitivity', 'soldier', 'fbi agent', 'helicopter', 'parent child relationship', 'gas station', 'hostage', 'fbi', 'motel', 'chase', 'meteor', 'government', 'on the run', 'shootout', 'military', 'religious cult', 'child kidnapping', 'goggles']",Jeff Nichols,"['Michael Shannon', 'Joel Edgerton', 'Kirsten Dunst', 'Jeff Nichols', 'Jeff Nichols']",Jeff Nichols,-2016,/title/tt2649554/,16.319,1763.0,False,http://image.tmdb.org/t/p/w500/hgDRq1l4ATxwufWjILKsYtglbI6.jpg,112.0,He's not like us.
Rambling Rose,1 hour 52 minutes,6.6,5.1K,['Drama'],A young woman who exudes sexuality battles temptation.,"['american south', 'sexuality', 'sexual awakening', 'coming of age', 'adolescent', 'female masturbation', 'sexual promiscuity', 'character name as title', 'nickname as title', 'f rated', 'prostitute', 'georgia', 'great depression', 'love', 'coming of age', 'woman director', 'trouble', 'house guest', '1930s']",Martha Coolidge,"['Laura Dern', 'Robert Duvall', 'Diane Ladd', 'Martha Coolidge', 'Calder Willingham']",Calder Willingham,-1991,/title/tt0102753/,10.163,61.0,False,http://image.tmdb.org/t/p/w500/hAoluBzewlMqRH4mgFJvr4EPOMw.jpg,112.0,Innocence has never been so seductive.
My Girl 2,1 hour 39 minutes,5.2,20K,"['Comedy', 'Drama', 'Family']","Vada Sultenfuss must go to LA to stay with her Uncle Phil to do some research on her mother's life, but finds much more.","['numbered sequel', 'teenage protagonist', 'female protagonist', 'teenage girl', 'small town', 'boyfriend girlfriend relationship', '1970s', 'sequel', 'watching tv', 'reference to a zodiac sign', 'holiday', 'loss of loved one', 'research', 'cousin', 'spring', 'uncle']",Howard Zieff,"['Janet Kovalcik', 'Dan Aykroyd', 'Jamie Lee Curtis', 'Anna Chlumsky', 'Howard Zieff']",Laurice Elehwany,-1994,/title/tt0110613/,18.822,429.0,False,http://image.tmdb.org/t/p/w500/hEZ6L72eBORRnoUxf4pip5U76pq.jpg,99.0,There's being a kid. There's being a adult. And then there's that year in between.
Biutiful,2 hours 28 minutes,7.4,90K,"['Drama', 'Romance']",A man dying of cancer tries his best to leave the world on his own terms.,"['male ponytail', 'babysitter', 'marriage', 'illegal immigration', 'illness', 'washing hands', 'washing face', 'watch', 'blowing out a candle', 'drug abuse', 'barcelona, spain', 'immigrant', 'undocumented immigrant', 'chinese', 'single father']",Alejandro G. Iñárritu,"['Armando Bo', 'Nicolás Giacobone', 'Javier Bardem', 'Maricel Álvarez', 'Hanaa Bouchaib']",Alejandro G. Iñárritu,-2010,/title/tt1164999/,10.881,1016.0,False,http://image.tmdb.org/t/p/w500/8cj0Q2uFfpTkCw4gMqqcTBpdoqF.jpg,148.0,"You don't choose your family. We all belong to somebody, but to belong to Uxbal and Marambra, is both a blessing and a curse."
The Cooler,1 hour 41 minutes,6.9,34K,"['Drama', 'Romance']","In an old school Las Vegas casino, its top gambling jinx breaks his curse when he falls in love, much to his boss' consternation.","['casino', 'public nudity', 'leg spreading', 'female pubic hair', 'female full frontal nudity', 'female rear nudity', 'scantily clad female', 'cleavage', 'orgasm', 'cunnilingus', 'casino', 'hotel', 'drug abuse', 'card game', 'jinx', 'bad luck', 'las vegas', 'voyeurism']",Wayne Kramer,"['Wayne Kramer', 'William H. Macy', 'Maria Bello', 'Alec Baldwin', 'Wayne Kramer']",Frank Hannah,-2003,/title/tt0318374/,9.237,310.0,False,http://image.tmdb.org/t/p/w500/gq3cZxo7SS6HAXdaxObLIyw9N1r.jpg,101.0,When your life depends on losing... the last thing you need is lady luck.
The Fly II,"$20,021,322",5.1,23K,"['Drama', 'Horror', 'Sci-Fi']","The almost-human son of ""Brundlefly"" searches for a cure to his mutated genes while being monitored by a nefarious corporation that wishes to continue his father's experiments.","['scientist', 'teleportation', 'sex scene', 'motel', 'orphan', 'childbirth', 'laboratory animal', 'laboratory', 'woman on top', 'male nudity', 'monster', 'experiment', 'industrialist', 'mutation', 'transformation', 'sequel', 'gore', 'fly (insect)', 'animal horror']",Chris Walas,"['Jim Wheat', 'Ken Wheat', 'Eric Stoltz', 'Daphne Zuniga', 'Lee Richardson']",Mick Garris,-1989,/title/tt0097368/,18.913,562.0,False,http://image.tmdb.org/t/p/w500/gORksEPahEgO409HYJOZlNVyEpe.jpg,105.0,Like Father Like Son
Karen,not-released,2.7,2.4K,"['Crime', 'Drama', 'Thriller']","Karen attempts to displace the new Black family that moved into the neighborhood, but they won't back down without a fight.","['racist', 'reference to black lives matter', 'security camera', 'neighbor neighbor relationship', 'smoking marijuana', 'suburbs', 'antifreeze', 'home owners association', 'house warming party', 'fruitcake', 'racial hatred']",Coke Daniels,"['Taryn Manning', 'Cory Hardrict', 'Jasmine Burke', 'Coke Daniels', 'Coke Daniels']",Coke Daniels,(I) (2021),/title/tt12636872/,8.142,35.0,False,http://image.tmdb.org/t/p/w500/a8J5xyJIPiNG2FGQVMt4IHHaY9M.jpg,89.0,Not all neighbors are friendly.
Gallipoli,"A$2,600,000 (estimated)",7.4,40K,"['Adventure', 'Drama', 'History']",Two Australian sprinters face the brutal realities of war when they are sent to fight in the Gallipoli campaign in Turkey during World War I.,"['world war one', 'irishman abroad', 'ottoman empire', 'world war one soldier', 'reference to jungle book the novel', ""reference to kipling's jungle book"", 'trainhopping', 'freighthopping', ""reference to napoleon's egyptian campaign"", 'anzac', 'world war i', 'battle assignment', 'british empire', 'troops', 'australia', 'turkey', 'army', 'turkish army', 'anti war', 'perth, australia', '1910s', 'gallipoli campaign', 'anzac']",Peter Weir,"['Peter Weir', 'Ernest Raymond', 'Mel Gibson', 'Mark Lee', 'Bill Kerr']",David Williamson,-1981,/title/tt0082432/,12.154,422.0,False,http://image.tmdb.org/t/p/w500/un7VCqTmjrq3u75mQ204a8tofD4.jpg,112.0,"From a place you've never heard of, comes a story you'll never forget."
The Man in the Moon,1 hour 39 minutes,7.3,17K,"['Drama', 'Romance']",A coming of age story set in the south of the U.S. when Elvis was King.,"['coming of age', 'nude swimming', 'year 1957', 'sister sister relationship', 'southern u.s.', 'child abuse', 'teen movie', 'astronomical object in title', 'timeframe 1950s', 'female rear nudity', 'sibling relationship', 'louisiana', 'coming of age', 'skinny dipping', 'first love', 'tractor accident', '1950s', 'sister sister relationship']",Robert Mulligan,"['Sam Waterston', 'Tess Harper', 'Gail Strickland', 'Robert Mulligan', 'Jenny Wingfield']",Jenny Wingfield,-1991,/title/tt0102388/,12.878,253.0,False,http://image.tmdb.org/t/p/w500/57r0TXlqV5GIn4h0Htgh81OZou9.jpg,99.0,"Remember when you couldn't wait for your life to begin... and then, one day, it did?"
Colors of Love,not-released,5.6,1.3K,"['Drama', 'Romance']","When librarian Taylor Harris suddenly loses her job, she visits her brother's small town in Montana, where she gets involved in helping save her brother's small-town hotel from tycoon, Joel Sheenan, who wants to renovate it.","['librarian', 'seattle washington', 'laid off from a job', 'brother sister relationship', 'montana', 'interracial marriage', 'public library', 'hotel', 'business manager', 'software developer']",Bradley Walsh,"['Jessica Lowndes', 'Chad Michael Murray', 'Dennis Andres', 'Bradley Walsh', 'Emily Golden']",Emily Golden,-2021,/title/tt13273728/,1.236,2.0,False,http://image.tmdb.org/t/p/w500/dVLIOH1jQzwWybpU0dxZF3vk9fP.jpg,90.0,Ritsa
Calvary,1 hour 42 minutes,7.4,59K,"['Crime', 'Drama', 'Mystery']","After he is threatened during a confession, a good-natured priest must battle the dark forces closing in around him.","['priest', 'death threat', 'confessional', 'catholic church', ""priest's daughter"", 'murder', 'surfing', 'ireland', 'catholic', 'gun', 'priest', 'ireland', 'recovering alcoholic', 'catholic church', 'confessional', 'death threat']",John Michael McDonagh,"['Brendan Gleeson', ""Chris O'Dowd"", 'Kelly Reilly', 'John Michael McDonagh', 'John Michael McDonagh']",John Michael McDonagh,-2014,/title/tt2234003/,9.794,862.0,False,http://image.tmdb.org/t/p/w500/jzgiam18I0gR20LB8BAE5u4dIdm.jpg,102.0,Killing a priest on a Sunday. That’ll be a good one.
Hereafter,2 hours 9 minutes,6.5,93K,"['Drama', 'Fantasy', 'Romance']","A drama centered on three people - a blue-collar American, a French journalist and a London school boy - who are touched by death in different ways.","['near death experience', 'car', 'airplane', 'italian food', 'crying', 'eiffel tower', 'bully', 'job loss', 'billiards', 'reading', 'journalist', 'afterlife', 'tsunami']",Clint Eastwood,"['Matt Damon', 'Cécile de France', 'Bryce Dallas Howard', 'Clint Eastwood', 'Peter Morgan']",Peter Morgan,-2010,/title/tt1212419/,17.691,1515.0,False,http://image.tmdb.org/t/p/w500/nOy0X8XSmSDOuwV8pqT70WoWHwT.jpg,129.0,Touched by death. Changed by life.
Seriously Red,not-released,7,49,['Drama'],A realtor pursues a new career as a Dolly Parton impersonator.,"['f rated', 'dolly']",Gracie Otto,"['Krew Boylan', 'Daniel Webber', 'Rose Byrne', 'Gracie Otto', 'Krew Boylan']",Krew Boylan,-2022,/title/tt4586828/,6.783,12.0,False,http://image.tmdb.org/t/p/w500/pt4GDCqpa7w6zk9XBXnKOKyAkLV.jpg,98.0,Think big. Dream bigger.
