movie title,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,path
Agni Siragugal,"['Action', 'Thriller']",,[],Naveen,"['Arun Vijay', 'Vijay Antony', 'Prakash Raj', 'Naveen', 'Naveen']",Naveen,/title/tt10300630/
Jishin rettô,"['Action', 'Drama', 'Sci-Fi']","A large earthquake hits Tokyo, which was predicted by a seismologist but was ignored.","['earthquake', 'two word title', 'location in title', 'disaster film', 'falling from height', 'disaster']",Kenjirô Ohmori,"['Hiroshi Katsuno', 'Toshiyuki Nagashima', 'Yumi Takigawa', 'Kenjirô Ohmori', 'Kaneto Shindô']",Kaneto Shindô,/title/tt0080962/
Young Rebels,"['Action', 'Adventure']",One man (Jon Greene) against the drug cartel.,"['bedroom', 'bare breasts', 'thong', 'stripper', 'tan line', 'dancing', 'barroom brawl', 'smuggling', 'corrupt police', 'chase']",Amir Shervan,"['Jon Greene', 'Tadashi Yamashita', ""Robert Z'Dar"", 'Amir Shervan', 'Amir Shervan']",Amir Shervan,/title/tt2394099/
Way of the Warriors,"['Action', 'Drama', 'Sport']","Led by an inspired coach and his two sons, a high school hockey team from a small mining town in Northern Minnesota overcomes great challenges on and off the ice to win an improbable state championship.","['hockey', 'small town', 'underdog', 'minnesota', 'warrior']",John Montague,"['Burt Young', 'Brian Van Holt', 'Marisa Coughlan', 'John Montague', 'John Montague']",John Montague,/title/tt5642274/
Savage Harbor,"['Action', 'Drama']","A sailor on shore leave meets a troubled woman and promises to marry her on his next leave, but after coming back, he finds that she has disappeared under suspicious circumstances.","['christmas', 'synth theme song', 'garter belt', 'bare breasts', 'shore leave', 'prostitute', 'sailor', 'female nudity', 'independent film']",Carl Monson,"['Frank Stallone', 'Christopher Mitchum', 'Karen Mayo-Chandler', 'Carl Monson', 'Carl Monson']",Carl Monson,/title/tt0093919/
Surviving the Wild,"['Action', 'Adventure', 'Family']","Following the untimely death of his grandpa Gus, thirteen-year-old Shaun disregards his parents' wishes and embarks upon a great journey into the wild with his dog Riley to spread his grandpa's ashes from a remote mountaintop.",['death'],Patrick Alessandrin,"['Steven Paul', 'Jon Voight', 'Jamie Kennedy', 'Vail Bloom', 'Patrick Alessandrin']",Mark Hefti,/title/tt6212378/
East of Sumatra,"['Action', 'Adventure', 'Romance']","Tough Duke Mullane tries to open a new mine in the jungle, but the natives turn hostile...except for one lissome dancer.","['timeframe 1950s', 'jungle', 'poisoned dart', 'tin mine', 'lighter', 'mining corporation', 'accidental fire', 'rice crop', 'starvation', 'temple']",Budd Boetticher,"['Jack Natteford', 'Frank Gill Jr.', 'Jeff Chandler', 'Marilyn Maxwell', 'Anthony Quinn']",Louis L'Amour,/title/tt0045716/
Patra Vaitha Nerupondru,"['Action', 'Crime', 'Thriller']","The movie revolves around the murder of a delivery boy. And more murders happen. After some serious probing, it is suspected that a huge mafia network behind these murders. How the culprits are tracked down is the rest of the movie.",[],Vinoth Rajendran,"['Ranjith', 'Dinesh Sadasivam', 'Smruthi Venkat', 'Vinoth Rajendran', 'Vinoth Rajendran']",Vinoth Rajendran,/title/tt13330846/
Paradise,['Action'],"Ella has a reputation for two things: being a rebellious punk and the fastest gun around. When corrupt officials try to cover up her father's murder, she cuts a swath through the weird anachronistic underbelly of her small island town.",[],Max Isaacson,"['Max Isaacson', 'Patricia Allison', 'Tate Donovan', 'Myles Evans', 'Max Isaacson']",Tony Borden,/title/tt15677238/
Milarepa,"['Action', 'Adventure', 'Biography']","Milarepa is a tale of greed and vengeance - demons, magic, murder and redemption. It is the story of the man who became Tibet's greatest mystic.","['tibet', 'magician', '11th century', 'asia', 'saint', 'meditation', 'lama', 'tibetan traditions', 'buddhism', 'based on true story']",Neten Chokling,"['Tenzing Choyang Gyari', 'Orgyen Tobgyal', 'Kelsang Chukie Tethtong', 'Jamyang Lodro', 'Neten Chokling']",Neten Chokling,/title/tt0499238/
Balupu,"['Action', 'Comedy']",Ravi (Ravi Teja) works as a collection agent of ICICI in Bangalore and leads a happy life along with his friends and his father Mohan Rao (Prakash Raj) who wishes to see Ravi married to a girl soon. Once Ravi rushes to a Hospital where his friend ('Satyam' Rajesh) is admitted as ... Read all,"['wedding', 'abduction', 'crime boss', 'flashback', ""fight in men's room"", 'interrupted wedding', 'fight']",Gopichand Malineni,"['K.S. Ravindra', 'Veligonda Srinivas', 'Ravi Teja', 'Shruti Haasan', 'Anjali']",Kona Venkat,/title/tt2654480/
Lootere,"['Action', 'Romance', 'Thriller']",A police officer is tasked with protecting a murder witness.,"['witness protection', 'police officer', 'violence', 'psychopath', 'murder of a police officer', 'evil man', 'good versus evil', 'best friend', 'two man army', 'falling in love']",Dharmesh Darshan,"['Rajeev Kaul', 'Kamlesh Pandey', 'Sunny Deol', 'Juhi Chawla', 'Dinesh Anand']",Dharmesh Darshan,/title/tt0107440/
The Wasteland,['Action'],,[],Stephanie Bursill,"['Charleen Williams', 'Stephanie Bursill', 'Amir Bengard', 'Charleen Williams', '2022 (United States)']",Amir Bengard,/title/tt14017492/
The Wasteland,"['Drama', 'Horror', 'Mystery']","The tranquil lives of a family isolated from the rest of society are disturbed by a terrifying creature, testing the ties that bind them together.","['beast', 'society', 'child', 'creature', 'horizon', 'middle', 'secret', '19th century', 'axe', 'shotgun']",David Casademunt,"['Martí Lucas', 'Fran Menchón', 'Inma Cuesta', 'Roberto Álamo', 'Logan Hannan']",David Casademunt,/title/tt14017492/
The Huns,"['Action', 'Adventure', 'History']","It was a primitive time long ago when the nomadic tribes of the Huns ruled the Great Steppes. After her clan is destroyed, Hora is taken captive but secretly plans to seek her revenge. In this barbaric world of violent warriors and ritualistic shamans, she must devise a plan to s... Read all","['huns', 'battle', 'clan']",Peter Angelov,"['Sergey Bara', 'Ivan Bezborodov', 'Berik Burmakov', 'Peter Angelov', 'Roman Ershov']",Roman Ershov,/title/tt14111328/
The Huns,"['Action', 'Adventure']","An orphan (Chelo Alonso), raised by a foreign tribe, becomes a warrior queen and falls in love with the leader of her enemies.","['murder', 'queen', 'peplum']",Sergio Grieco,"['Rate Furlan', 'Eric Klauss', 'Chelo Alonso', 'Jacques Sernas', 'Mario Petri']",Marcello Ciorciolini,/title/tt14111328/
Rising Fear,"['Action', 'Drama']","When terrorists take America hostage, a rogue marine sets out to stop them.","['marine', 'cgi', 'directed by star', 'low budget film', 'terrorist', 'fugitive', 'no opening credits', 'pittsburgh pennsylvania', 'terrorist attack', 'snow']",Tom Getty,"['Tom Getty', 'Curtis Caldwell', 'Phil Lewis', 'Tom Getty', 'Tom Getty']",Tom Getty,/title/tt3006588/
Sparta,"['Action', 'Sport']","Rectangular ring and two teams of fighters opposite each other. When the forces are over, the comrade is replaced by the one behind him... This is Sparta! A new spectacular kind of martial arts. Sparta for the former champion in fights without rules Nikolay is the only opportunit... Read all",[],Nikolay Kudryashov,"['Nikolay Kudryashov', 'Denis Nikiforov', 'Vladimir Epifantsev', 'Nikolay Kudryashov', 'Vyacheslav Akulov']",Vyacheslav Akulov,/title/tt6844328/
Black Thunder,"['Action', 'Drama', 'Thriller']","A top secret stealth fighter is stolen. Only Navy Test Pilot Vince Connors can recover the plane and bring it back in one piece. Battling terrorists, and flying with deadly nerve gas, he has to evade his mentor, now the enemy's top pilot.","['murder of a nude woman', 'woman murders a man', 'nudity', 'two word title', 'body lands on a car', 'car falls off a cliff', 'knocked unconscious', 'knocked unconscious with a gun butt', 'military', 'test pilot']",Rick Jacobson,"['Michael Dudikoff', 'Richard Norton', 'Michael Cavanaugh', 'Rick Jacobson', 'William C. Martell']",William C. Martell,/title/tt0118732/
The Taint,"['Action', 'Comedy', 'Horror']","The water is tainted. The Taint poisons the minds of men. It turns them into raging misogynists: monsters who want nothing more than to crush women's heads with rocks (or other objects). When society is transformed into a land of sadistic violence and horrible brutality, it is up... Read all","['nipples', 'vomit', 'nightmare', 'scythe', 'bouncing breasts', 'bare breasts', 'violence', 'castration', 'water', 'misogynist']",Drew Bolduc,"['Drew Bolduc', 'Drew Bolduc', 'Colleen Walsh', 'Cody Crenshaw', 'Drew Bolduc']",Dan Nelson,/title/tt1667133/
Bull,['Action'],Action film inspired by the real-life events of Brigadier Bulsara of Indian Army.,[],Aseem Arrora,"['Shahid Kapoor', 'Aseem Arrora', 'Parveez Sheikh', 'Shahid Kapoor', 'Aseem Arrora']",Parveez Sheikh,/title/tt15731658/
Running on Empty,"['Action', 'Drama', 'Sport']","Mike is a young man who is a budding street racer, and owner of a Ford Falcon GT-HO Phase III. His best mate and mechanic, Tony, are both steel workers by day, but when they aren't working, they are racing.","['race', 'striking a match', 'victory', 'ozploitation', 'neon sign', 'police', 'car', 'australia', 'photography', 'speeding vehicle']",John Clark,"['John Clark', 'Terry Serio', 'Deborah Conway', 'Max Cullen', 'John Clark']",Barry Tomblin,/title/tt0084616/
Namak Halaal,"['Action', 'Comedy', 'Drama']","Brought up by his grandfather, Arjun Singh moves to the city in search of a new job and life. While in the city he meets Bhairon, who helps him find a job as a singer in a 5-star hotel owned by Raja.","['record player', 'faked death', 'song', 'inheritance', 'camera', 'private detective', 'lifting someone into the air', 'falling into water', 'shoe', 'housekeeping']",Prakash Mehra,"['Kader Khan', 'Waheeda Rehman', 'Shashi Kapoor', 'Amitabh Bachchan', 'Prakash Mehra']",Surendra Kaul,/title/tt0084385/
Revelation,"['Action', 'Drama', 'Horror']","In this sequel to Apocalypse: Caught in the Eye of the Storm (1998), police officer in search for answers, Thorold Stone, joins a rebel group of Christians to thwart the Antichrist's plan to use virtual reality to solidify its power.","['reference to the illuminati', 'death in virtual reality kills for real', 'disaster film', 'reference to virtual reality', 'sequel', 'second part', 'christian', 'messiah', 'christianity', 'broken electronic works']",André van Heerden,"['Peter Lalonde', 'Jeff Fahey', 'Nick Mancuso', 'Tony Nappo', 'André van Heerden']",Paul Lalonde,/title/tt0161942/
Shiva,"['Action', 'Crime', 'Drama']","Shiva is disgusted by the corruption in and around his new college, and along with his friends, he decides to take a stand against the status quo.","['brother brother relationship', 'politician', 'organized crime', 'student union', 'election', 'crime boss', 'professor', 'rivalry', 'showdown', 'love']",Ram Gopal Varma,"['Tanikella Bharani', 'Iqbal Durrani', 'Nagarjuna Akkineni', 'Amala Akkineni', 'Raghuvaran']",Azam,/title/tt0248428/
Zombies of the Stratosphere,"['Action', 'Adventure', 'Sci-Fi']",The invaders come to Earth to create an H-bomb to blast Earth out of orbit so that Mars can take its place.,"['double feature film', 'double cross', 'chapter play', 'cliffhanger', 'deadly ray gun', 'invasion from a mystery planet', 'unidentified flying object', 'invasion of earth', 'world security agent', 'transfer from rocket ship to covered truck']",Fred C. Brannon,"['Judd Holdren', 'Aline Towne', 'Wilson Wood', 'Fred C. Brannon', 'Ronald Davidson']",Ronald Davidson,/title/tt0045352/
Warrior Savitri,"['Action', 'Thriller']","A modern day adaptation of the legendary fable of Savitri, Satyavaan and Yamaraj from Mahabharata, one of the major Sanskrit epics of ancient India. The modern day Savitri is adept in martial arts and will do anything to save her husband.",['husband'],Param Gill,"['Niharica Raizada', 'Rajat Barmecha', 'Om Puri', 'Param Gill', 'Param Gill']",Param Gill,/title/tt4642936/
What Waits Below,"['Action', 'Horror']","The U.S. government has been using deep caves in Central America as bases for a special type of radio transmitter used for communicating with submaries. When the signal from one of these transmitters suddenly disappears, a team of soldiers and cave specialists is sent in to find ... Read all","['cave', 'albino', 'lost race', 'subterranean', 'woodville alabama', 'independent film']",Don Sharp,"['Christy Marx', ""Robert Vincent O'Neil"", 'Robert Powell', 'Timothy Bottoms', 'Lisa Blount']",Freddie Francis,/title/tt0088392/
Wounded,"['Action', 'Crime', 'Thriller']",The forest rangers Julie Clayton and her boyfriend Don Powell find several grizzly-bear slaughtered in the forest. They report to their superior and he comes with the FBI Agent Eric Ashton and his partner and other rangers. They team-up and go to the wilderness by helicopter to s... Read all,"['fbi federal bureau of investigation', 'wildlife', 'poacher', 'psychiatric hospital', 'toilet', 'bear', 'public phone', 'poaching', 'psychiatrist', 'hospital']",Richard Martin,"['Lindsay Bourne', 'Mädchen Amick', 'Graham Greene', 'Adrian Pasdar', 'Richard Martin']",Harry Longstreet,/title/tt0120534/
Battlefield 2025,"['Action', 'Adventure', 'Horror']","Weekend campers, an escaped convict, young lovers and a police officer experience a night of terror when a hostile visitor from another world descends on a small Arizona town.",['police'],Joseph Mbah,"['Joseph Mbah', 'Jose Rosete', 'Anna Harr', 'Dustin Leighton', 'Joseph Mbah']",Robert Conway,/title/tt8134980/
J2: J Retribusi,['Action'],"Jay, a bodyguard, races against time to save his boss, businessman Dato' Hashim and his daughter Nadi, against a hostile hostage situation.",['sequel'],Nazrul Asraff Mahzan,"['Alfie Palermo', 'Azhar Amirulhisyam', 'Anwari Ashraf', 'Zul Ariffin', 'Ashraf Sinclair']",Nazim Shah,/title/tt11347406/
The Lies We Tell But the Secrets We Keep: Part 3,"['Action', 'Drama', 'Romance']",The conclusion to the epic urban saga of 'The Lies We Tell...' Roni seeks revenge on Tank because she feels as if Tank had something to do with Bri being shot. So she takes matters into her own hands.,['revenge'],Milon V. Parker,"['Aaron Badie', 'Anita Nicole Brown', 'Andrea V. Dean', 'Milon V. Parker', 'Milon V. Parker']",Milon V. Parker,/title/tt4345774/
Ninja Vengeance,"['Action', 'Drama']","After he witnesses the death of a black law student, Chris, an American ninja, decides to clean little redneck town from the Ku Klux Klan.","['ninja', 'handcuffed man', 'burning barn', 'fighting', 'ninja training', 'anti racism', 'martial arts', 'ninjitsu', 'independent film']",Karl Armstrong,"['Carrie Armstrong', 'Janet Pawlak', 'David Paul Lord', 'Craig Boyett', 'Karl Armstrong']",Karl Armstrong,/title/tt0095745/
My Pet Dinosaur,"['Action', 'Adventure', 'Family']",A troubled town is plunged into chaos when a boy accidentally makes a new friend.,"['australian science fiction', 'australian fantasy']",Matt Drummond,"['Jordan Dulieu', 'Annabel Wolfe', 'Scott Irwin', 'Matt Drummond', 'Matt Drummond']",Matt Drummond,/title/tt6055082/
Death Brings Roses,['Action'],"Chuck Watts, a fugitive wanted for manslaughter in Kentucky, has been keeping a relatively low profile as an enforcer for Andrew Max, the man who controls the strippers and hookers of New Orleans' club circuit. Unknown to Chuck, Max runs an extensive crime empire with a reach far... Read all",[],Jack Weis,"['Scott Brady', 'Jeff Chamberlain', 'April Clough', 'Jack Weis', 'Jack Weis']",Jack Weis,/title/tt2321247/
