movie title,Run Time,Rating,User Rating,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,year,path,Popularity,Votes,Adult,Poster Image,Runtime,Taglines
The Colossus of New York,not-released,5.8,1.1K,"['Horror', 'Sci-Fi']","A brilliant surgeon encases his dead son's brain in a large robot body, with unintended results...","['brainwave', 'kaiju', 'gin martini', 'psychotronic film', 'creature feature', 'brain', 'robot', 'kill switch', 'united nations building', 'back from the dead', 'laboratory', 'doctor', 'robot', 'scientist', 'brain transplant']",Eugène Lourié,"['Willis Goldbeck', 'John Baragrey', 'Mala Powers', 'Otto Kruger', 'Eugène Lourié']",Thelma Schnee,-1958,/title/tt0051484/,3.134,31.0,False,http://image.tmdb.org/t/p/w500/9kSws2eCyBOFgu0JCYZpmFEgZ9u.jpg,70.0,Towering above the skyline ~ an indestructible creature whose eyes rain death and destruction!
Andover,not-released,5.5,5.2K,"['Comedy', 'Drama', 'Romance']","A genetics professor clones his dead wife, over and over, in a desperate attempt to get her back exactly as she was.","['cloning', 'genetics', 'college professor', 'grieving', 'dead wife', 'raised from the dead', 'geneticist', 'tied feet', 'tape over mouth', 'clone', 'loss of loved one', 'husband wife relationship', 'obsession', 'artist', 'grief', 'widower', 'in-laws', 'denial', 'true love', 'glass blowing', 'college student', 'death of wife', 'ethics', 'college professor', 'nature vs nurture', 'human cloning', 'genetic scientist', 'colleagues', 'scientific experiment', 'deep sadness', 'newlyweds']",Scott Perlman,"['Jonathan Silverman', 'Jennifer Finnigan', 'Richard Kind', 'Scott Perlman', 'Scott Perlman']",Scott Perlman,-2017,/title/tt5605076/,5.333,40.0,False,http://image.tmdb.org/t/p/w500/1FVXqYkHTMyCsqrBWJ7qUNKcwUT.jpg,91.0,
Cold Ground,not-released,5.3,4.1K,"['Horror', 'Mystery', 'Sci-Fi']",The lucky ones freeze to death.,"['hill', 'snow', 'forest', 'cold', 'ice', 'b horror', '1970s', 'mutation', 'b movie', 'handheld camera', 'found footage', 'cold weather']",Fabien Delage,"['Doug Rand', 'Philip Schurer', 'Gala Besson', 'Fabien Delage', 'Fabien Delage']",Fabien Delage,-2017,/title/tt4144350/,3.995,53.0,False,http://image.tmdb.org/t/p/w500/yBVtWhp6EEuPK7AyIaITrPAzZeJ.jpg,86.0,The lucky ones freeze to death.
S Club Seeing Double,1 hour 31 minutes,3.9,1.1K,"['Comedy', 'Drama', 'Musical']","When the members of S Club complain about how tough it is to stay on top, they find themselves replaced by lookalikes... or are they?","['bound and gagged', 'lip syncing', 'actress playing herself', 'actor playing himself', 'rock band', 'interrogation', 'clone']",Nigel Dick,"['Paul Alexander', 'Bradley McIntosh', 'Hannah Spearritt', ""Jo O'Meara"", 'Nigel Dick']",Kim Fuller,-2003,/title/tt0362107/,2.426,17.0,False,http://image.tmdb.org/t/p/w500/3xpVlA4dFZyZtwz0gQD7CoBn8yv.jpg,91.0,Join the club for double the fun
Cryptid,not-released,no-rating,0,"['Horror', 'Sci-Fi']","A small rural town in Maine is shocked as a mysterious animal leaves a local resident brutally ripped apart. Deemed to be a random bear attack by town officials, freelance journalist Max Frome suspects it might be something more.","['journalist', 'monster', 'cave', 'animal attack', 'giant lizard', 'forest', 'maine', 'reporter', 'creature', 'hunting', 'news reporter', 'man eating monster', 'animal monster', 'baby monster']",Brad Rego,"['Ellen Adair', ""Kevin O'Rourke"", 'Nicholas Baroudi', 'Brad Rego', 'Brad Rego']",Brad Rego,-2022,/title/tt4974812/,2.886,7.0,False,http://image.tmdb.org/t/p/w500/7co40dkpueinjxBOcVzxh3ZskLo.jpg,114.0,noun: cryp·​tid | krip-təd - an animal rumored to exist but never proven
Tribulation,not-released,4.7,919,"['Drama', 'Sci-Fi', 'Thriller']","Tom Canboro is a police detective with a Christian sister, Eileen, a brother, Calvin, a wife, Susan, and eccentric brother-in-law, Jason. One night, Jason seemingly goes insane and tries to kill Eileen, calling her a ""hater"". Tom soon realises this may be a conspiracy going as fa... Read all","['christian', 'messiah', 'hospital', 'antichrist', '666', 'mark of the beast', 'christian film', 'tragic event', 'future', 'dystopia', 'anti-christ', 'christian film']",André van Heerden,"['Paul Lalonde', 'Gary Busey', 'Howie Mandel', 'Nick Mancuso', 'André van Heerden']",Peter Lalonde,-2000,/title/tt0202236/,3.953,7.0,False,http://image.tmdb.org/t/p/w500/cTXjjh8Vku9DIBtmLrGu0cz5tNX.jpg,95.0,One man will need the end of the world... to find all that he has lost.
WifeLike,not-released,no-rating,0,['Sci-Fi'],,"['ai robots', 'futuristic', 'artificial intelligence (a.i.)', 'robot girl', 'near future', 'robot wife']",James Bird,"['Elena Kampouris', 'Doron Bell', 'Agam Darshi', 'James Bird', 'James Bird']",James Bird,-2022,/title/tt15978956/,41.985,167.0,False,http://image.tmdb.org/t/p/w500/tea2gDZPxw0wfKC2S2VRWHagtt4.jpg,106.0,
Demonwarp,1 hour 31 minutes,4.7,667,"['Horror', 'Mystery', 'Sci-Fi']","A man and his daughter are attacked in the woods by what they believe is a Bigfoot-type creature. However, they soon begin to suspect that they may have stumbled onto a nest of aliens in a hidden spacecraft.","['alien', 'sunbathing', 'female frontal nudity', 'bigfoot', 'stalker', 'female nudity', 'cabin', 'monster', 'forest', 'spaceship', 'space marine', 'camping', 'cave', 'bigfoot', 'nightmare', 'alien life-form', 'forest', 'zombie']",Emmett Alston,"['Jim Bertges', 'John Carl Buechler', 'George Kennedy', ""David Michael O'Neill"", 'Pamela Gilbert']",Bruce Akiyama,-1988,/title/tt0094998/,2.447,14.0,False,http://image.tmdb.org/t/p/w500/zg4jUEjRhHmTD1iu2MlpTfWXbn1.jpg,91.0,Enter a prime-evil world of future shock and alien terror.
The Exotic Time Machine,not-released,3.6,333,['Sci-Fi'],"A time machine transports two curious pleasure seekers to the deepest reaches of the erotic past, where they enjoy historical adventures beyond imagination.","['time travel', 'softcore', 'male nudity', 'male frontal nudity', 'female full frontal nudity', 'female nudity', 'erotica', 'independent film', 'psychotronic film', 'female rear nudity', 'woman director']",Felicia Sinclair,"['Gabriella Hall', 'Joseph Daniels', 'Nikki Fritz', 'Felicia Sinclair', 'Don Pascual']",Don Pascual,-1998,/title/tt0162315/,2.016,5.0,False,http://image.tmdb.org/t/p/w500/xPqMYlrDf5MDiA5SLREjPym9eVO.jpg,78.0,Take the ultimate pleasure trip.
How to Make a Monster,not-released,5.5,1.3K,"['Horror', 'Sci-Fi']","When a master monster make-up artist is sacked by the new bosses of American International studios, he uses his creations to exact revenge.","['fired', 'vengeance', 'monster', 'revenge', 'mind control', 'low budget film', 'b movie', 'interrogation', 'pink slip', 'amnesia', 'video game', 'monster', 'virtual reality']",Herbert L. Strock,"['Herman Cohen', 'Robert H. Harris', 'Paul Brinegar', 'Gary Conway', 'Herbert L. Strock']",Aben Kandel,-1958,/title/tt0051746/,5.995,32.0,False,http://image.tmdb.org/t/p/w500/1SYUhLRAe2hgw47aBWMxUG7f97X.jpg,91.0,What started out as a simple game... became a virtual nightmare.
It Lives Again,not-released,5.2,2.3K,"['Horror', 'Sci-Fi']",An epidemic of mutant monster babies sweeps America.,"['psychotronic film', 'monster', 'mutant', 'baby', 'dental mask', 'medical mask', 'latex gloves', 'surgical gown', 'creature feature', 'sequel to cult movie', 'baby', 'monster', 'mutant', 'sequel']",Larry Cohen,"['Frederic Forrest', 'Kathleen Lloyd', 'John P. Ryan', 'Larry Cohen', 'Larry Cohen']",Larry Cohen,-1978,/title/tt0077756/,5.574,66.0,False,http://image.tmdb.org/t/p/w500/kMQUMhYc6PipkMRsShYr0yGwi5a.jpg,91.0,The monster child returns - but now there are three!
P.U.N.K.S.,not-released,4.7,1.4K,"['Comedy', 'Sci-Fi']",A group of misfit teens evade a corrupt scientist when they steal and attempt to return a suit that delivers supernatural strength to its wearer.,"['atomic wedgie', 'acronym in title', 'super strength', 'independent film', 'title spoken by character', 'misfit', 'scientist', 'super strength']",Sean McNamara,"['Sean McNamara', 'Tim Redwine', 'Kenneth A. Brown', 'Patrick Renna', 'Sean McNamara']",Mark Cramer,-1999,/title/tt0130172/,3.916,14.0,False,http://image.tmdb.org/t/p/w500/ikX7XvF7PuaEZSEeF4pTzYhu0tm.jpg,98.0,
The First Man,1 hour 28 minutes,3.8,85,['Sci-Fi'],"The first alien man has arrived on earth, and no woman can refuse him.",['alien'],Danny Kuchuck,"['Heather Graham', 'Lesley Ann Warren', 'Roxana Zal', 'Danny Kuchuck', 'Danny Kuchuck']",Danny Kuchuck,-1996,/title/tt1373138/,2.484,2.0,False,http://image.tmdb.org/t/p/w500/9ZFgEcvv5YYUfiVHBN1qPn3p9qU.jpg,83.0,
The Curious Female,not-released,4.2,311,"['Comedy', 'Sci-Fi']","In the year 2177, the world is under the control of a master computer. For recreation, however, people are allowed to view sex tapes.","['psychotronic film', 'timeframe 2170s', 'female rear nudity', 'skinny dipping', 'sex', 'lesbianism', 'female nudity', 'nudity', 'matchmaker', 'psychedelic', 'eroticism', 'future', 'super computer', 'matchmaking', 'sex tape']",Paul Rapp,"['Angelique Pettyjohn', 'Charlene Jones', 'Bunny Allister', 'Paul Rapp', 'Paul Rapp']",Paul Rapp,-1970,/title/tt0123770/,2.057,10.0,False,http://image.tmdb.org/t/p/w500/kqtUenQUGVAUQGGnaADZkKKKNQj.jpg,87.0,No One Knows What Troubles Virgins Have...
The Drone,1 hour 22 minutes,4,3K,"['Comedy', 'Horror', 'Sci-Fi']",A newlywed couple is terrorized by a consumer drone that has become sentient with the consciousness of a deranged serial killer.,"['drone', 'voyeurism', 'hidden camera', 'stalking', 'husband wife relationship', 'newlywed couple', 'science gone wrong', 'listening to a radio', 'undressing', 'female objectification']",Jordan Rubin,"['Jon Kaplan', 'Jordan Rubin', 'Alex Essoe', 'John Brotherton', 'Anita Briem']",Al Kaplan,-2019,/title/tt7476524/,4.588,10.0,False,http://image.tmdb.org/t/p/w500/nutNpufkoDvtWLA3KGiq0DTDotj.jpg,90.0,Your Remote Has No Control
Frankenstein Island,not-released,2.1,1.2K,"['Horror', 'Sci-Fi']","When a hot-air balloon crashes on a remote island, the crew discovers Dr. Frankenstein's ancestor carrying on the family work, along with a race of mutants and a population of Amazons.","['doctor victor frankenstein character', 'island', 'amazon', 'balloon', 'zombie', 'remake', 'scientist', 'monster', ""frankenstein's monster"", 'independent film', 'monster', 'island', 'amazon rainforest', 'remake', 'balloon', 'zombie', 'scientist']",Jerry Warren,"['Robert Clarke', 'Steve Brodie', 'Cameron Mitchell', 'Jerry Warren', 'Jerry Warren']",Jerry Warren,-1981,/title/tt0082410/,2.405,17.0,False,http://image.tmdb.org/t/p/w500/cyQ9LrACK0ynI73ZyvW1XVEAIut.jpg,97.0,"The power is 7,000,000 volts--it's alive!"
Pulse Pounders,not-released,6.5,249,"['Fantasy', 'Horror', 'Sci-Fi']","In this 'sequel' anthology, the film offers a TRANCERS sequel written by original creators Danny Bilson and Paul DeMeo, a new Lovecraft adaptation THE EVIL CLERGYMAN, featuring Jeffrey Combs and Barbara Crampton, and finally a sequel to THE DUNGEONMASTER.","['time travel', 'anthology', 'sword and sorcery', 'h.p. lovecraft', 'anthology']",Charles Band,"['Danny Bilson', 'Paul De Meo', 'Barbara Crampton', 'Jeffrey Combs', 'David Warner']",Michael Cassutt,-1988,/title/tt0293905/,1.992,7.0,False,http://image.tmdb.org/t/p/w500/mdmFH3crqUwl2SubqOCDJUoUepF.jpg,77.0,"Three heart stopping tales in one film. Three new dimensions in terror, treachery and time travel."
From Other Worlds,not-released,4.8,220,"['Comedy', 'Sci-Fi']","A depressed Brooklyn housewife sleepwalks through her life until she is abducted by UFOs. Determined to solve the mystery of her otherworldly experiences, she embarks on a journey that leads to both romance and a new meaning of life.",['alien abduction'],Barry Strugatz,"['Cara Buono', 'Jay Oakerson', 'Isaach De Bankolé', 'Barry Strugatz', 'Barry Strugatz']",Barry Strugatz,-2004,/title/tt0363623/,2.466,8.0,False,http://image.tmdb.org/t/p/w500/oHqjqCeEROzXZUlG5bJejaS7EJ5.jpg,88.0,
Exit West,not-released,no-rating,0,"['Drama', 'Sci-Fi']",A young refugee couple from a war-torn country hear rumors that there are doors in the city they live that serve as portals to other destinations.,"['city', 'country', 'rumor']",Yann Demange,"['Riz Ahmed', 'Yann Demange', 'Mohsin Hamid', 'Riz Ahmed', 'Yann Demange']",Mohsin Hamid,,/title/tt7255366/,1.96,0.0,False,http://image.tmdb.org/t/p/w500/1L6qu81xAfSH8lBLD5QzeGgBjQ2.jpg,0.0,
Escape to Grizzly Mountain,1 hour 35 minutes,5.7,282,"['Family', 'Sci-Fi', 'Western']","Jimmy, a young boy trying to gain acceptance from his peers, is horrified when he sees a circus trainer abusing a bear cub. One of the circus employees tells Jimmy that there is a magic cave in the hills nearby that can transport people to another time, and that maybe he can use ... Read all","['time portal', 'accidental time travel', 'backwards time travel', 'mountain man', 'grizzly adams', 'log cabin', 'wilderness', 'mountain', 'grizzly bear', 'circus performer', 'grizzly bear', 'time travel', 'mountain man', 'boy and girl']",Anthony Dalesandro,"['Lisa Dalesandro', 'Eric Parkinson', 'Dan Haggerty', 'Jan-Michael Vincent', 'Miko Hughes']",Boon Collins,-2000,/title/tt0198460/,1.301,1.0,False,http://image.tmdb.org/t/p/w500/omWKtECDtSzAOTNiGZSAbHwSJn6.jpg,95.0,
The White King,1 hour 29 minutes,5.5,4.7K,"['Drama', 'Sci-Fi']",A 12-year-old boy rebels after a brutal government labels his father a traitor and imprisons him.,"['dystopia', 'boy', 'army camp', 'twins', 'f rated', 'based on novel', 'based on novel or book', 'dystopia', 'dictatorship', 'family', 'woman director']",Alex Helfrecht,"['György Dragomán', 'Alex Helfrecht', 'Jörg Tittel', 'Olivia Williams', 'Jonathan Pryce']",Jörg Tittel,-2016,/title/tt4211312/,4.583,39.0,False,http://image.tmdb.org/t/p/w500/cmMQKG8ca4xZLy9BtpXMfLXoIR2.jpg,89.0,The hardest thing to break is the human spirit.
Let's Be Evil,1 hour 22 minutes,4.3,8K,"['Horror', 'Reality-TV', 'Sci-Fi']",A vision of augmented reality.,"['child murders an adult', 'child murderer', 'subjective camera', 'murder of a child', 'tv interview', 'woman in jeopardy', 'psychotronic film', 'reference to virtual reality', 'augmented reality', 'facility', 'underground facility', 'augmented reality', 'gifted children']",Martin Owen,"['Elizabeth Morris', 'Jonathan Willis', 'Sophie Willis', 'Jules Brown', 'Elizabeth Morris']",Martin Owen,-2016,/title/tt3655682/,6.054,131.0,False,http://image.tmdb.org/t/p/w500/8HGEJzi4y1rajNtV7SBWeofTPIp.jpg,83.0,Evil see. Evil do.
Like Cattle Towards Glow,not-released,4.3,346,"['Drama', 'Sci-Fi']",Several short films about troubled gay youngsters who attempt to resolve their psychological issues through bizarre fetish play or sinister self expression.,"['male full frontal nudity', 'gay interest', 'male nudity', 'male pubic hair', 'masturbation', 'gay', 'gay erotica', 'male frontal nudity', 'pubic hair', 'blood']",Dennis Cooper,"['Dennis Cooper', 'Zac Farley', 'Nicolas Hau', 'Gabriel Norman', 'E.D. Yang']",Zac Farley,-2015,/title/tt5024728/,5.388,17.0,False,http://image.tmdb.org/t/p/w500/iM7bEnpqaLNUBZeCoHZHkXbEI87.jpg,93.0,
Sex Files: Digital Sex,not-released,4.4,104,['Sci-Fi'],,"['female nudity', 'virtual reality', 'nudity', 'sex', 'independent film', 'softcore', 'woman director']",Marcy Ronen,"['Chris Johnston', 'Lauren Hays', 'Alicia Anne', 'Marcy Ronen', 'Debra Black']",Debra Black,-1998,/title/tt0218157/,2.327,4.0,False,http://image.tmdb.org/t/p/w500/yWvwL2hz91lPniYe3xsJNR5xc3c.jpg,79.0,
A Distant Thunder,not-released,5.1,393,"['Drama', 'Sci-Fi']","The second film, A Thief in the Night being the first, A Distant Thunder continues the story of Patty, a young woman living in the ""end times"" referred to in biblical prophecy. This action suspense thriller finds Patty living as a fugitive, trying to hide from the ever increasing... Read all","['christian propaganda', 'end times', 'christian film', 'future', 'dystopia', 'eschatology', 'bible prophecy', 'religious persecution', 'religion', 'rapture aftermath', 'the rapture', 'religion']",Donald W. Thompson,"['Russell S. Doughten Jr.', 'Patty Dunning', 'Sally Johnson', 'Sandy Christen', 'Donald W. Thompson']",Donald W. Thompson,-1978,/title/tt0075945/,3.535,6.0,False,http://image.tmdb.org/t/p/w500/3IULjtwokpWraNFNqc88Lml1V91.jpg,76.0,"It begins where ""A Thief In the Night"" ENDED..."
Trip,not-released,3.7,315,"['Horror', 'Sci-Fi', 'Thriller']","A group of friends traveling in a dense forest accidentally meet two strangers, who they think are the killers. Things get complicated when they get caught by real killers.",[],Dennis Manjunath,"['Karunakaran', 'Sunaina', 'Dennis Manjunath', 'Yogi Babu', 'Karunakaran']",Yogi Babu,(I) (2021),/title/tt11444698/,1.553,3.0,False,http://image.tmdb.org/t/p/w500/l0Ytmevts7TZTRaJuiTJixLNHmj.jpg,94.0,Give me your eyes
Deep,not-released,4.8,1.4K,"['Drama', 'Mystery', 'Sci-Fi']",Four insomniac med school students are lured into a neuroscience experiment that spirals out of control and must find a way out before it's too late.,"['medical', 'school', 'student', 'teenager', 'boy', 'girl', 'dangerous', 'sleep', 'insomniac', 'insomnia', 'new york city', 'fish', 'octopus', 'eel', 'titanic', 'arctic polar circle region', 'kraken', 'shrimp']",Sita Likitvanichkul,"['Apirak Samudkidpisan', 'Sita Likitvanichkul', 'Kittitat Nokngam', 'Jetarin Ratanaserikiat', 'Panisara Rikulsurakan']",Jetarin Ratanaserikiat,-2021,/title/tt14880258/,14.783,132.0,False,http://image.tmdb.org/t/p/w500/zMZTBbBa9eevwpWoVIVHh4Gm1ij.jpg,92.0,"Under pressure, everything gets complicated"
Primal Rage,not-released,5.2,776,"['Horror', 'Sci-Fi', 'Thriller']","A scientist at a Florida university inadvertantly creates a ""rage virus"" while performing experiments intended to restore dead brain tissue in baboons. When a journalist for the college paper breaks into the campus lab, he's bitten by one of the infected baboons; the virus soon s... Read all","['animal experimentation', 'rage virus', 'halloween party', 'halloween', 'going berserk', 'rage zombie', 'open wound', 'infection', 'contagion', 'scientist', 'bigfoot', 'forest', 'woods', 'gore', 'car accident', 'bow and arrow', 'ex-con']",Vittorio Rambaldi,"['James Justice', 'Patrick Lowe', 'Cheryl Arutt', 'Sarah Buxton', 'Vittorio Rambaldi']",Umberto Lenzi,-2018,/title/tt5688868/,13.894,61.0,False,http://image.tmdb.org/t/p/w500/3FAxj6N9JsvB390qSIn82rvQIS7.jpg,106.0,The Legend of Oh-Mah
Abbott and Costello Go to Mars,1 hour 17 minutes,5.9,3.3K,"['Comedy', 'Family', 'Fantasy']","Two workmen accidentally launch a space rocket intended for Mars, and find mistakenly landing in New Orleans just the beginning of their misadventures.","['psychotronic film', 'new orleans', 'louisiana', 'carnivale', 'alien', 'monster movie', 'female monster', 'universal monsters', 'universal classic monster', 'thief', 'new orleans, louisiana', 'black and white', 'stilts', 'wrong turn', 'lie detection', 'giant dog', 'zero gravity', 'chrysler building', 'venus the planet', 'psychotronic']",Charles Lamont,"['John Grant', 'Howard Christie', 'Bud Abbott', 'Lou Costello', 'Robert Paige']",D.D. Beauchamp,-1953,/title/tt0045468/,7.608,44.0,False,http://image.tmdb.org/t/p/w500/wGnKIzOiymXrPq2GU5htrWVIXZK.jpg,77.0,They're too wild for one world!
G-Loc,not-released,4.5,1.6K,['Sci-Fi'],"Bran flees the cold, uninhabitable Earth. He hopes to get to Rhea, colonized by humans 582 years ago. Rheans are against new arrivals from Earth. He boards a Rhean spaceship with a cute, feisty Rhean.",['space'],Tom Paton,"['Stephen Moyer', 'Tala Gouveia', 'John Rhys-Davies', 'Tom Paton', 'Tom Paton']",Tom Paton,-2020,/title/tt9812258/,9.293,67.0,False,http://image.tmdb.org/t/p/w500/slAzFdmaGKxKH9qI8OEIocD3z1u.jpg,92.0,In the last days of Earth comes a new beginning
Dragon Day,1 hour 35 minutes,3.9,1.1K,"['Drama', 'Sci-Fi', 'Thriller']","A family getaway to a mountain town turns deadly when China launches a massive cyberattack against the USA, forcing former NSA engineer Duke Evans to fight to save his wife and daughter in the New World Order.","['future', 'post apocalypse', 'china', 'invasion', 'chaos']",Jeffrey Travis,"['Matt Patterson', 'Ethan Flower', 'Åsa Wallander', 'Jenn Gotzon', 'Jeffrey Travis']",Jeffrey Travis,-2013,/title/tt1772262/,2.892,15.0,False,http://image.tmdb.org/t/p/w500/cxnymLfjiDHVgoXdcbseteRqJAE.jpg,96.0,The hack is the attack.
The Area 51 Incident,not-released,no-rating,0,['Sci-Fi'],An outbreak occurs in the infamous Area 51 leading a group of survivors to an underground bunker.. only to learn.. they are not alone.,"['missing', 'banker', 'area 51', 'alien attack']",Scott Jeffrey,"['Craig David Dowsett', 'Tabitha Green', 'Megan Purvis', 'Scott Jeffrey', 'Tom Jolliffe']",Tom Jolliffe,,/title/tt12055088/,1.864,1.0,False,http://image.tmdb.org/t/p/w500/u5mdKymY2frgTSKR9EEi3UXc6xN.jpg,81.0,Scream all you want.
Time Chasers,1 hour 29 minutes,2.4,3.4K,['Sci-Fi'],"An inventor comes up with a time machine, but must prevent its abuse at the hands of an evil C.E.O.","['psychotronic film', 'low budget sci fi movie', 'timeframe 1950s', 'timeframe 2040s', 'b sci fi', 'future', 'airplane', 'limousine', 'cult film', '2040s', 'time travel', 'evil corporation']",David Giancola,"['Matthew Bruch', 'Bonnie Pritchard', 'Peter Harrington', 'David Giancola', 'David Giancola']",David Giancola,-1994,/title/tt0145529/,2.58,37.0,False,http://image.tmdb.org/t/p/w500/PDxAAvSnsjEIY128Au2Glvo5oM.jpg,89.0,Saving the future before time runs out…
Lobster Man from Mars,not-released,5.3,641,"['Comedy', 'Horror', 'Sci-Fi']","A movie mogul in search of a tax shelter screens a space parody about a young woman, a mad scientist and a space monster.","['cult film', 'sci fi parody', 'sci fi spoof', 'psychotronic film', '1980s', 'film student', 'film producer', 'goofball', 'parody', 'geyser']",Stanley Sheff,"['Stanley Sheff', 'Tommy Sledge', 'Deborah Foreman', 'S.D. Nemeth', 'Anthony Hickox']",Bob Greenberg,-1989,/title/tt0097768/,4.941,17.0,False,http://image.tmdb.org/t/p/w500/20ljcUzzd38xq93Cnb2FTuqrye7.jpg,84.0,
Incident at Montauk,1 hour,2.8,214,"['Horror', 'Mystery', 'Sci-Fi']","A man witnesses a UFO and discovers it may be linked to a secret government project in Montauk, Long Island.","['found footage', 'montauk', 'alien', 'mind control', 'conspiracy', 'unidentified flying object', 'independent film', 'ufo', 'found footage']",Owen Mulligan,"['J.T. Holden', 'Owen Mulligan', 'Michael Ian Sugrue', 'Owen Mulligan', 'Owen Mulligan']",Owen Mulligan,-2019,/title/tt8717296/,0.952,8.0,False,http://image.tmdb.org/t/p/w500/xW8IgkpKPICmBeLjBi4SXFu48Zb.jpg,60.0,Witness the horrifying truth.
The Electric Man,not-released,3.4,218,['Sci-Fi'],"When Trace McNeil experiences a 12,000 volt shock, his life becomes a psychedelic blur of reality and fantasy in this science fiction drama.",[],B. Luciano Barsuglia,"['Jed Rowen', 'James Di Giacomo', 'Tom Sizemore', 'B. Luciano Barsuglia', 'B. Luciano Barsuglia']",B. Luciano Barsuglia,-2022,/title/tt12973010/,3.676,1.0,False,http://image.tmdb.org/t/p/w500/bK7SPW94KFaKHLWCggaR1aNhQZ0.jpg,90.0,"This movie is inspired by the things that really happen, that cannot be explained, that nobody else will believe."
Evil Spawn,1 hour 10 minutes,3.9,716,"['Horror', 'Sci-Fi']",A scientist is using Microbes in experiments but dies before the work is finished. An aging actress injects herself the serum and the bacterium transforms her into a hideous bug alien resulting in an attrition problem among her detractors.,"['hollywood california', 'murder of a nude woman', 'alien', 'female full frontal nudity', 'nude swimming', 'actress', 'female protagonist', 'metamorphosis', 'monster', 'mad scientist']",Kenneth J. Hall,"['Fred Olen Ray', 'Kenneth J. Hall', 'Ted Newsom', 'Bobbie Bresee', 'Drew Godderis']",Ted Newsom,-1987,/title/tt0092992/,2.461,12.0,False,http://image.tmdb.org/t/p/w500/cCTuDaAeP9nLiQrUhcQ039UOAcz.jpg,70.0,
Omega Doom,not-released,4,3.1K,"['Drama', 'Sci-Fi', 'Thriller']","After Earth is taken over by an army of robots, the small number of humans left are forced into hiding. In the nuclear winter, only droids walk the face of the Earth, in fear of the rumored human resurgence, and in search of a hidden cache of weapons. One robot, his evil circuits... Read all","['robot', 'nuclear winter', 'wasteland', 'double cross', 'mission', 'purpose', 'ruins', 'deserted town', 'drinking water', 'water', 'cyborg', 'android', 'post-apocalyptic future', 'disembodied head', 'super soldier', 'severed head', 'recapitation', 'scientist']",Albert Pyun,"['Ed Naha', 'Rutger Hauer', 'Shannon Whirry', 'Norbert Weisser', 'Albert Pyun']",Albert Pyun,-1996,/title/tt0117238/,4.412,52.0,False,http://image.tmdb.org/t/p/w500/qv1pcO0reE85Doet0erBsOQEWPC.jpg,84.0,Robots rule the Earth. Only one man can stop them.
The Vampire Bat,1 hour 5 minutes,5.7,2.6K,"['Drama', 'Horror', 'Mystery']","When corpses drained of blood begin to show up in a European village, vampirism is suspected to be responsible.","['hypochondria', 'vampire', 'monster movie', 'mad villager', 'angry mob', 'laboratory', 'mad doctor', 'police inspector', 'serial killer', 'murder investigation', 'vampire', 'bat', 'death', 'pre-code', 'police inspector']",Frank R. Strayer,"['Lionel Atwill', 'Fay Wray', 'Melvyn Douglas', 'Frank R. Strayer', 'Edward T. Lowe Jr.']",Edward T. Lowe Jr.,-1933,/title/tt0024727/,4.858,57.0,False,http://image.tmdb.org/t/p/w500/bGN3Ik3CatDC9wvfV55LLBrBGh8.jpg,64.0,These are the TALONS of The Vampire Bat
The Wild Blue Yonder,1 hour 20 minutes,6.1,3.7K,['Sci-Fi'],"An alien narrates the story of his dying planet, his and his people's visits to Earth and Earth's man-made demise, while human astronauts attempt to find an alternate planet for surviving humans to live on.","['astronaut', 'alien', 'wormhole', 'science', 'global change', 'environmental', 'weightlessness', 'voice over narration', 'underwater scene', 'spaceship', 'extraterrestrial technology', 'alien']",Werner Herzog,"['Brad Dourif', 'Donald Williams', 'Ellen Baker', 'Werner Herzog', 'Werner Herzog']",Werner Herzog,-2005,/title/tt0443693/,5.308,74.0,False,http://image.tmdb.org/t/p/w500/iEs4KhPaQ0F514PscPJDtp0YclB.jpg,81.0,
Tom et Lola,not-released,6.4,286,['Sci-Fi'],"Their immune systems tragically damaged at birth, TOM AND LOLA are two beautiful children forever isolated in plastic bubbles. But neither cold urethane nor chillier hospital technicians can keep down the beguiling spirit of these indomitable siblings. Nor can anything stop their... Read all","['boy frontal nudity', 'hospital', 'hairless girl', 'escape', 'curiosity', 'penguin', 'isolation', 'boy', 'girl', 'underage nudity', 'quarantine', 'escape', 'hospital', 'sick child']",Bertrand Arthuys,"['Christian de Chalonge', 'Muriel Téodori', 'Cécile Magnet', 'Marc Berman', 'Catherine Frot']",Bertrand Arthuys,-1990,/title/tt0098488/,2.52,9.0,False,http://image.tmdb.org/t/p/w500/cNiJsDJ0PlfkEgS2D9gLTgB35wp.jpg,97.0,
The Last Boy,not-released,5.5,12K,"['Fantasy', 'Mystery', 'Sci-Fi']","With the world's end imminent, a dying mother sends her young son on a journey to the place which grants wishes. The film's inspired by the works of 13th century Sufi mystic and poet, Rumi.","['mother', 'timeframe 13th century']",Perry Bhandal,"['Luke Goss', 'Flynn Allen', 'Peter Guinness', 'Perry Bhandal', 'Perry Bhandal']",Perry Bhandal,-2019,/title/tt4157728/,5.59,72.0,False,http://image.tmdb.org/t/p/w500/7o5WVpjAffERCTkrAmpqNlieAMz.jpg,87.0,
